"Año","Mes","Trimestre","Llamante","Almería","Cádiz","Córdoba","Granada","Huelva","Jaén","Málaga","Sevilla","Huesca","Teruel","Zaragoza","Asturias","Illes Balears","Las Palmas","Santa Cruz de Tenerife","Cantabria","Ávila","Burgos","León","Palencia","Salamanca","Segovia","Soria","Valladolid","Zamora","Albacete","Ciudad Real","Cuenca","Guadalajara","Toledo","Barcelona","Girona","Lleida","Tarragona","Alicante/Alacant","Castellón/Castelló","Valencia/València","Badajoz","Cáceres","A Coruña","Lugo","Ourense","Pontevedra","Madrid","Murcia","Navarra","Araba/Álava","Bizkaia","Gipuzkoa","La Rioja","Ceuta","Melilla","No consta"
"Año 2013","Julio","Tercero","Usuaria","40.0","87.0","68.0","62.0","34.0","45.0","145.0","198.0","16.0","6.0","50.0","85.0","78.0","107.0","84.0","48.0","10.0","16.0","32.0","13.0","17.0","8.0","5.0","50.0","13.0","10.0","38.0","8.0","16.0","46.0","286.0","33.0","14.0","38.0","155.0","40.0","210.0","75.0","32.0","77.0","18.0","13.0","46.0","799.0","86.0","39.0","9.0","44.0","14.0","16.0","7.0","",""
"Año 2013","Julio","Tercero","Familiares/Personas allegadas","21.0","46.0","25.0","47.0","23.0","17.0","69.0","78.0","5.0","","20.0","20.0","30.0","35.0","34.0","10.0","7.0","11.0","9.0","8.0","10.0","2.0","7.0","16.0","5.0","5.0","12.0","5.0","4.0","29.0","145.0","8.0","5.0","10.0","57.0","11.0","72.0","24.0","7.0","21.0","11.0","6.0","23.0","339.0","34.0","16.0","7.0","22.0","5.0","3.0","4.0","3.0",""
"Año 2013","Julio","Tercero","Otros","2.0","4.0","","2.0","3.0","","9.0","8.0","","2.0","1.0","3.0","3.0","6.0","5.0","2.0","2.0","","1.0","1.0","1.0","1.0","","1.0","","1.0","3.0","2.0","1.0","2.0","6.0","","","","4.0","4.0","12.0","","1.0","1.0","1.0","2.0","2.0","25.0","1.0","1.0","1.0","1.0","","","1.0","",""
"Año 2013","Agosto","Tercero","Usuaria","39.0","70.0","44.0","71.0","36.0","29.0","134.0","209.0","9.0","8.0","62.0","75.0","68.0","114.0","83.0","53.0","17.0","21.0","47.0","14.0","20.0","2.0","4.0","42.0","13.0","17.0","35.0","16.0","30.0","44.0","295.0","30.0","22.0","51.0","131.0","36.0","149.0","99.0","49.0","58.0","18.0","13.0","51.0","818.0","84.0","44.0","11.0","42.0","21.0","12.0","1.0","4.0",""
"Año 2013","Agosto","Tercero","Familiares/Personas allegadas","21.0","51.0","27.0","48.0","17.0","32.0","68.0","113.0","2.0","2.0","27.0","33.0","33.0","44.0","53.0","14.0","5.0","9.0","13.0","3.0","16.0","3.0","2.0","23.0","9.0","8.0","14.0","11.0","9.0","22.0","136.0","12.0","7.0","31.0","77.0","18.0","65.0","22.0","14.0","34.0","14.0","8.0","17.0","292.0","45.0","19.0","4.0","11.0","10.0","4.0","3.0","5.0",""
"Año 2013","Agosto","Tercero","Otros","1.0","4.0","2.0","3.0","1.0","1.0","4.0","9.0","","1.0","","3.0","9.0","2.0","4.0","1.0","1.0","","1.0","","","","","2.0","","2.0","","","1.0","","3.0","1.0","","2.0","5.0","","7.0","4.0","1.0","","","","2.0","17.0","5.0","2.0","","1.0","1.0","","","",""
"Año 2013","Septiembre","Tercero","Usuaria","42.0","64.0","35.0","64.0","34.0","37.0","96.0","175.0","4.0","5.0","63.0","70.0","78.0","107.0","83.0","42.0","19.0","16.0","23.0","10.0","20.0","6.0","3.0","43.0","2.0","13.0","22.0","8.0","19.0","44.0","288.0","23.0","7.0","47.0","138.0","26.0","166.0","45.0","24.0","70.0","9.0","22.0","63.0","682.0","83.0","34.0","6.0","33.0","22.0","19.0","7.0","4.0","6.0"
"Año 2013","Septiembre","Tercero","Familiares/Personas allegadas","19.0","39.0","31.0","27.0","12.0","17.0","49.0","86.0","4.0","3.0","18.0","41.0","32.0","37.0","34.0","14.0","4.0","8.0","11.0","4.0","13.0","4.0","2.0","17.0","4.0","10.0","10.0","7.0","6.0","17.0","131.0","4.0","5.0","13.0","57.0","12.0","76.0","20.0","7.0","25.0","7.0","5.0","16.0","268.0","33.0","16.0","8.0","24.0","8.0","11.0","2.0","2.0","2.0"
"Año 2013","Septiembre","Tercero","Otros","3.0","1.0","","3.0","1.0","","3.0","8.0","","1.0","3.0","2.0","2.0","3.0","2.0","3.0","","","3.0","","","","1.0","2.0","","","1.0","1.0","1.0","2.0","5.0","1.0","","","8.0","","3.0","","1.0","1.0","","2.0","2.0","23.0","2.0","","","","1.0","","1.0","","1.0"
"Año 2013","Octubre","Cuarto","Desconocido","","","","1.0","","","","1.0","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","",""
"Año 2013","Octubre","Cuarto","Usuaria","46.0","80.0","50.0","71.0","38.0","48.0","144.0","156.0","2.0","5.0","61.0","73.0","100.0","95.0","140.0","66.0","25.0","25.0","20.0","6.0","25.0","5.0","4.0","39.0","2.0","23.0","31.0","9.0","15.0","48.0","345.0","25.0","7.0","43.0","164.0","37.0","236.0","59.0","35.0","91.0","20.0","16.0","53.0","759.0","101.0","41.0","12.0","40.0","11.0","17.0","2.0","7.0",""
"Año 2013","Octubre","Cuarto","Familiares/Personas allegadas","19.0","30.0","22.0","26.0","15.0","20.0","46.0","73.0","2.0","3.0","22.0","23.0","29.0","38.0","35.0","10.0","6.0","9.0","13.0","2.0","9.0","4.0","2.0","17.0","","5.0","8.0","1.0","4.0","21.0","118.0","3.0","3.0","17.0","36.0","10.0","92.0","15.0","12.0","17.0","6.0","7.0","14.0","251.0","19.0","8.0","4.0","29.0","11.0","7.0","1.0","","1.0"
"Año 2013","Octubre","Cuarto","Otros","1.0","5.0","","2.0","","1.0","8.0","6.0","1.0","","2.0","3.0","2.0","1.0","3.0","1.0","","","2.0","2.0","","","","","","1.0","2.0","","","2.0","8.0","","","","1.0","3.0","8.0","2.0","","1.0","","","1.0","24.0","7.0","","1.0","","","3.0","","2.0",""
"Año 2013","Noviembre","Cuarto","Desconocido","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Noviembre","Cuarto","Usuaria","43.0","89.0","83.0","88.0","36.0","58.0","131.0","218.0","10.0","2.0","55.0","98.0","85.0","148.0","121.0","49.0","45.0","37.0","26.0","6.0","23.0","6.0","2.0","53.0","16.0","36.0","30.0","14.0","9.0","43.0","361.0","30.0","17.0","42.0","148.0","50.0","232.0","47.0","48.0","92.0","13.0","25.0","72.0","889.0","92.0","39.0","15.0","59.0","36.0","21.0","2.0","7.0",""
"Año 2013","Noviembre","Cuarto","Familiares/Personas allegadas","23.0","50.0","23.0","25.0","19.0","15.0","58.0","103.0","3.0","","19.0","28.0","20.0","37.0","40.0","18.0","2.0","8.0","28.0","3.0","10.0","6.0","1.0","18.0","2.0","10.0","15.0","1.0","5.0","26.0","105.0","15.0","5.0","14.0","53.0","10.0","82.0","14.0","9.0","30.0","8.0","5.0","11.0","277.0","25.0","16.0","9.0","23.0","11.0","4.0","1.0","6.0",""
"Año 2013","Noviembre","Cuarto","Otros","","2.0","3.0","3.0","","","4.0","8.0","1.0","1.0","6.0","3.0","5.0","2.0","5.0","3.0","1.0","1.0","","","1.0","1.0","","4.0","","","","","1.0","2.0","10.0","2.0","","","4.0","1.0","10.0","2.0","3.0","5.0","1.0","","2.0","32.0","3.0","3.0","1.0","1.0","5.0","","1.0","",""
"Año 2013","Diciembre","Cuarto","Desconocido","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","",""
"Año 2013","Diciembre","Cuarto","Usuaria","41.0","77.0","77.0","86.0","56.0","59.0","165.0","253.0","7.0","5.0","103.0","114.0","86.0","173.0","128.0","56.0","30.0","35.0","61.0","18.0","23.0","7.0","2.0","80.0","14.0","30.0","29.0","16.0","35.0","71.0","452.0","44.0","18.0","72.0","153.0","52.0","309.0","59.0","33.0","92.0","18.0","18.0","73.0","1177.0","137.0","43.0","17.0","78.0","33.0","26.0","5.0","7.0",""
"Año 2013","Diciembre","Cuarto","Familiares/Personas allegadas","23.0","45.0","31.0","45.0","14.0","28.0","48.0","95.0","5.0","3.0","34.0","35.0","19.0","49.0","43.0","19.0","8.0","7.0","15.0","8.0","8.0","","","12.0","6.0","12.0","6.0","7.0","4.0","16.0","131.0","10.0","5.0","14.0","45.0","12.0","83.0","13.0","14.0","20.0","5.0","6.0","33.0","293.0","31.0","16.0","5.0","21.0","15.0","4.0","4.0","1.0",""
"Año 2013","Diciembre","Cuarto","Otros","1.0","4.0","","1.0","","2.0","6.0","6.0","","","3.0","3.0","4.0","2.0","3.0","3.0","","1.0","1.0","","","","","1.0","","","","2.0","1.0","3.0","5.0","1.0","","","2.0","1.0","15.0","","1.0","3.0","","1.0","4.0","36.0","2.0","3.0","","2.0","1.0","","","",""
"Año 2014","Enero","Primero","Desconocido","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Enero","Primero","Usuaria","46.0","100.0","60.0","88.0","41.0","58.0","149.0","187.0","10.0","2.0","55.0","76.0","85.0","145.0","121.0","44.0","21.0","21.0","25.0","10.0","37.0","14.0","4.0","41.0","12.0","23.0","40.0","7.0","19.0","62.0","375.0","23.0","18.0","56.0","176.0","56.0","241.0","75.0","39.0","71.0","21.0","16.0","51.0","1053.0","121.0","52.0","18.0","75.0","27.0","22.0","5.0","11.0",""
"Año 2014","Enero","Primero","Familiares/Personas allegadas","22.0","51.0","27.0","36.0","17.0","10.0","59.0","70.0","3.0","","27.0","30.0","16.0","37.0","38.0","13.0","5.0","12.0","5.0","1.0","9.0","2.0","","12.0","5.0","9.0","19.0","2.0","12.0","20.0","118.0","14.0","9.0","7.0","35.0","18.0","71.0","13.0","9.0","34.0","9.0","7.0","13.0","272.0","31.0","16.0","9.0","21.0","14.0","6.0","3.0","2.0","1.0"
"Año 2014","Enero","Primero","Otros","","1.0","1.0","4.0","1.0","","3.0","10.0","1.0","","2.0","3.0","3.0","1.0","2.0","3.0","","2.0","1.0","1.0","1.0","1.0","","4.0","1.0","1.0","","","","4.0","10.0","2.0","1.0","","4.0","2.0","6.0","","4.0","2.0","1.0","1.0","2.0","20.0","3.0","","","2.0","2.0","2.0","3.0","1.0",""
"Año 2014","Febrero","Primero","Desconocido","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Febrero","Primero","Usuaria","39.0","62.0","53.0","70.0","44.0","36.0","114.0","161.0","15.0","4.0","42.0","55.0","56.0","125.0","88.0","44.0","14.0","27.0","29.0","3.0","33.0","10.0","10.0","42.0","13.0","14.0","17.0","14.0","18.0","52.0","275.0","30.0","7.0","40.0","161.0","45.0","195.0","86.0","28.0","54.0","25.0","19.0","53.0","751.0","92.0","31.0","15.0","35.0","15.0","28.0","4.0","8.0",""
"Año 2014","Febrero","Primero","Familiares/Personas allegadas","16.0","41.0","24.0","30.0","23.0","24.0","47.0","52.0","4.0","1.0","16.0","24.0","39.0","36.0","38.0","15.0","","7.0","11.0","4.0","7.0","4.0","","11.0","6.0","8.0","9.0","4.0","12.0","23.0","122.0","7.0","6.0","18.0","36.0","5.0","50.0","20.0","5.0","17.0","3.0","3.0","17.0","274.0","23.0","12.0","4.0","14.0","6.0","7.0","3.0","","1.0"
"Año 2014","Febrero","Primero","Otros","5.0","3.0","","7.0","2.0","","4.0","2.0","","","1.0","4.0","2.0","3.0","2.0","4.0","","1.0","","","","","","1.0","","","2.0","","2.0","2.0","9.0","","","1.0","3.0","","5.0","3.0","","","","1.0","1.0","18.0","3.0","","","3.0","","","","",""
"Año 2014","Marzo","Primero","Usuaria","88.0","97.0","56.0","86.0","38.0","49.0","153.0","211.0","7.0","3.0","58.0","72.0","88.0","136.0","102.0","51.0","16.0","24.0","35.0","9.0","28.0","15.0","3.0","70.0","11.0","24.0","29.0","11.0","33.0","65.0","381.0","20.0","16.0","43.0","194.0","38.0","236.0","67.0","35.0","72.0","25.0","12.0","54.0","980.0","100.0","48.0","16.0","81.0","25.0","22.0","5.0","1.0",""
"Año 2014","Marzo","Primero","Familiares/Personas allegadas","25.0","44.0","27.0","58.0","18.0","16.0","63.0","93.0","3.0","1.0","23.0","32.0","17.0","54.0","37.0","12.0","5.0","15.0","11.0","2.0","8.0","6.0","2.0","21.0","3.0","6.0","5.0","3.0","5.0","16.0","129.0","8.0","5.0","24.0","52.0","7.0","80.0","11.0","8.0","20.0","6.0","2.0","12.0","366.0","40.0","20.0","19.0","26.0","8.0","16.0","3.0","","1.0"
"Año 2014","Marzo","Primero","Otros","2.0","1.0","1.0","3.0","1.0","1.0","9.0","4.0","1.0","","4.0","2.0","2.0","2.0","4.0","3.0","","","","","","","","1.0","","2.0","","1.0","","1.0","6.0","1.0","","1.0","6.0","1.0","7.0","","1.0","2.0","","1.0","1.0","36.0","3.0","1.0","1.0","3.0","1.0","","","1.0",""
"Año 2014","Abril","Segundo","Desconocido","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","1.0","","","","","",""
"Año 2014","Abril","Segundo","Usuaria","45.0","94.0","63.0","83.0","48.0","52.0","139.0","207.0","9.0","4.0","58.0","88.0","74.0","114.0","77.0","37.0","19.0","27.0","27.0","9.0","14.0","8.0","2.0","60.0","7.0","24.0","30.0","9.0","8.0","54.0","333.0","25.0","12.0","50.0","151.0","54.0","255.0","30.0","28.0","57.0","15.0","20.0","57.0","853.0","85.0","49.0","8.0","71.0","42.0","22.0","7.0","2.0","1.0"
"Año 2014","Abril","Segundo","Familiares/Personas allegadas","23.0","28.0","21.0","27.0","14.0","21.0","55.0","97.0","4.0","3.0","32.0","35.0","34.0","43.0","27.0","21.0","10.0","7.0","19.0","8.0","25.0","4.0","1.0","21.0","1.0","6.0","10.0","3.0","2.0","25.0","119.0","9.0","4.0","19.0","47.0","9.0","73.0","14.0","12.0","25.0","3.0","9.0","32.0","280.0","40.0","11.0","9.0","20.0","14.0","12.0","2.0","2.0","2.0"
"Año 2014","Abril","Segundo","Otros","6.0","6.0","2.0","1.0","6.0","3.0","9.0","11.0","","1.0","6.0","5.0","4.0","4.0","6.0","2.0","","1.0","1.0","","","","","1.0","","1.0","1.0","1.0","","3.0","12.0","1.0","","3.0","6.0","1.0","13.0","1.0","1.0","5.0","","1.0","4.0","35.0","3.0","4.0","1.0","3.0","","2.0","","",""
"Año 2014","Mayo","Segundo","Desconocido","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","",""
"Año 2014","Mayo","Segundo","Usuaria","57.0","76.0","60.0","78.0","54.0","43.0","161.0","218.0","9.0","2.0","63.0","58.0","80.0","120.0","93.0","57.0","13.0","27.0","18.0","19.0","15.0","6.0","2.0","40.0","14.0","11.0","27.0","7.0","16.0","40.0","344.0","18.0","10.0","56.0","192.0","43.0","234.0","62.0","30.0","57.0","30.0","15.0","105.0","962.0","105.0","41.0","20.0","76.0","17.0","33.0","4.0","10.0",""
"Año 2014","Mayo","Segundo","Familiares/Personas allegadas","22.0","40.0","34.0","28.0","10.0","21.0","64.0","78.0","3.0","1.0","21.0","23.0","38.0","42.0","25.0","23.0","5.0","8.0","11.0","3.0","6.0","6.0","1.0","13.0","4.0","9.0","6.0","1.0","9.0","20.0","114.0","8.0","5.0","18.0","57.0","11.0","83.0","25.0","11.0","13.0","10.0","8.0","31.0","333.0","58.0","15.0","6.0","26.0","7.0","7.0","2.0","5.0","1.0"
"Año 2014","Mayo","Segundo","Otros","7.0","3.0","2.0","2.0","3.0","2.0","7.0","4.0","3.0","","3.0","3.0","3.0","5.0","3.0","","2.0","","","2.0","","2.0","1.0","3.0","2.0","1.0","2.0","","","4.0","8.0","","","","4.0","3.0","10.0","2.0","3.0","5.0","2.0","","2.0","46.0","1.0","2.0","1.0","","1.0","1.0","","1.0",""
"Año 2014","Junio","Segundo","Usuaria","51.0","96.0","57.0","90.0","40.0","39.0","177.0","216.0","10.0","1.0","69.0","81.0","72.0","126.0","93.0","48.0","6.0","16.0","33.0","9.0","26.0","6.0","3.0","52.0","14.0","30.0","30.0","8.0","20.0","53.0","373.0","24.0","13.0","55.0","169.0","36.0","273.0","42.0","24.0","64.0","26.0","19.0","84.0","980.0","90.0","40.0","11.0","69.0","32.0","6.0","7.0","11.0",""
"Año 2014","Junio","Segundo","Familiares/Personas allegadas","20.0","34.0","23.0","36.0","14.0","19.0","69.0","84.0","4.0","1.0","27.0","23.0","38.0","47.0","52.0","20.0","2.0","3.0","9.0","1.0","11.0","1.0","2.0","10.0","6.0","5.0","13.0","4.0","8.0","19.0","123.0","9.0","7.0","14.0","40.0","8.0","58.0","14.0","11.0","20.0","7.0","7.0","31.0","301.0","36.0","18.0","5.0","20.0","7.0","9.0","2.0","1.0","1.0"
"Año 2014","Junio","Segundo","Otros","3.0","6.0","","8.0","4.0","3.0","4.0","7.0","1.0","2.0","6.0","2.0","9.0","4.0","3.0","","1.0","","","1.0","3.0","1.0","","1.0","","","","","1.0","4.0","6.0","","","","5.0","","7.0","1.0","","2.0","","","3.0","29.0","2.0","2.0","1.0","2.0","","2.0","","",""
"Año 2014","Julio","Tercero","Desconocido","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Julio","Tercero","Usuaria","51.0","88.0","51.0","94.0","33.0","33.0","145.0","218.0","7.0","","55.0","72.0","80.0","98.0","85.0","59.0","17.0","20.0","20.0","16.0","19.0","6.0","1.0","33.0","15.0","21.0","25.0","14.0","16.0","57.0","349.0","35.0","9.0","62.0","170.0","40.0","265.0","39.0","24.0","39.0","15.0","16.0","62.0","847.0","87.0","35.0","16.0","52.0","14.0","8.0","3.0","3.0",""
"Año 2014","Julio","Tercero","Familiares/Personas allegadas","22.0","36.0","19.0","22.0","18.0","16.0","64.0","59.0","","","16.0","25.0","43.0","44.0","34.0","18.0","5.0","7.0","8.0","2.0","13.0","8.0","2.0","11.0","1.0","7.0","7.0","","5.0","17.0","127.0","3.0","3.0","14.0","43.0","13.0","66.0","19.0","9.0","8.0","7.0","6.0","26.0","272.0","45.0","22.0","9.0","14.0","17.0","7.0","4.0","",""
"Año 2014","Julio","Tercero","Otros","5.0","5.0","2.0","3.0","3.0","5.0","4.0","5.0","1.0","","2.0","1.0","6.0","5.0","2.0","","","","3.0","","1.0","","","","","1.0","1.0","","","1.0","9.0","","","","4.0","1.0","9.0","","","2.0","","","3.0","27.0","5.0","","","","","1.0","","",""
"Año 2014","Agosto","Tercero","Usuaria","67.0","138.0","76.0","99.0","45.0","57.0","192.0","287.0","8.0","6.0","53.0","50.0","121.0","141.0","122.0","74.0","13.0","21.0","41.0","15.0","21.0","14.0","4.0","53.0","17.0","37.0","44.0","8.0","23.0","86.0","446.0","25.0","19.0","49.0","240.0","57.0","353.0","49.0","34.0","56.0","27.0","19.0","79.0","1012.0","138.0","77.0","11.0","75.0","19.0","27.0","5.0","5.0",""
"Año 2014","Agosto","Tercero","Familiares/Personas allegadas","29.0","59.0","28.0","44.0","33.0","16.0","69.0","78.0","2.0","","20.0","28.0","46.0","60.0","48.0","23.0","6.0","10.0","16.0","2.0","4.0","4.0","","13.0","7.0","10.0","12.0","6.0","6.0","21.0","134.0","8.0","5.0","15.0","59.0","18.0","65.0","34.0","8.0","18.0","7.0","7.0","37.0","328.0","52.0","18.0","2.0","28.0","8.0","9.0","2.0","4.0",""
"Año 2014","Agosto","Tercero","Otros","5.0","3.0","","3.0","3.0","1.0","10.0","8.0","","","3.0","6.0","3.0","4.0","5.0","2.0","","2.0","1.0","","1.0","1.0","","1.0","","1.0","1.0","","","3.0","13.0","","","","12.0","","10.0","4.0","","","1.0","","3.0","37.0","4.0","2.0","","","","","","",""
"Año 2014","Septiembre","Tercero","Usuaria","60.0","110.0","65.0","92.0","37.0","38.0","182.0","243.0","11.0","9.0","66.0","76.0","80.0","140.0","129.0","50.0","11.0","27.0","45.0","5.0","23.0","18.0","5.0","35.0","16.0","27.0","31.0","17.0","32.0","74.0","396.0","41.0","18.0","51.0","281.0","65.0","331.0","57.0","36.0","61.0","33.0","15.0","94.0","1144.0","107.0","48.0","20.0","90.0","23.0","23.0","4.0","5.0",""
"Año 2014","Septiembre","Tercero","Familiares/Personas allegadas","32.0","37.0","32.0","44.0","15.0","11.0","54.0","79.0","3.0","1.0","20.0","30.0","28.0","58.0","41.0","21.0","4.0","14.0","10.0","5.0","7.0","3.0","1.0","16.0","8.0","10.0","8.0","3.0","10.0","23.0","138.0","11.0","3.0","12.0","40.0","8.0","74.0","23.0","17.0","23.0","8.0","9.0","36.0","341.0","60.0","19.0","9.0","23.0","7.0","10.0","2.0","5.0",""
"Año 2014","Septiembre","Tercero","Otros","2.0","3.0","5.0","3.0","2.0","1.0","18.0","2.0","","","7.0","2.0","","4.0","8.0","1.0","","","1.0","","","","","","","","1.0","1.0","1.0","3.0","7.0","2.0","1.0","4.0","1.0","1.0","6.0","3.0","1.0","2.0","","","4.0","31.0","5.0","1.0","2.0","2.0","2.0","1.0","","",""
"Año 2014","Octubre","Cuarto","Desconocido","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Año 2014","Octubre","Cuarto","Usuaria","51.0","127.0","73.0","71.0","35.0","50.0","153.0","225.0","6.0","2.0","59.0","96.0","68.0","127.0","101.0","44.0","12.0","28.0","21.0","17.0","30.0","14.0","3.0","56.0","4.0","19.0","28.0","16.0","27.0","67.0","401.0","31.0","12.0","40.0","248.0","54.0","309.0","54.0","30.0","37.0","27.0","12.0","77.0","889.0","109.0","52.0","10.0","87.0","25.0","24.0","6.0","4.0",""
"Año 2014","Octubre","Cuarto","Familiares/Personas allegadas","22.0","35.0","19.0","47.0","14.0","7.0","53.0","77.0","2.0","1.0","28.0","31.0","31.0","54.0","54.0","15.0","6.0","5.0","11.0","7.0","8.0","3.0","2.0","21.0","4.0","6.0","9.0","3.0","3.0","15.0","103.0","3.0","5.0","10.0","58.0","12.0","92.0","11.0","11.0","16.0","12.0","5.0","38.0","286.0","45.0","16.0","6.0","20.0","10.0","12.0","1.0","3.0","1.0"
"Año 2014","Octubre","Cuarto","Otros","3.0","3.0","1.0","4.0","1.0","1.0","4.0","3.0","","1.0","5.0","3.0","5.0","3.0","2.0","","","","","","","1.0","","1.0","","2.0","","2.0","","2.0","9.0","","","2.0","8.0","4.0","16.0","","","2.0","","1.0","2.0","29.0","5.0","1.0","1.0","2.0","","","1.0","","1.0"
"Año 2014","Noviembre","Cuarto","Desconocido","","1.0","","","","","","1.0","","","1.0","","","1.0","","","","","","","","","","","","","","","1.0","","1.0","","","","","","","","","","","","1.0","3.0","2.0","","","","","","","",""
"Año 2014","Noviembre","Cuarto","Usuaria","58.0","111.0","64.0","70.0","50.0","39.0","107.0","199.0","8.0","9.0","54.0","49.0","64.0","158.0","92.0","40.0","9.0","23.0","33.0","17.0","31.0","15.0","3.0","48.0","10.0","30.0","25.0","14.0","24.0","53.0","347.0","24.0","12.0","33.0","233.0","36.0","298.0","30.0","24.0","39.0","33.0","10.0","92.0","888.0","81.0","38.0","7.0","76.0","24.0","37.0","2.0","7.0",""
"Año 2014","Noviembre","Cuarto","Familiares/Personas allegadas","18.0","41.0","13.0","28.0","16.0","20.0","57.0","69.0","4.0","1.0","26.0","26.0","17.0","43.0","45.0","11.0","7.0","7.0","11.0","3.0","11.0","4.0","","15.0","1.0","8.0","14.0","2.0","13.0","23.0","143.0","11.0","4.0","13.0","57.0","5.0","57.0","13.0","14.0","15.0","12.0","5.0","28.0","316.0","37.0","21.0","5.0","23.0","6.0","7.0","3.0","2.0","1.0"
"Año 2014","Noviembre","Cuarto","Otros","1.0","2.0","3.0","5.0","3.0","1.0","8.0","8.0","","","4.0","1.0","5.0","5.0","4.0","2.0","1.0","","","","","","","1.0","2.0","1.0","1.0","","1.0","3.0","8.0","","","1.0","7.0","2.0","7.0","1.0","","1.0","2.0","2.0","4.0","35.0","1.0","1.0","","","","","","",""
"Año 2014","Diciembre","Cuarto","Desconocido","","","","","","1.0","","1.0","","","","","","","2.0","","","","","","","","","","1.0","","","","","1.0","3.0","","","1.0","","","4.0","2.0","","","","","","1.0","1.0","1.0","","","","","","",""
"Año 2014","Diciembre","Cuarto","Usuaria","66.0","142.0","78.0","88.0","69.0","55.0","249.0","283.0","14.0","12.0","91.0","112.0","88.0","110.0","123.0","59.0","9.0","36.0","48.0","19.0","30.0","10.0","2.0","82.0","7.0","32.0","37.0","15.0","20.0","84.0","599.0","37.0","26.0","64.0","244.0","81.0","399.0","63.0","45.0","42.0","31.0","22.0","109.0","1237.0","114.0","46.0","23.0","94.0","49.0","17.0","10.0","8.0",""
