Año,Trimestre,Mes,Provincia,Numero_llamadas
2009,Primero,Enero,Almería,88
2009,Primero,Enero,Cádiz,119
2009,Primero,Enero,Córdoba,47
2009,Primero,Enero,Granada,106
2009,Primero,Enero,Huelva,58
2009,Primero,Enero,Jaén,56
2009,Primero,Enero,Málaga,187
2009,Primero,Enero,Sevilla,273
2009,Primero,Enero,Huesca,19
2009,Primero,Enero,Teruel,9
2009,Primero,Enero,Zaragoza,94
2009,Primero,Enero,Asturias,140
2009,Primero,Enero,Illes Balears,150
2009,Primero,Enero,Las Palmas,213
2009,Primero,Enero,Santa Cruz de Tenerife,145
2009,Primero,Enero,Cantabria,92
2009,Primero,Enero,Ávila,14
2009,Primero,Enero,Burgos,38
2009,Primero,Enero,León,50
2009,Primero,Enero,Palencia,16
2009,Primero,Enero,Salamanca,42
2009,Primero,Enero,Segovia,9
2009,Primero,Enero,Soria,9
2009,Primero,Enero,Valladolid,58
2009,Primero,Enero,Zamora,23
2009,Primero,Enero,Albacete,21
2009,Primero,Enero,Ciudad Real,45
2009,Primero,Enero,Cuenca,31
2009,Primero,Enero,Guadalajara,24
2009,Primero,Enero,Toledo,81
2009,Primero,Enero,Barcelona,655
2009,Primero,Enero,Girona,46
2009,Primero,Enero,Lleida,33
2009,Primero,Enero,Tarragona,74
2009,Primero,Enero,Alicante/Alacant,178
2009,Primero,Enero,Castellón/Castelló,54
2009,Primero,Enero,Valencia/València,328
2009,Primero,Enero,Badajoz,69
2009,Primero,Enero,Cáceres,47
2009,Primero,Enero,A Coruña,121
2009,Primero,Enero,Lugo,36
2009,Primero,Enero,Ourense,30
2009,Primero,Enero,Pontevedra,118
2009,Primero,Enero,Madrid,1504
2009,Primero,Enero,Murcia,181
2009,Primero,Enero,Navarra,71
2009,Primero,Enero,Araba/Álava,16
2009,Primero,Enero,Bizkaia,80
2009,Primero,Enero,Gipuzkoa,47
2009,Primero,Enero,La Rioja,34
2009,Primero,Enero,Ceuta,10
2009,Primero,Enero,Melilla,21
2009,Primero,Febrero,Almería,75
2009,Primero,Febrero,Cádiz,105
2009,Primero,Febrero,Córdoba,54
2009,Primero,Febrero,Granada,77
2009,Primero,Febrero,Huelva,33
2009,Primero,Febrero,Jaén,66
2009,Primero,Febrero,Málaga,163
2009,Primero,Febrero,Sevilla,220
2009,Primero,Febrero,Huesca,18
2009,Primero,Febrero,Teruel,4
2009,Primero,Febrero,Zaragoza,97
2009,Primero,Febrero,Asturias,106
2009,Primero,Febrero,Illes Balears,104
2009,Primero,Febrero,Las Palmas,134
2009,Primero,Febrero,Santa Cruz de Tenerife,172
2009,Primero,Febrero,Cantabria,80
2009,Primero,Febrero,Ávila,15
2009,Primero,Febrero,Burgos,47
2009,Primero,Febrero,León,50
2009,Primero,Febrero,Palencia,11
2009,Primero,Febrero,Salamanca,36
2009,Primero,Febrero,Segovia,16
2009,Primero,Febrero,Soria,6
2009,Primero,Febrero,Valladolid,77
2009,Primero,Febrero,Zamora,18
2009,Primero,Febrero,Albacete,24
2009,Primero,Febrero,Ciudad Real,66
2009,Primero,Febrero,Cuenca,14
2009,Primero,Febrero,Guadalajara,18
2009,Primero,Febrero,Toledo,63
2009,Primero,Febrero,Barcelona,570
2009,Primero,Febrero,Girona,48
2009,Primero,Febrero,Lleida,27
2009,Primero,Febrero,Tarragona,65
2009,Primero,Febrero,Alicante/Alacant,173
2009,Primero,Febrero,Castellón/Castelló,40
2009,Primero,Febrero,Valencia/València,245
2009,Primero,Febrero,Badajoz,61
2009,Primero,Febrero,Cáceres,42
2009,Primero,Febrero,A Coruña,119
2009,Primero,Febrero,Lugo,33
2009,Primero,Febrero,Ourense,22
2009,Primero,Febrero,Pontevedra,80
2009,Primero,Febrero,Madrid,1154
2009,Primero,Febrero,Murcia,163
2009,Primero,Febrero,Navarra,70
2009,Primero,Febrero,Araba/Álava,15
2009,Primero,Febrero,Bizkaia,74
2009,Primero,Febrero,Gipuzkoa,36
2009,Primero,Febrero,La Rioja,43
2009,Primero,Febrero,Ceuta,6
2009,Primero,Febrero,Melilla,18
2009,Primero,Marzo,Almería,71
2009,Primero,Marzo,Cádiz,132
2009,Primero,Marzo,Córdoba,69
2009,Primero,Marzo,Granada,100
2009,Primero,Marzo,Huelva,43
2009,Primero,Marzo,Jaén,66
2009,Primero,Marzo,Málaga,193
2009,Primero,Marzo,Sevilla,253
2009,Primero,Marzo,Huesca,20
2009,Primero,Marzo,Teruel,3
2009,Primero,Marzo,Zaragoza,106
2009,Primero,Marzo,Asturias,122
2009,Primero,Marzo,Illes Balears,123
2009,Primero,Marzo,Las Palmas,198
2009,Primero,Marzo,Santa Cruz de Tenerife,186
2009,Primero,Marzo,Cantabria,68
2009,Primero,Marzo,Ávila,21
2009,Primero,Marzo,Burgos,39
2009,Primero,Marzo,León,55
2009,Primero,Marzo,Palencia,19
2009,Primero,Marzo,Salamanca,37
2009,Primero,Marzo,Segovia,6
2009,Primero,Marzo,Valladolid,78
2009,Primero,Marzo,Zamora,29
2009,Primero,Marzo,Albacete,50
2009,Primero,Marzo,Ciudad Real,53
2009,Primero,Marzo,Cuenca,14
2009,Primero,Marzo,Guadalajara,16
2009,Primero,Marzo,Toledo,90
2009,Primero,Marzo,Barcelona,599
2009,Primero,Marzo,Girona,50
2009,Primero,Marzo,Lleida,24
2009,Primero,Marzo,Tarragona,84
2009,Primero,Marzo,Alicante/Alacant,241
2009,Primero,Marzo,Castellón/Castelló,63
2009,Primero,Marzo,Valencia/València,314
2009,Primero,Marzo,Badajoz,101
2009,Primero,Marzo,Cáceres,46
2009,Primero,Marzo,A Coruña,126
2009,Primero,Marzo,Lugo,40
2009,Primero,Marzo,Ourense,15
2009,Primero,Marzo,Pontevedra,79
2009,Primero,Marzo,Madrid,1425
2009,Primero,Marzo,Murcia,206
2009,Primero,Marzo,Navarra,53
2009,Primero,Marzo,Araba/Álava,23
2009,Primero,Marzo,Bizkaia,105
2009,Primero,Marzo,Gipuzkoa,38
2009,Primero,Marzo,La Rioja,29
2009,Primero,Marzo,Ceuta,12
2009,Primero,Marzo,Melilla,16
2009,Segundo,Abril,Almería,46
2009,Segundo,Abril,Cádiz,114
2009,Segundo,Abril,Córdoba,71
2009,Segundo,Abril,Granada,97
2009,Segundo,Abril,Huelva,54
2009,Segundo,Abril,Jaén,64
2009,Segundo,Abril,Málaga,170
2009,Segundo,Abril,Sevilla,215
2009,Segundo,Abril,Huesca,24
2009,Segundo,Abril,Teruel,6
2009,Segundo,Abril,Zaragoza,78
2009,Segundo,Abril,Asturias,129
2009,Segundo,Abril,Illes Balears,112
2009,Segundo,Abril,Las Palmas,188
2009,Segundo,Abril,Santa Cruz de Tenerife,145
2009,Segundo,Abril,Cantabria,48
2009,Segundo,Abril,Ávila,14
2009,Segundo,Abril,Burgos,42
2009,Segundo,Abril,León,53
2009,Segundo,Abril,Palencia,13
2009,Segundo,Abril,Salamanca,35
2009,Segundo,Abril,Segovia,24
2009,Segundo,Abril,Soria,2
2009,Segundo,Abril,Valladolid,65
2009,Segundo,Abril,Zamora,30
2009,Segundo,Abril,Albacete,28
2009,Segundo,Abril,Ciudad Real,58
2009,Segundo,Abril,Cuenca,10
2009,Segundo,Abril,Guadalajara,19
2009,Segundo,Abril,Toledo,64
2009,Segundo,Abril,Barcelona,527
2009,Segundo,Abril,Girona,61
2009,Segundo,Abril,Lleida,28
2009,Segundo,Abril,Tarragona,75
2009,Segundo,Abril,Alicante/Alacant,225
2009,Segundo,Abril,Castellón/Castelló,43
2009,Segundo,Abril,Valencia/València,257
2009,Segundo,Abril,Badajoz,88
2009,Segundo,Abril,Cáceres,31
2009,Segundo,Abril,A Coruña,114
2009,Segundo,Abril,Lugo,26
2009,Segundo,Abril,Ourense,39
2009,Segundo,Abril,Pontevedra,63
2009,Segundo,Abril,Madrid,1337
2009,Segundo,Abril,Murcia,173
2009,Segundo,Abril,Navarra,54
2009,Segundo,Abril,Araba/Álava,19
2009,Segundo,Abril,Bizkaia,78
2009,Segundo,Abril,Gipuzkoa,30
2009,Segundo,Abril,La Rioja,19
2009,Segundo,Abril,Ceuta,7
2009,Segundo,Abril,Melilla,7
2009,Segundo,Mayo,Almería,63
2009,Segundo,Mayo,Cádiz,116
2009,Segundo,Mayo,Córdoba,87
2009,Segundo,Mayo,Granada,122
2009,Segundo,Mayo,Huelva,46
2009,Segundo,Mayo,Jaén,54
2009,Segundo,Mayo,Málaga,214
2009,Segundo,Mayo,Sevilla,196
2009,Segundo,Mayo,Huesca,14
2009,Segundo,Mayo,Teruel,6
2009,Segundo,Mayo,Zaragoza,100
2009,Segundo,Mayo,Asturias,110
2009,Segundo,Mayo,Illes Balears,146
2009,Segundo,Mayo,Las Palmas,169
2009,Segundo,Mayo,Santa Cruz de Tenerife,169
2009,Segundo,Mayo,Cantabria,58
2009,Segundo,Mayo,Ávila,28
2009,Segundo,Mayo,Burgos,40
2009,Segundo,Mayo,León,59
2009,Segundo,Mayo,Palencia,12
2009,Segundo,Mayo,Salamanca,43
2009,Segundo,Mayo,Segovia,14
2009,Segundo,Mayo,Soria,9
2009,Segundo,Mayo,Valladolid,74
2009,Segundo,Mayo,Zamora,11
2009,Segundo,Mayo,Albacete,28
2009,Segundo,Mayo,Ciudad Real,29
2009,Segundo,Mayo,Cuenca,21
2009,Segundo,Mayo,Guadalajara,32
2009,Segundo,Mayo,Toledo,84
2009,Segundo,Mayo,Barcelona,583
2009,Segundo,Mayo,Girona,54
2009,Segundo,Mayo,Lleida,30
2009,Segundo,Mayo,Tarragona,71
2009,Segundo,Mayo,Alicante/Alacant,235
2009,Segundo,Mayo,Castellón/Castelló,79
2009,Segundo,Mayo,Valencia/València,283
2009,Segundo,Mayo,Badajoz,70
2009,Segundo,Mayo,Cáceres,43
2009,Segundo,Mayo,A Coruña,110
2009,Segundo,Mayo,Lugo,25
2009,Segundo,Mayo,Ourense,26
2009,Segundo,Mayo,Pontevedra,72
2009,Segundo,Mayo,Madrid,1389
2009,Segundo,Mayo,Murcia,182
2009,Segundo,Mayo,Navarra,69
2009,Segundo,Mayo,Araba/Álava,19
2009,Segundo,Mayo,Bizkaia,73
2009,Segundo,Mayo,Gipuzkoa,34
2009,Segundo,Mayo,La Rioja,24
2009,Segundo,Mayo,Ceuta,12
2009,Segundo,Mayo,Melilla,15
2009,Segundo,Junio,Almería,80
2009,Segundo,Junio,Cádiz,92
2009,Segundo,Junio,Córdoba,75
2009,Segundo,Junio,Granada,106
2009,Segundo,Junio,Huelva,37
2009,Segundo,Junio,Jaén,52
2009,Segundo,Junio,Málaga,190
2009,Segundo,Junio,Sevilla,250
2009,Segundo,Junio,Huesca,22
2009,Segundo,Junio,Teruel,13
2009,Segundo,Junio,Zaragoza,86
2009,Segundo,Junio,Asturias,95
2009,Segundo,Junio,Illes Balears,93
2009,Segundo,Junio,Las Palmas,214
2009,Segundo,Junio,Santa Cruz de Tenerife,223
2009,Segundo,Junio,Cantabria,52
2009,Segundo,Junio,Ávila,13
2009,Segundo,Junio,Burgos,29
2009,Segundo,Junio,León,52
2009,Segundo,Junio,Palencia,10
2009,Segundo,Junio,Salamanca,33
2009,Segundo,Junio,Segovia,8
2009,Segundo,Junio,Soria,3
2009,Segundo,Junio,Valladolid,83
2009,Segundo,Junio,Zamora,8
2009,Segundo,Junio,Albacete,28
2009,Segundo,Junio,Ciudad Real,50
2009,Segundo,Junio,Cuenca,9
2009,Segundo,Junio,Guadalajara,21
2009,Segundo,Junio,Toledo,61
2009,Segundo,Junio,Barcelona,590
2009,Segundo,Junio,Girona,62
2009,Segundo,Junio,Lleida,27
2009,Segundo,Junio,Tarragona,82
2009,Segundo,Junio,Alicante/Alacant,219
2009,Segundo,Junio,Castellón/Castelló,52
2009,Segundo,Junio,Valencia/València,345
2009,Segundo,Junio,Badajoz,65
2009,Segundo,Junio,Cáceres,48
2009,Segundo,Junio,A Coruña,105
2009,Segundo,Junio,Lugo,28
2009,Segundo,Junio,Ourense,20
2009,Segundo,Junio,Pontevedra,80
2009,Segundo,Junio,Madrid,1428
2009,Segundo,Junio,Murcia,198
2009,Segundo,Junio,Navarra,65
2009,Segundo,Junio,Araba/Álava,23
2009,Segundo,Junio,Bizkaia,71
2009,Segundo,Junio,Gipuzkoa,25
2009,Segundo,Junio,La Rioja,29
2009,Segundo,Junio,Ceuta,8
2009,Segundo,Junio,Melilla,12
2009,Tercero,Julio,Almería,58
2009,Tercero,Julio,Cádiz,95
2009,Tercero,Julio,Córdoba,84
2009,Tercero,Julio,Granada,123
2009,Tercero,Julio,Huelva,46
2009,Tercero,Julio,Jaén,52
2009,Tercero,Julio,Málaga,192
2009,Tercero,Julio,Sevilla,255
2009,Tercero,Julio,Huesca,13
2009,Tercero,Julio,Teruel,7
2009,Tercero,Julio,Zaragoza,103
2009,Tercero,Julio,Asturias,119
2009,Tercero,Julio,Illes Balears,135
2009,Tercero,Julio,Las Palmas,184
2009,Tercero,Julio,Santa Cruz de Tenerife,178
2009,Tercero,Julio,Cantabria,51
2009,Tercero,Julio,Ávila,19
2009,Tercero,Julio,Burgos,32
2009,Tercero,Julio,León,49
2009,Tercero,Julio,Palencia,10
2009,Tercero,Julio,Salamanca,43
2009,Tercero,Julio,Segovia,15
2009,Tercero,Julio,Soria,2
2009,Tercero,Julio,Valladolid,55
2009,Tercero,Julio,Zamora,20
2009,Tercero,Julio,Albacete,30
2009,Tercero,Julio,Ciudad Real,42
2009,Tercero,Julio,Cuenca,15
2009,Tercero,Julio,Guadalajara,19
2009,Tercero,Julio,Toledo,88
2009,Tercero,Julio,Barcelona,614
2009,Tercero,Julio,Girona,54
2009,Tercero,Julio,Lleida,21
2009,Tercero,Julio,Tarragona,80
2009,Tercero,Julio,Alicante/Alacant,218
2009,Tercero,Julio,Castellón/Castelló,58
2009,Tercero,Julio,Valencia/València,294
2009,Tercero,Julio,Badajoz,59
2009,Tercero,Julio,Cáceres,46
2009,Tercero,Julio,A Coruña,119
2009,Tercero,Julio,Lugo,43
2009,Tercero,Julio,Ourense,23
2009,Tercero,Julio,Pontevedra,70
2009,Tercero,Julio,Madrid,1296
2009,Tercero,Julio,Murcia,178
2009,Tercero,Julio,Navarra,64
2009,Tercero,Julio,Araba/Álava,15
2009,Tercero,Julio,Bizkaia,77
2009,Tercero,Julio,Gipuzkoa,46
2009,Tercero,Julio,La Rioja,21
2009,Tercero,Julio,Ceuta,6
2009,Tercero,Julio,Melilla,6
2009,Tercero,Agosto,Almería,72
2009,Tercero,Agosto,Cádiz,148
2009,Tercero,Agosto,Córdoba,84
2009,Tercero,Agosto,Granada,127
2009,Tercero,Agosto,Huelva,45
2009,Tercero,Agosto,Jaén,65
2009,Tercero,Agosto,Málaga,224
2009,Tercero,Agosto,Sevilla,256
2009,Tercero,Agosto,Huesca,15
2009,Tercero,Agosto,Teruel,9
2009,Tercero,Agosto,Zaragoza,79
2009,Tercero,Agosto,Asturias,102
2009,Tercero,Agosto,Illes Balears,158
2009,Tercero,Agosto,Las Palmas,222
2009,Tercero,Agosto,Santa Cruz de Tenerife,171
2009,Tercero,Agosto,Cantabria,86
2009,Tercero,Agosto,Ávila,17
2009,Tercero,Agosto,Burgos,32
2009,Tercero,Agosto,León,61
2009,Tercero,Agosto,Palencia,14
2009,Tercero,Agosto,Salamanca,41
2009,Tercero,Agosto,Segovia,24
2009,Tercero,Agosto,Soria,10
2009,Tercero,Agosto,Valladolid,80
2009,Tercero,Agosto,Zamora,31
2009,Tercero,Agosto,Albacete,36
2009,Tercero,Agosto,Ciudad Real,56
2009,Tercero,Agosto,Cuenca,17
2009,Tercero,Agosto,Guadalajara,39
2009,Tercero,Agosto,Toledo,105
2009,Tercero,Agosto,Barcelona,668
2009,Tercero,Agosto,Girona,55
2009,Tercero,Agosto,Lleida,32
2009,Tercero,Agosto,Tarragona,73
2009,Tercero,Agosto,Alicante/Alacant,270
2009,Tercero,Agosto,Castellón/Castelló,65
2009,Tercero,Agosto,Valencia/València,371
2009,Tercero,Agosto,Badajoz,80
2009,Tercero,Agosto,Cáceres,55
2009,Tercero,Agosto,A Coruña,135
2009,Tercero,Agosto,Lugo,41
2009,Tercero,Agosto,Ourense,32
2009,Tercero,Agosto,Pontevedra,90
2009,Tercero,Agosto,Madrid,1491
2009,Tercero,Agosto,Murcia,191
2009,Tercero,Agosto,Navarra,59
2009,Tercero,Agosto,Araba/Álava,23
2009,Tercero,Agosto,Bizkaia,88
2009,Tercero,Agosto,Gipuzkoa,50
2009,Tercero,Agosto,La Rioja,22
2009,Tercero,Agosto,Ceuta,11
2009,Tercero,Agosto,Melilla,11
2009,Tercero,Septiembre,Almería,77
2009,Tercero,Septiembre,Cádiz,111
2009,Tercero,Septiembre,Córdoba,69
2009,Tercero,Septiembre,Granada,97
2009,Tercero,Septiembre,Huelva,59
2009,Tercero,Septiembre,Jaén,48
2009,Tercero,Septiembre,Málaga,187
2009,Tercero,Septiembre,Sevilla,250
2009,Tercero,Septiembre,Huesca,14
2009,Tercero,Septiembre,Teruel,9
2009,Tercero,Septiembre,Zaragoza,103
2009,Tercero,Septiembre,Asturias,111
2009,Tercero,Septiembre,Illes Balears,120
2009,Tercero,Septiembre,Las Palmas,205
2009,Tercero,Septiembre,Santa Cruz de Tenerife,169
2009,Tercero,Septiembre,Cantabria,84
2009,Tercero,Septiembre,Ávila,25
2009,Tercero,Septiembre,Burgos,34
2009,Tercero,Septiembre,León,53
2009,Tercero,Septiembre,Palencia,14
2009,Tercero,Septiembre,Salamanca,46
2009,Tercero,Septiembre,Segovia,8
2009,Tercero,Septiembre,Soria,1
2009,Tercero,Septiembre,Valladolid,64
2009,Tercero,Septiembre,Zamora,27
2009,Tercero,Septiembre,Albacete,32
2009,Tercero,Septiembre,Ciudad Real,37
2009,Tercero,Septiembre,Cuenca,16
2009,Tercero,Septiembre,Guadalajara,32
2009,Tercero,Septiembre,Toledo,110
2009,Tercero,Septiembre,Barcelona,643
2009,Tercero,Septiembre,Girona,47
2009,Tercero,Septiembre,Lleida,24
2009,Tercero,Septiembre,Tarragona,85
2009,Tercero,Septiembre,Alicante/Alacant,249
2009,Tercero,Septiembre,Castellón/Castelló,72
2009,Tercero,Septiembre,Valencia/València,341
2009,Tercero,Septiembre,Badajoz,65
2009,Tercero,Septiembre,Cáceres,41
2009,Tercero,Septiembre,A Coruña,120
2009,Tercero,Septiembre,Lugo,52
2009,Tercero,Septiembre,Ourense,27
2009,Tercero,Septiembre,Pontevedra,106
2009,Tercero,Septiembre,Madrid,1429
2009,Tercero,Septiembre,Murcia,165
2009,Tercero,Septiembre,Navarra,54
2009,Tercero,Septiembre,Araba/Álava,23
2009,Tercero,Septiembre,Bizkaia,110
2009,Tercero,Septiembre,Gipuzkoa,32
2009,Tercero,Septiembre,La Rioja,34
2009,Tercero,Septiembre,Ceuta,4
2009,Tercero,Septiembre,Melilla,14
2009,Cuarto,Octubre,Almería,58
2009,Cuarto,Octubre,Cádiz,113
2009,Cuarto,Octubre,Córdoba,70
2009,Cuarto,Octubre,Granada,96
2009,Cuarto,Octubre,Huelva,47
2009,Cuarto,Octubre,Jaén,55
2009,Cuarto,Octubre,Málaga,167
2009,Cuarto,Octubre,Sevilla,281
2009,Cuarto,Octubre,Huesca,17
2009,Cuarto,Octubre,Teruel,7
2009,Cuarto,Octubre,Zaragoza,73
2009,Cuarto,Octubre,Asturias,119
2009,Cuarto,Octubre,Illes Balears,96
2009,Cuarto,Octubre,Las Palmas,241
2009,Cuarto,Octubre,Santa Cruz de Tenerife,207
2009,Cuarto,Octubre,Cantabria,53
2009,Cuarto,Octubre,Ávila,12
2009,Cuarto,Octubre,Burgos,31
2009,Cuarto,Octubre,León,50
2009,Cuarto,Octubre,Palencia,11
2009,Cuarto,Octubre,Salamanca,23
2009,Cuarto,Octubre,Segovia,18
2009,Cuarto,Octubre,Soria,7
2009,Cuarto,Octubre,Valladolid,80
2009,Cuarto,Octubre,Zamora,20
2009,Cuarto,Octubre,Albacete,24
2009,Cuarto,Octubre,Ciudad Real,35
2009,Cuarto,Octubre,Cuenca,15
2009,Cuarto,Octubre,Guadalajara,30
2009,Cuarto,Octubre,Toledo,89
2009,Cuarto,Octubre,Barcelona,578
2009,Cuarto,Octubre,Girona,37
2009,Cuarto,Octubre,Lleida,19
2009,Cuarto,Octubre,Tarragona,85
2009,Cuarto,Octubre,Alicante/Alacant,230
2009,Cuarto,Octubre,Castellón/Castelló,50
2009,Cuarto,Octubre,Valencia/València,322
2009,Cuarto,Octubre,Badajoz,79
2009,Cuarto,Octubre,Cáceres,46
2009,Cuarto,Octubre,A Coruña,116
2009,Cuarto,Octubre,Lugo,18
2009,Cuarto,Octubre,Ourense,17
2009,Cuarto,Octubre,Pontevedra,85
2009,Cuarto,Octubre,Madrid,1312
2009,Cuarto,Octubre,Murcia,149
2009,Cuarto,Octubre,Navarra,70
2009,Cuarto,Octubre,Araba/Álava,16
2009,Cuarto,Octubre,Bizkaia,98
2009,Cuarto,Octubre,Gipuzkoa,36
2009,Cuarto,Octubre,La Rioja,14
2009,Cuarto,Octubre,Ceuta,5
2009,Cuarto,Octubre,Melilla,17
2009,Cuarto,Noviembre,Almería,70
2009,Cuarto,Noviembre,Cádiz,124
2009,Cuarto,Noviembre,Córdoba,76
2009,Cuarto,Noviembre,Granada,93
2009,Cuarto,Noviembre,Huelva,54
2009,Cuarto,Noviembre,Jaén,56
2009,Cuarto,Noviembre,Málaga,174
2009,Cuarto,Noviembre,Sevilla,241
2009,Cuarto,Noviembre,Huesca,11
2009,Cuarto,Noviembre,Teruel,4
2009,Cuarto,Noviembre,Zaragoza,96
2009,Cuarto,Noviembre,Asturias,105
2009,Cuarto,Noviembre,Illes Balears,97
2009,Cuarto,Noviembre,Las Palmas,203
2009,Cuarto,Noviembre,Santa Cruz de Tenerife,193
2009,Cuarto,Noviembre,Cantabria,69
2009,Cuarto,Noviembre,Ávila,7
2009,Cuarto,Noviembre,Burgos,37
2009,Cuarto,Noviembre,León,43
2009,Cuarto,Noviembre,Palencia,11
2009,Cuarto,Noviembre,Salamanca,43
2009,Cuarto,Noviembre,Segovia,15
2009,Cuarto,Noviembre,Soria,14
2009,Cuarto,Noviembre,Valladolid,62
2009,Cuarto,Noviembre,Zamora,12
2009,Cuarto,Noviembre,Albacete,34
2009,Cuarto,Noviembre,Ciudad Real,64
2009,Cuarto,Noviembre,Cuenca,15
2009,Cuarto,Noviembre,Guadalajara,35
2009,Cuarto,Noviembre,Toledo,74
2009,Cuarto,Noviembre,Barcelona,599
2009,Cuarto,Noviembre,Girona,52
2009,Cuarto,Noviembre,Lleida,23
2009,Cuarto,Noviembre,Tarragona,95
2009,Cuarto,Noviembre,Alicante/Alacant,224
2009,Cuarto,Noviembre,Castellón/Castelló,70
2009,Cuarto,Noviembre,Valencia/València,296
2009,Cuarto,Noviembre,Badajoz,87
2009,Cuarto,Noviembre,Cáceres,25
2009,Cuarto,Noviembre,A Coruña,129
2009,Cuarto,Noviembre,Lugo,12
2009,Cuarto,Noviembre,Ourense,23
2009,Cuarto,Noviembre,Pontevedra,76
2009,Cuarto,Noviembre,Madrid,1315
2009,Cuarto,Noviembre,Murcia,148
2009,Cuarto,Noviembre,Navarra,71
2009,Cuarto,Noviembre,Araba/Álava,17
2009,Cuarto,Noviembre,Bizkaia,94
2009,Cuarto,Noviembre,Gipuzkoa,39
2009,Cuarto,Noviembre,La Rioja,23
2009,Cuarto,Noviembre,Ceuta,8
2009,Cuarto,Noviembre,Melilla,8
2009,Cuarto,Diciembre,Almería,76
2009,Cuarto,Diciembre,Cádiz,128
2009,Cuarto,Diciembre,Córdoba,76
2009,Cuarto,Diciembre,Granada,121
2009,Cuarto,Diciembre,Huelva,43
2009,Cuarto,Diciembre,Jaén,68
2009,Cuarto,Diciembre,Málaga,201
2009,Cuarto,Diciembre,Sevilla,265
2009,Cuarto,Diciembre,Huesca,15
2009,Cuarto,Diciembre,Teruel,9
2009,Cuarto,Diciembre,Zaragoza,111
2009,Cuarto,Diciembre,Asturias,160
2009,Cuarto,Diciembre,Illes Balears,125
2009,Cuarto,Diciembre,Las Palmas,260
2009,Cuarto,Diciembre,Santa Cruz de Tenerife,204
2009,Cuarto,Diciembre,Cantabria,100
2009,Cuarto,Diciembre,Ávila,19
2009,Cuarto,Diciembre,Burgos,41
2009,Cuarto,Diciembre,León,65
2009,Cuarto,Diciembre,Palencia,10
2009,Cuarto,Diciembre,Salamanca,37
2009,Cuarto,Diciembre,Segovia,21
2009,Cuarto,Diciembre,Soria,17
2009,Cuarto,Diciembre,Valladolid,68
2009,Cuarto,Diciembre,Zamora,22
2009,Cuarto,Diciembre,Albacete,39
2009,Cuarto,Diciembre,Ciudad Real,49
2009,Cuarto,Diciembre,Cuenca,12
2009,Cuarto,Diciembre,Guadalajara,19
2009,Cuarto,Diciembre,Toledo,75
2009,Cuarto,Diciembre,Barcelona,635
2009,Cuarto,Diciembre,Girona,39
2009,Cuarto,Diciembre,Lleida,39
2009,Cuarto,Diciembre,Tarragona,56
2009,Cuarto,Diciembre,Alicante/Alacant,185
2009,Cuarto,Diciembre,Castellón/Castelló,67
2009,Cuarto,Diciembre,Valencia/València,322
2009,Cuarto,Diciembre,Badajoz,91
2009,Cuarto,Diciembre,Cáceres,32
2009,Cuarto,Diciembre,A Coruña,119
2009,Cuarto,Diciembre,Lugo,14
2009,Cuarto,Diciembre,Ourense,26
2009,Cuarto,Diciembre,Pontevedra,76
2009,Cuarto,Diciembre,Madrid,1358
2009,Cuarto,Diciembre,Murcia,135
2009,Cuarto,Diciembre,Navarra,76
2009,Cuarto,Diciembre,Araba/Álava,21
2009,Cuarto,Diciembre,Bizkaia,112
2009,Cuarto,Diciembre,Gipuzkoa,30
2009,Cuarto,Diciembre,La Rioja,29
2009,Cuarto,Diciembre,Ceuta,1
2009,Cuarto,Diciembre,Melilla,9
2010,Primero,Enero,Almería,65
2010,Primero,Enero,Cádiz,113
2010,Primero,Enero,Córdoba,80
2010,Primero,Enero,Granada,120
2010,Primero,Enero,Huelva,35
2010,Primero,Enero,Jaén,58
2010,Primero,Enero,Málaga,161
2010,Primero,Enero,Sevilla,239
2010,Primero,Enero,Huesca,26
2010,Primero,Enero,Teruel,9
2010,Primero,Enero,Zaragoza,85
2010,Primero,Enero,Asturias,120
2010,Primero,Enero,Illes Balears,113
2010,Primero,Enero,Las Palmas,163
2010,Primero,Enero,Santa Cruz de Tenerife,184
2010,Primero,Enero,Cantabria,51
2010,Primero,Enero,Ávila,16
2010,Primero,Enero,Burgos,40
2010,Primero,Enero,León,66
2010,Primero,Enero,Palencia,16
2010,Primero,Enero,Salamanca,38
2010,Primero,Enero,Segovia,12
2010,Primero,Enero,Soria,8
2010,Primero,Enero,Valladolid,74
2010,Primero,Enero,Zamora,32
2010,Primero,Enero,Albacete,30
2010,Primero,Enero,Ciudad Real,45
2010,Primero,Enero,Cuenca,20
2010,Primero,Enero,Guadalajara,39
2010,Primero,Enero,Toledo,88
2010,Primero,Enero,Barcelona,528
2010,Primero,Enero,Girona,50
2010,Primero,Enero,Lleida,24
2010,Primero,Enero,Tarragona,66
2010,Primero,Enero,Alicante/Alacant,184
2010,Primero,Enero,Castellón/Castelló,44
2010,Primero,Enero,Valencia/València,286
2010,Primero,Enero,Badajoz,71
2010,Primero,Enero,Cáceres,47
2010,Primero,Enero,A Coruña,96
2010,Primero,Enero,Lugo,19
2010,Primero,Enero,Ourense,21
2010,Primero,Enero,Pontevedra,95
2010,Primero,Enero,Madrid,1330
2010,Primero,Enero,Murcia,152
2010,Primero,Enero,Navarra,47
2010,Primero,Enero,Araba/Álava,18
2010,Primero,Enero,Bizkaia,95
2010,Primero,Enero,Gipuzkoa,41
2010,Primero,Enero,La Rioja,31
