Año,Trimestre,Mes,Provincia,Numero_llamadas
2012,Cuarto,Octubre,Madrid,867
2012,Cuarto,Octubre,Murcia,132
2012,Cuarto,Octubre,Navarra,38
2012,Cuarto,Octubre,Araba/Álava,20
2012,Cuarto,Octubre,Bizkaia,53
2012,Cuarto,Octubre,Gipuzkoa,25
2012,Cuarto,Octubre,La Rioja,25
2012,Cuarto,Octubre,Ceuta,6
2012,Cuarto,Octubre,Melilla,15
2012,Cuarto,Noviembre,Almería,43
2012,Cuarto,Noviembre,Cádiz,68
2012,Cuarto,Noviembre,Córdoba,58
2012,Cuarto,Noviembre,Granada,94
2012,Cuarto,Noviembre,Huelva,40
2012,Cuarto,Noviembre,Jaén,45
2012,Cuarto,Noviembre,Málaga,142
2012,Cuarto,Noviembre,Sevilla,205
2012,Cuarto,Noviembre,Huesca,10
2012,Cuarto,Noviembre,Teruel,5
2012,Cuarto,Noviembre,Zaragoza,55
2012,Cuarto,Noviembre,Asturias,56
2012,Cuarto,Noviembre,Illes Balears,82
2012,Cuarto,Noviembre,Las Palmas,164
2012,Cuarto,Noviembre,Santa Cruz de Tenerife,121
2012,Cuarto,Noviembre,Cantabria,46
2012,Cuarto,Noviembre,Ávila,24
2012,Cuarto,Noviembre,Burgos,29
2012,Cuarto,Noviembre,León,27
2012,Cuarto,Noviembre,Palencia,6
2012,Cuarto,Noviembre,Salamanca,30
2012,Cuarto,Noviembre,Segovia,15
2012,Cuarto,Noviembre,Soria,5
2012,Cuarto,Noviembre,Valladolid,41
2012,Cuarto,Noviembre,Zamora,14
2012,Cuarto,Noviembre,Albacete,35
2012,Cuarto,Noviembre,Ciudad Real,34
2012,Cuarto,Noviembre,Cuenca,15
2012,Cuarto,Noviembre,Guadalajara,12
2012,Cuarto,Noviembre,Toledo,59
2012,Cuarto,Noviembre,Barcelona,333
2012,Cuarto,Noviembre,Girona,21
2012,Cuarto,Noviembre,Lleida,20
2012,Cuarto,Noviembre,Tarragona,49
2012,Cuarto,Noviembre,Alicante/Alacant,159
2012,Cuarto,Noviembre,Castellón/Castelló,37
2012,Cuarto,Noviembre,Valencia/València,202
2012,Cuarto,Noviembre,Badajoz,60
2012,Cuarto,Noviembre,Cáceres,49
2012,Cuarto,Noviembre,A Coruña,75
2012,Cuarto,Noviembre,Lugo,21
2012,Cuarto,Noviembre,Ourense,18
2012,Cuarto,Noviembre,Pontevedra,48
2012,Cuarto,Noviembre,Madrid,862
2012,Cuarto,Noviembre,Murcia,77
2012,Cuarto,Noviembre,Navarra,55
2012,Cuarto,Noviembre,Araba/Álava,16
2012,Cuarto,Noviembre,Bizkaia,61
2012,Cuarto,Noviembre,Gipuzkoa,46
2012,Cuarto,Noviembre,La Rioja,14
2012,Cuarto,Noviembre,Ceuta,4
2012,Cuarto,Noviembre,Melilla,13
2012,Cuarto,Diciembre,Almería,53
2012,Cuarto,Diciembre,Cádiz,112
2012,Cuarto,Diciembre,Córdoba,70
2012,Cuarto,Diciembre,Granada,68
2012,Cuarto,Diciembre,Huelva,43
2012,Cuarto,Diciembre,Jaén,50
2012,Cuarto,Diciembre,Málaga,166
2012,Cuarto,Diciembre,Sevilla,213
2012,Cuarto,Diciembre,Huesca,13
2012,Cuarto,Diciembre,Teruel,4
2012,Cuarto,Diciembre,Zaragoza,57
2012,Cuarto,Diciembre,Asturias,95
2012,Cuarto,Diciembre,Illes Balears,73
2012,Cuarto,Diciembre,Las Palmas,185
2012,Cuarto,Diciembre,Santa Cruz de Tenerife,138
2012,Cuarto,Diciembre,Cantabria,39
2012,Cuarto,Diciembre,Ávila,28
2012,Cuarto,Diciembre,Burgos,25
2012,Cuarto,Diciembre,León,51
2012,Cuarto,Diciembre,Palencia,16
2012,Cuarto,Diciembre,Salamanca,22
2012,Cuarto,Diciembre,Segovia,16
2012,Cuarto,Diciembre,Soria,3
2012,Cuarto,Diciembre,Valladolid,42
2012,Cuarto,Diciembre,Zamora,22
2012,Cuarto,Diciembre,Albacete,29
2012,Cuarto,Diciembre,Ciudad Real,45
2012,Cuarto,Diciembre,Cuenca,8
2012,Cuarto,Diciembre,Guadalajara,30
2012,Cuarto,Diciembre,Toledo,69
2012,Cuarto,Diciembre,Barcelona,423
2012,Cuarto,Diciembre,Girona,35
2012,Cuarto,Diciembre,Lleida,22
2012,Cuarto,Diciembre,Tarragona,52
2012,Cuarto,Diciembre,Alicante/Alacant,184
2012,Cuarto,Diciembre,Castellón/Castelló,46
2012,Cuarto,Diciembre,Valencia/València,227
2012,Cuarto,Diciembre,Badajoz,66
2012,Cuarto,Diciembre,Cáceres,41
2012,Cuarto,Diciembre,A Coruña,100
2012,Cuarto,Diciembre,Lugo,29
2012,Cuarto,Diciembre,Ourense,16
2012,Cuarto,Diciembre,Pontevedra,86
2012,Cuarto,Diciembre,Madrid,1040
2012,Cuarto,Diciembre,Murcia,119
2012,Cuarto,Diciembre,Navarra,68
2012,Cuarto,Diciembre,Araba/Álava,23
2012,Cuarto,Diciembre,Bizkaia,82
2012,Cuarto,Diciembre,Gipuzkoa,31
2012,Cuarto,Diciembre,La Rioja,18
2012,Cuarto,Diciembre,Ceuta,6
2012,Cuarto,Diciembre,Melilla,7
2013,Primero,Enero,Almería,47
2013,Primero,Enero,Cádiz,96
2013,Primero,Enero,Córdoba,54
2013,Primero,Enero,Granada,75
2013,Primero,Enero,Huelva,52
2013,Primero,Enero,Jaén,46
2013,Primero,Enero,Málaga,148
2013,Primero,Enero,Sevilla,217
2013,Primero,Enero,Huesca,8
2013,Primero,Enero,Teruel,6
2013,Primero,Enero,Zaragoza,81
2013,Primero,Enero,Asturias,100
2013,Primero,Enero,Illes Balears,100
2013,Primero,Enero,Las Palmas,166
2013,Primero,Enero,Santa Cruz de Tenerife,125
2013,Primero,Enero,Cantabria,56
2013,Primero,Enero,Ávila,24
2013,Primero,Enero,Burgos,41
2013,Primero,Enero,León,51
2013,Primero,Enero,Palencia,18
2013,Primero,Enero,Salamanca,48
2013,Primero,Enero,Segovia,26
2013,Primero,Enero,Soria,6
2013,Primero,Enero,Valladolid,65
2013,Primero,Enero,Zamora,17
2013,Primero,Enero,Albacete,26
2013,Primero,Enero,Ciudad Real,46
2013,Primero,Enero,Cuenca,15
2013,Primero,Enero,Guadalajara,24
2013,Primero,Enero,Toledo,69
2013,Primero,Enero,Barcelona,421
2013,Primero,Enero,Girona,29
2013,Primero,Enero,Lleida,16
2013,Primero,Enero,Tarragona,62
2013,Primero,Enero,Alicante/Alacant,171
2013,Primero,Enero,Castellón/Castelló,32
2013,Primero,Enero,Valencia/València,279
2013,Primero,Enero,Badajoz,59
2013,Primero,Enero,Cáceres,56
2013,Primero,Enero,A Coruña,132
2013,Primero,Enero,Lugo,30
2013,Primero,Enero,Ourense,14
2013,Primero,Enero,Pontevedra,69
2013,Primero,Enero,Madrid,1038
2013,Primero,Enero,Murcia,104
2013,Primero,Enero,Navarra,38
2013,Primero,Enero,Araba/Álava,19
2013,Primero,Enero,Bizkaia,88
2013,Primero,Enero,Gipuzkoa,22
2013,Primero,Enero,La Rioja,31
2013,Primero,Enero,Ceuta,3
2013,Primero,Enero,Melilla,9
2013,Primero,Febrero,Almería,45
2013,Primero,Febrero,Cádiz,90
2013,Primero,Febrero,Córdoba,62
2013,Primero,Febrero,Granada,66
2013,Primero,Febrero,Huelva,44
2013,Primero,Febrero,Jaén,36
2013,Primero,Febrero,Málaga,145
2013,Primero,Febrero,Sevilla,208
2013,Primero,Febrero,Huesca,8
2013,Primero,Febrero,Teruel,6
2013,Primero,Febrero,Zaragoza,72
2013,Primero,Febrero,Asturias,85
2013,Primero,Febrero,Illes Balears,71
2013,Primero,Febrero,Las Palmas,108
2013,Primero,Febrero,Santa Cruz de Tenerife,139
2013,Primero,Febrero,Cantabria,36
2013,Primero,Febrero,Ávila,33
2013,Primero,Febrero,Burgos,20
2013,Primero,Febrero,León,42
2013,Primero,Febrero,Palencia,6
2013,Primero,Febrero,Salamanca,31
2013,Primero,Febrero,Segovia,7
2013,Primero,Febrero,Soria,3
2013,Primero,Febrero,Valladolid,32
2013,Primero,Febrero,Zamora,12
2013,Primero,Febrero,Albacete,15
2013,Primero,Febrero,Ciudad Real,27
2013,Primero,Febrero,Cuenca,11
2013,Primero,Febrero,Guadalajara,17
2013,Primero,Febrero,Toledo,56
2013,Primero,Febrero,Barcelona,358
2013,Primero,Febrero,Girona,42
2013,Primero,Febrero,Lleida,22
2013,Primero,Febrero,Tarragona,46
2013,Primero,Febrero,Alicante/Alacant,154
2013,Primero,Febrero,Castellón/Castelló,46
2013,Primero,Febrero,Valencia/València,227
2013,Primero,Febrero,Badajoz,39
2013,Primero,Febrero,Cáceres,28
2013,Primero,Febrero,A Coruña,78
2013,Primero,Febrero,Lugo,23
2013,Primero,Febrero,Ourense,21
2013,Primero,Febrero,Pontevedra,67
2013,Primero,Febrero,Madrid,990
2013,Primero,Febrero,Murcia,90
2013,Primero,Febrero,Navarra,44
2013,Primero,Febrero,Araba/Álava,12
2013,Primero,Febrero,Bizkaia,73
2013,Primero,Febrero,Gipuzkoa,34
2013,Primero,Febrero,La Rioja,13
2013,Primero,Febrero,Ceuta,2
2013,Primero,Febrero,Melilla,3
2013,Primero,Marzo,Almería,43
2013,Primero,Marzo,Cádiz,97
2013,Primero,Marzo,Córdoba,45
2013,Primero,Marzo,Granada,68
2013,Primero,Marzo,Huelva,24
2013,Primero,Marzo,Jaén,47
2013,Primero,Marzo,Málaga,131
2013,Primero,Marzo,Sevilla,230
2013,Primero,Marzo,Huesca,11
2013,Primero,Marzo,Teruel,8
2013,Primero,Marzo,Zaragoza,45
2013,Primero,Marzo,Asturias,87
2013,Primero,Marzo,Illes Balears,72
2013,Primero,Marzo,Las Palmas,128
2013,Primero,Marzo,Santa Cruz de Tenerife,126
2013,Primero,Marzo,Cantabria,29
2013,Primero,Marzo,Ávila,12
2013,Primero,Marzo,Burgos,19
2013,Primero,Marzo,León,45
2013,Primero,Marzo,Palencia,7
2013,Primero,Marzo,Salamanca,22
2013,Primero,Marzo,Segovia,5
2013,Primero,Marzo,Soria,7
2013,Primero,Marzo,Valladolid,45
2013,Primero,Marzo,Zamora,18
2013,Primero,Marzo,Albacete,24
2013,Primero,Marzo,Ciudad Real,39
2013,Primero,Marzo,Cuenca,8
2013,Primero,Marzo,Guadalajara,26
2013,Primero,Marzo,Toledo,43
2013,Primero,Marzo,Barcelona,388
2013,Primero,Marzo,Girona,41
2013,Primero,Marzo,Lleida,16
2013,Primero,Marzo,Tarragona,39
2013,Primero,Marzo,Alicante/Alacant,121
2013,Primero,Marzo,Castellón/Castelló,44
2013,Primero,Marzo,Valencia/València,222
2013,Primero,Marzo,Badajoz,67
2013,Primero,Marzo,Cáceres,49
2013,Primero,Marzo,A Coruña,81
2013,Primero,Marzo,Lugo,17
2013,Primero,Marzo,Ourense,22
2013,Primero,Marzo,Pontevedra,68
2013,Primero,Marzo,Madrid,967
2013,Primero,Marzo,Murcia,83
2013,Primero,Marzo,Navarra,46
2013,Primero,Marzo,Araba/Álava,18
2013,Primero,Marzo,Bizkaia,50
2013,Primero,Marzo,Gipuzkoa,34
2013,Primero,Marzo,La Rioja,14
2013,Primero,Marzo,Ceuta,3
2013,Primero,Marzo,Melilla,7
2013,Segundo,Abril,Almería,63
2013,Segundo,Abril,Cádiz,109
2013,Segundo,Abril,Córdoba,48
2013,Segundo,Abril,Granada,85
2013,Segundo,Abril,Huelva,34
2013,Segundo,Abril,Jaén,50
2013,Segundo,Abril,Málaga,177
2013,Segundo,Abril,Sevilla,263
2013,Segundo,Abril,Huesca,11
2013,Segundo,Abril,Teruel,3
2013,Segundo,Abril,Zaragoza,64
2013,Segundo,Abril,Asturias,76
2013,Segundo,Abril,Illes Balears,88
2013,Segundo,Abril,Las Palmas,156
2013,Segundo,Abril,Santa Cruz de Tenerife,141
2013,Segundo,Abril,Cantabria,49
2013,Segundo,Abril,Ávila,12
2013,Segundo,Abril,Burgos,30
2013,Segundo,Abril,León,43
2013,Segundo,Abril,Palencia,20
2013,Segundo,Abril,Salamanca,30
2013,Segundo,Abril,Segovia,14
2013,Segundo,Abril,Soria,6
2013,Segundo,Abril,Valladolid,78
2013,Segundo,Abril,Zamora,15
2013,Segundo,Abril,Albacete,31
2013,Segundo,Abril,Ciudad Real,37
2013,Segundo,Abril,Cuenca,10
2013,Segundo,Abril,Guadalajara,21
2013,Segundo,Abril,Toledo,64
2013,Segundo,Abril,Barcelona,410
2013,Segundo,Abril,Girona,49
2013,Segundo,Abril,Lleida,21
2013,Segundo,Abril,Tarragona,37
2013,Segundo,Abril,Alicante/Alacant,159
2013,Segundo,Abril,Castellón/Castelló,52
2013,Segundo,Abril,Valencia/València,292
2013,Segundo,Abril,Badajoz,43
2013,Segundo,Abril,Cáceres,38
2013,Segundo,Abril,A Coruña,89
2013,Segundo,Abril,Lugo,19
2013,Segundo,Abril,Ourense,23
2013,Segundo,Abril,Pontevedra,75
2013,Segundo,Abril,Madrid,989
2013,Segundo,Abril,Murcia,118
2013,Segundo,Abril,Navarra,61
2013,Segundo,Abril,Araba/Álava,15
2013,Segundo,Abril,Bizkaia,66
2013,Segundo,Abril,Gipuzkoa,36
2013,Segundo,Abril,La Rioja,23
2013,Segundo,Abril,Ceuta,6
2013,Segundo,Abril,Melilla,5
2013,Segundo,Mayo,Almería,49
2013,Segundo,Mayo,Cádiz,94
2013,Segundo,Mayo,Córdoba,75
2013,Segundo,Mayo,Granada,102
2013,Segundo,Mayo,Huelva,46
2013,Segundo,Mayo,Jaén,68
2013,Segundo,Mayo,Málaga,180
2013,Segundo,Mayo,Sevilla,226
2013,Segundo,Mayo,Huesca,17
2013,Segundo,Mayo,Teruel,12
2013,Segundo,Mayo,Zaragoza,67
2013,Segundo,Mayo,Asturias,109
2013,Segundo,Mayo,Illes Balears,104
2013,Segundo,Mayo,Las Palmas,155
2013,Segundo,Mayo,Santa Cruz de Tenerife,128
2013,Segundo,Mayo,Cantabria,60
2013,Segundo,Mayo,Ávila,8
2013,Segundo,Mayo,Burgos,34
2013,Segundo,Mayo,León,40
2013,Segundo,Mayo,Palencia,10
2013,Segundo,Mayo,Salamanca,29
2013,Segundo,Mayo,Segovia,14
2013,Segundo,Mayo,Soria,7
2013,Segundo,Mayo,Valladolid,82
2013,Segundo,Mayo,Zamora,16
2013,Segundo,Mayo,Albacete,34
2013,Segundo,Mayo,Ciudad Real,51
2013,Segundo,Mayo,Cuenca,10
2013,Segundo,Mayo,Guadalajara,24
2013,Segundo,Mayo,Toledo,56
2013,Segundo,Mayo,Barcelona,462
2013,Segundo,Mayo,Girona,36
2013,Segundo,Mayo,Lleida,17
2013,Segundo,Mayo,Tarragona,63
2013,Segundo,Mayo,Alicante/Alacant,162
2013,Segundo,Mayo,Castellón/Castelló,48
2013,Segundo,Mayo,Valencia/València,267
2013,Segundo,Mayo,Badajoz,65
2013,Segundo,Mayo,Cáceres,35
2013,Segundo,Mayo,A Coruña,87
2013,Segundo,Mayo,Lugo,27
2013,Segundo,Mayo,Ourense,27
2013,Segundo,Mayo,Pontevedra,78
2013,Segundo,Mayo,Madrid,996
2013,Segundo,Mayo,Murcia,112
2013,Segundo,Mayo,Navarra,60
2013,Segundo,Mayo,Araba/Álava,30
2013,Segundo,Mayo,Bizkaia,68
2013,Segundo,Mayo,Gipuzkoa,33
2013,Segundo,Mayo,La Rioja,39
2013,Segundo,Mayo,Ceuta,6
2013,Segundo,Mayo,Melilla,10
2013,Segundo,Junio,Almería,80
2013,Segundo,Junio,Cádiz,137
2013,Segundo,Junio,Córdoba,89
2013,Segundo,Junio,Granada,119
2013,Segundo,Junio,Huelva,68
2013,Segundo,Junio,Jaén,95
2013,Segundo,Junio,Málaga,199
2013,Segundo,Junio,Sevilla,384
2013,Segundo,Junio,Huesca,19
2013,Segundo,Junio,Teruel,8
2013,Segundo,Junio,Zaragoza,106
2013,Segundo,Junio,Asturias,127
2013,Segundo,Junio,Illes Balears,101
2013,Segundo,Junio,Las Palmas,167
2013,Segundo,Junio,Santa Cruz de Tenerife,170
2013,Segundo,Junio,Cantabria,56
2013,Segundo,Junio,Ávila,25
2013,Segundo,Junio,Burgos,29
2013,Segundo,Junio,León,35
2013,Segundo,Junio,Palencia,10
2013,Segundo,Junio,Salamanca,27
2013,Segundo,Junio,Segovia,9
2013,Segundo,Junio,Soria,11
2013,Segundo,Junio,Valladolid,54
2013,Segundo,Junio,Zamora,19
2013,Segundo,Junio,Albacete,18
2013,Segundo,Junio,Ciudad Real,45
2013,Segundo,Junio,Cuenca,13
2013,Segundo,Junio,Guadalajara,29
2013,Segundo,Junio,Toledo,98
2013,Segundo,Junio,Barcelona,467
2013,Segundo,Junio,Girona,39
2013,Segundo,Junio,Lleida,12
2013,Segundo,Junio,Tarragona,72
2013,Segundo,Junio,Alicante/Alacant,189
2013,Segundo,Junio,Castellón/Castelló,52
2013,Segundo,Junio,Valencia/València,280
2013,Segundo,Junio,Badajoz,94
2013,Segundo,Junio,Cáceres,64
2013,Segundo,Junio,A Coruña,117
2013,Segundo,Junio,Lugo,29
2013,Segundo,Junio,Ourense,26
2013,Segundo,Junio,Pontevedra,74
2013,Segundo,Junio,Madrid,1062
2013,Segundo,Junio,Murcia,128
2013,Segundo,Junio,Navarra,63
2013,Segundo,Junio,Araba/Álava,24
2013,Segundo,Junio,Bizkaia,72
2013,Segundo,Junio,Gipuzkoa,27
2013,Segundo,Junio,La Rioja,32
2013,Segundo,Junio,Ceuta,5
2013,Segundo,Junio,Melilla,4
2013,Tercero,Julio,Almería,63
2013,Tercero,Julio,Cádiz,137
2013,Tercero,Julio,Córdoba,93
2013,Tercero,Julio,Granada,111
2013,Tercero,Julio,Huelva,60
2013,Tercero,Julio,Jaén,62
2013,Tercero,Julio,Málaga,223
2013,Tercero,Julio,Sevilla,284
2013,Tercero,Julio,Huesca,21
2013,Tercero,Julio,Teruel,8
2013,Tercero,Julio,Zaragoza,71
2013,Tercero,Julio,Asturias,108
2013,Tercero,Julio,Illes Balears,111
2013,Tercero,Julio,Las Palmas,148
2013,Tercero,Julio,Santa Cruz de Tenerife,123
2013,Tercero,Julio,Cantabria,60
2013,Tercero,Julio,Ávila,19
2013,Tercero,Julio,Burgos,27
2013,Tercero,Julio,León,42
2013,Tercero,Julio,Palencia,22
2013,Tercero,Julio,Salamanca,28
2013,Tercero,Julio,Segovia,11
2013,Tercero,Julio,Soria,12
2013,Tercero,Julio,Valladolid,67
2013,Tercero,Julio,Zamora,18
2013,Tercero,Julio,Albacete,16
2013,Tercero,Julio,Ciudad Real,53
2013,Tercero,Julio,Cuenca,15
2013,Tercero,Julio,Guadalajara,21
2013,Tercero,Julio,Toledo,77
2013,Tercero,Julio,Barcelona,437
2013,Tercero,Julio,Girona,41
2013,Tercero,Julio,Lleida,19
2013,Tercero,Julio,Tarragona,48
2013,Tercero,Julio,Alicante/Alacant,216
2013,Tercero,Julio,Castellón/Castelló,55
2013,Tercero,Julio,Valencia/València,294
2013,Tercero,Julio,Badajoz,99
2013,Tercero,Julio,Cáceres,40
2013,Tercero,Julio,A Coruña,99
2013,Tercero,Julio,Lugo,30
2013,Tercero,Julio,Ourense,21
2013,Tercero,Julio,Pontevedra,71
2013,Tercero,Julio,Madrid,1163
2013,Tercero,Julio,Murcia,121
2013,Tercero,Julio,Navarra,56
2013,Tercero,Julio,Araba/Álava,17
2013,Tercero,Julio,Bizkaia,67
2013,Tercero,Julio,Gipuzkoa,19
2013,Tercero,Julio,La Rioja,19
2013,Tercero,Julio,Ceuta,12
2013,Tercero,Julio,Melilla,3
2013,Tercero,Agosto,Almería,61
2013,Tercero,Agosto,Cádiz,125
2013,Tercero,Agosto,Córdoba,73
2013,Tercero,Agosto,Granada,122
2013,Tercero,Agosto,Huelva,54
2013,Tercero,Agosto,Jaén,62
2013,Tercero,Agosto,Málaga,206
2013,Tercero,Agosto,Sevilla,331
2013,Tercero,Agosto,Huesca,11
2013,Tercero,Agosto,Teruel,11
2013,Tercero,Agosto,Zaragoza,89
2013,Tercero,Agosto,Asturias,111
2013,Tercero,Agosto,Illes Balears,110
2013,Tercero,Agosto,Las Palmas,160
2013,Tercero,Agosto,Santa Cruz de Tenerife,140
2013,Tercero,Agosto,Cantabria,68
2013,Tercero,Agosto,Ávila,23
2013,Tercero,Agosto,Burgos,30
2013,Tercero,Agosto,León,61
2013,Tercero,Agosto,Palencia,17
2013,Tercero,Agosto,Salamanca,36
2013,Tercero,Agosto,Segovia,5
2013,Tercero,Agosto,Soria,6
2013,Tercero,Agosto,Valladolid,67
2013,Tercero,Agosto,Zamora,22
2013,Tercero,Agosto,Albacete,27
2013,Tercero,Agosto,Ciudad Real,49
2013,Tercero,Agosto,Cuenca,27
2013,Tercero,Agosto,Guadalajara,40
2013,Tercero,Agosto,Toledo,66
2013,Tercero,Agosto,Barcelona,434
2013,Tercero,Agosto,Girona,43
2013,Tercero,Agosto,Lleida,29
2013,Tercero,Agosto,Tarragona,84
2013,Tercero,Agosto,Alicante/Alacant,213
2013,Tercero,Agosto,Castellón/Castelló,54
2013,Tercero,Agosto,Valencia/València,221
2013,Tercero,Agosto,Badajoz,125
2013,Tercero,Agosto,Cáceres,64
2013,Tercero,Agosto,A Coruña,92
2013,Tercero,Agosto,Lugo,32
2013,Tercero,Agosto,Ourense,21
2013,Tercero,Agosto,Pontevedra,70
2013,Tercero,Agosto,Madrid,1127
2013,Tercero,Agosto,Murcia,134
2013,Tercero,Agosto,Navarra,65
2013,Tercero,Agosto,Araba/Álava,15
2013,Tercero,Agosto,Bizkaia,54
2013,Tercero,Agosto,Gipuzkoa,32
2013,Tercero,Agosto,La Rioja,16
2013,Tercero,Agosto,Ceuta,4
2013,Tercero,Agosto,Melilla,9
2013,Tercero,Septiembre,Almería,64
2013,Tercero,Septiembre,Cádiz,104
2013,Tercero,Septiembre,Córdoba,66
2013,Tercero,Septiembre,Granada,94
2013,Tercero,Septiembre,Huelva,47
2013,Tercero,Septiembre,Jaén,54
2013,Tercero,Septiembre,Málaga,148
2013,Tercero,Septiembre,Sevilla,269
2013,Tercero,Septiembre,Huesca,8
2013,Tercero,Septiembre,Teruel,9
2013,Tercero,Septiembre,Zaragoza,84
2013,Tercero,Septiembre,Asturias,113
2013,Tercero,Septiembre,Illes Balears,112
2013,Tercero,Septiembre,Las Palmas,147
2013,Tercero,Septiembre,Santa Cruz de Tenerife,119
2013,Tercero,Septiembre,Cantabria,59
2013,Tercero,Septiembre,Ávila,23
2013,Tercero,Septiembre,Burgos,24
2013,Tercero,Septiembre,León,37
2013,Tercero,Septiembre,Palencia,14
2013,Tercero,Septiembre,Salamanca,33
2013,Tercero,Septiembre,Segovia,10
2013,Tercero,Septiembre,Soria,6
2013,Tercero,Septiembre,Valladolid,62
2013,Tercero,Septiembre,Zamora,6
2013,Tercero,Septiembre,Albacete,23
2013,Tercero,Septiembre,Ciudad Real,33
2013,Tercero,Septiembre,Cuenca,16
2013,Tercero,Septiembre,Guadalajara,26
2013,Tercero,Septiembre,Toledo,63
2013,Tercero,Septiembre,Barcelona,424
2013,Tercero,Septiembre,Girona,28
2013,Tercero,Septiembre,Lleida,12
2013,Tercero,Septiembre,Tarragona,60
2013,Tercero,Septiembre,Alicante/Alacant,203
2013,Tercero,Septiembre,Castellón/Castelló,38
2013,Tercero,Septiembre,Valencia/València,245
2013,Tercero,Septiembre,Badajoz,65
2013,Tercero,Septiembre,Cáceres,32
2013,Tercero,Septiembre,A Coruña,96
2013,Tercero,Septiembre,Lugo,16
2013,Tercero,Septiembre,Ourense,29
2013,Tercero,Septiembre,Pontevedra,81
2013,Tercero,Septiembre,Madrid,973
2013,Tercero,Septiembre,Murcia,118
2013,Tercero,Septiembre,Navarra,50
2013,Tercero,Septiembre,Araba/Álava,14
2013,Tercero,Septiembre,Bizkaia,57
2013,Tercero,Septiembre,Gipuzkoa,31
2013,Tercero,Septiembre,La Rioja,30
2013,Tercero,Septiembre,Ceuta,10
2013,Tercero,Septiembre,Melilla,6
2013,Tercero,Septiembre,No consta,9
2013,Cuarto,Octubre,Almería,66
2013,Cuarto,Octubre,Cádiz,115
2013,Cuarto,Octubre,Córdoba,72
2013,Cuarto,Octubre,Granada,100
2013,Cuarto,Octubre,Huelva,53
2013,Cuarto,Octubre,Jaén,69
2013,Cuarto,Octubre,Málaga,198
2013,Cuarto,Octubre,Sevilla,236
2013,Cuarto,Octubre,Huesca,5
2013,Cuarto,Octubre,Teruel,8
2013,Cuarto,Octubre,Zaragoza,85
2013,Cuarto,Octubre,Asturias,99
2013,Cuarto,Octubre,Illes Balears,131
2013,Cuarto,Octubre,Las Palmas,134
2013,Cuarto,Octubre,Santa Cruz de Tenerife,179
2013,Cuarto,Octubre,Cantabria,77
2013,Cuarto,Octubre,Ávila,31
2013,Cuarto,Octubre,Burgos,34
2013,Cuarto,Octubre,León,35
2013,Cuarto,Octubre,Palencia,10
2013,Cuarto,Octubre,Salamanca,34
2013,Cuarto,Octubre,Segovia,9
2013,Cuarto,Octubre,Soria,6
2013,Cuarto,Octubre,Valladolid,56
2013,Cuarto,Octubre,Zamora,2
2013,Cuarto,Octubre,Albacete,29
2013,Cuarto,Octubre,Ciudad Real,41
2013,Cuarto,Octubre,Cuenca,10
2013,Cuarto,Octubre,Guadalajara,19
2013,Cuarto,Octubre,Toledo,71
2013,Cuarto,Octubre,Barcelona,471
2013,Cuarto,Octubre,Girona,28
2013,Cuarto,Octubre,Lleida,10
2013,Cuarto,Octubre,Tarragona,60
2013,Cuarto,Octubre,Alicante/Alacant,201
2013,Cuarto,Octubre,Castellón/Castelló,50
2013,Cuarto,Octubre,Valencia/València,337
2013,Cuarto,Octubre,Badajoz,76
2013,Cuarto,Octubre,Cáceres,47
2013,Cuarto,Octubre,A Coruña,109
2013,Cuarto,Octubre,Lugo,26
2013,Cuarto,Octubre,Ourense,23
2013,Cuarto,Octubre,Pontevedra,68
2013,Cuarto,Octubre,Madrid,1034
2013,Cuarto,Octubre,Murcia,127
2013,Cuarto,Octubre,Navarra,49
2013,Cuarto,Octubre,Araba/Álava,17
2013,Cuarto,Octubre,Bizkaia,69
2013,Cuarto,Octubre,Gipuzkoa,22
2013,Cuarto,Octubre,La Rioja,27
2013,Cuarto,Octubre,Ceuta,3
2013,Cuarto,Octubre,Melilla,9
2013,Cuarto,Octubre,No consta,1
2013,Cuarto,Noviembre,Almería,66
2013,Cuarto,Noviembre,Cádiz,141
2013,Cuarto,Noviembre,Córdoba,109
2013,Cuarto,Noviembre,Granada,116
2013,Cuarto,Noviembre,Huelva,55
2013,Cuarto,Noviembre,Jaén,73
2013,Cuarto,Noviembre,Málaga,194
2013,Cuarto,Noviembre,Sevilla,329
2013,Cuarto,Noviembre,Huesca,14
2013,Cuarto,Noviembre,Teruel,3
2013,Cuarto,Noviembre,Zaragoza,80
2013,Cuarto,Noviembre,Asturias,129
2013,Cuarto,Noviembre,Illes Balears,110
2013,Cuarto,Noviembre,Las Palmas,187
2013,Cuarto,Noviembre,Santa Cruz de Tenerife,166
2013,Cuarto,Noviembre,Cantabria,70
2013,Cuarto,Noviembre,Ávila,48
2013,Cuarto,Noviembre,Burgos,46
2013,Cuarto,Noviembre,León,54
2013,Cuarto,Noviembre,Palencia,9
2013,Cuarto,Noviembre,Salamanca,34
2013,Cuarto,Noviembre,Segovia,13
2013,Cuarto,Noviembre,Soria,3
2013,Cuarto,Noviembre,Valladolid,75
2013,Cuarto,Noviembre,Zamora,18
2013,Cuarto,Noviembre,Albacete,46
2013,Cuarto,Noviembre,Ciudad Real,45
2013,Cuarto,Noviembre,Cuenca,15
2013,Cuarto,Noviembre,Guadalajara,15
2013,Cuarto,Noviembre,Toledo,71
