Año,Trimestre,Provincia,Numero_denuncias
2017,Segundo,Burgos,233
2017,Segundo,León,279
2017,Segundo,Palencia,96
2017,Segundo,Salamanca,156
2017,Segundo,Segovia,76
2017,Segundo,Soria,43
2017,Segundo,Valladolid,343
2017,Segundo,Zamora,88
2017,Segundo,Albacete,192
2017,Segundo,Ciudad Real,380
2017,Segundo,Cuenca,76
2017,Segundo,Guadalajara,135
2017,Segundo,Toledo,507
2017,Segundo,Barcelona,4230
2017,Segundo,Girona,572
2017,Segundo,Lleida,256
2017,Segundo,Tarragona,867
2017,Segundo,Alicante/Alacant,2337
2017,Segundo,Castellón/Castelló,464
2017,Segundo,Valencia/València,2926
2017,Segundo,Badajoz,507
2017,Segundo,Cáceres,238
2017,Segundo,A Coruña,641
2017,Segundo,Lugo,288
2017,Segundo,Ourense,192
2017,Segundo,Pontevedra,659
2017,Segundo,Madrid,6872
2017,Segundo,Murcia,2006
2017,Segundo,Navarra,561
2017,Segundo,Araba/Álava,242
2017,Segundo,Gipuzkoa,320
2017,Segundo,Bizkaia,733
2017,Segundo,La Rioja,200
2017,Segundo,Ceuta,112
2017,Segundo,Melilla,81
2017,Tercero,Almería,846
2017,Tercero,Cádiz,990
2017,Tercero,Córdoba,479
2017,Tercero,Granada,1075
2017,Tercero,Huelva,648
2017,Tercero,Jaén,536
2017,Tercero,Málaga,1825
2017,Tercero,Sevilla,2154
2017,Tercero,Huesca,108
2017,Tercero,Teruel,47
2017,Tercero,Zaragoza,845
2017,Tercero,Asturias,624
2017,Tercero,Illes Balears,1531
2017,Tercero,Las Palmas,1360
2017,Tercero,Santa Cruz de Tenerife,1079
2017,Tercero,Cantabria,570
2017,Tercero,Ávila,80
2017,Tercero,Burgos,212
2017,Tercero,León,258
2017,Tercero,Palencia,106
2017,Tercero,Salamanca,166
2017,Tercero,Segovia,85
2017,Tercero,Soria,27
2017,Tercero,Valladolid,393
2017,Tercero,Zamora,79
2017,Tercero,Albacete,221
2017,Tercero,Ciudad Real,327
2017,Tercero,Cuenca,89
2017,Tercero,Guadalajara,149
2017,Tercero,Toledo,551
2017,Tercero,Barcelona,4141
2017,Tercero,Girona,552
2017,Tercero,Lleida,345
2017,Tercero,Tarragona,833
2017,Tercero,Alicante/Alacant,2471
2017,Tercero,Castellón/Castelló,479
2017,Tercero,Valencia/València,3021
2017,Tercero,Badajoz,495
2017,Tercero,Cáceres,231
2017,Tercero,A Coruña,583
2017,Tercero,Lugo,151
2017,Tercero,Ourense,195
2017,Tercero,Pontevedra,660
2017,Tercero,Madrid,6705
2017,Tercero,Murcia,2140
2017,Tercero,Navarra,422
2017,Tercero,Araba/Álava,240
2017,Tercero,Gipuzkoa,365
2017,Tercero,Bizkaia,765
2017,Tercero,La Rioja,199
2017,Tercero,Ceuta,58
2017,Tercero,Melilla,60
2017,Cuarto,Almería,796
2017,Cuarto,Cádiz,946
2017,Cuarto,Córdoba,464
2017,Cuarto,Granada,947
2017,Cuarto,Huelva,563
2017,Cuarto,Jaén,515
2017,Cuarto,Málaga,1939
2017,Cuarto,Sevilla,2234
2017,Cuarto,Huesca,86
2017,Cuarto,Teruel,38
2017,Cuarto,Zaragoza,835
2017,Cuarto,Asturias,698
2017,Cuarto,Illes Balears,1291
2017,Cuarto,Las Palmas,1219
2017,Cuarto,Santa Cruz de Tenerife,1038
2017,Cuarto,Cantabria,436
2017,Cuarto,Ávila,55
2017,Cuarto,Burgos,223
2017,Cuarto,León,229
2017,Cuarto,Palencia,96
2017,Cuarto,Salamanca,155
2017,Cuarto,Segovia,69
2017,Cuarto,Soria,41
2017,Cuarto,Valladolid,377
2017,Cuarto,Zamora,55
2017,Cuarto,Albacete,217
2017,Cuarto,Ciudad Real,368
2017,Cuarto,Cuenca,80
2017,Cuarto,Guadalajara,159
2017,Cuarto,Toledo,420
2017,Cuarto,Barcelona,3900
2017,Cuarto,Girona,473
2017,Cuarto,Lleida,325
2017,Cuarto,Tarragona,741
2017,Cuarto,Alicante/Alacant,1992
2017,Cuarto,Castellón/Castelló,479
2017,Cuarto,Valencia/València,3057
2017,Cuarto,Badajoz,438
2017,Cuarto,Cáceres,214
2017,Cuarto,A Coruña,570
2017,Cuarto,Lugo,138
2017,Cuarto,Ourense,204
2017,Cuarto,Pontevedra,581
2017,Cuarto,Madrid,6915
2017,Cuarto,Murcia,1949
2017,Cuarto,Navarra,403
2017,Cuarto,Araba/Álava,205
2017,Cuarto,Gipuzkoa,287
2017,Cuarto,Bizkaia,702
2017,Cuarto,La Rioja,168
2017,Cuarto,Ceuta,87
2017,Cuarto,Melilla,74
2018,Primero,Almería,807
2018,Primero,Cádiz,917
2018,Primero,Córdoba,435
2018,Primero,Granada,805
2018,Primero,Huelva,555
2018,Primero,Jaén,487
2018,Primero,Málaga,1893
2018,Primero,Sevilla,1964
2018,Primero,Huesca,108
2018,Primero,Teruel,71
2018,Primero,Zaragoza,690
2018,Primero,Asturias,800
2018,Primero,Illes Balears,1170
2018,Primero,Las Palmas,1125
2018,Primero,Santa Cruz de Tenerife,976
2018,Primero,Cantabria,521
2018,Primero,Ávila,66
2018,Primero,Burgos,228
2018,Primero,León,256
2018,Primero,Palencia,74
2018,Primero,Salamanca,177
2018,Primero,Segovia,72
2018,Primero,Soria,26
2018,Primero,Valladolid,282
2018,Primero,Zamora,67
2018,Primero,Albacete,190
2018,Primero,Ciudad Real,399
2018,Primero,Cuenca,81
2018,Primero,Guadalajara,169
2018,Primero,Toledo,440
2018,Primero,Barcelona,4142
2018,Primero,Girona,466
2018,Primero,Lleida,372
2018,Primero,Tarragona,760
2018,Primero,Alicante/Alacant,2207
2018,Primero,Castellón/Castelló,423
2018,Primero,Valencia/València,2735
2018,Primero,Badajoz,426
2018,Primero,Cáceres,184
2018,Primero,A Coruña,471
2018,Primero,Lugo,130
2018,Primero,Ourense,177
2018,Primero,Pontevedra,476
2018,Primero,Madrid,6431
2018,Primero,Murcia,2088
2018,Primero,Navarra,445
2018,Primero,Araba/Álava,235
2018,Primero,Gipuzkoa,369
2018,Primero,Bizkaia,822
2018,Primero,La Rioja,174
2018,Primero,Ceuta,80
2018,Primero,Melilla,122
2018,Segundo,Almería,1236
2018,Segundo,Cádiz,1048
2018,Segundo,Córdoba,465
2018,Segundo,Granada,797
2018,Segundo,Huelva,616
2018,Segundo,Jaén,521
2018,Segundo,Málaga,2092
2018,Segundo,Sevilla,2107
2018,Segundo,Huesca,94
2018,Segundo,Teruel,57
2018,Segundo,Zaragoza,900
2018,Segundo,Asturias,749
2018,Segundo,Illes Balears,1287
2018,Segundo,Las Palmas,1151
2018,Segundo,Santa Cruz de Tenerife,856
2018,Segundo,Cantabria,424
2018,Segundo,Ávila,82
2018,Segundo,Burgos,179
2018,Segundo,León,239
2018,Segundo,Palencia,79
2018,Segundo,Salamanca,137
2018,Segundo,Segovia,104
2018,Segundo,Soria,30
2018,Segundo,Valladolid,356
2018,Segundo,Zamora,97
2018,Segundo,Albacete,222
2018,Segundo,Ciudad Real,401
2018,Segundo,Cuenca,94
2018,Segundo,Guadalajara,176
2018,Segundo,Toledo,433
2018,Segundo,Barcelona,4139
2018,Segundo,Girona,505
2018,Segundo,Lleida,355
2018,Segundo,Tarragona,850
2018,Segundo,Alicante/Alacant,2268
2018,Segundo,Castellón/Castelló,421
2018,Segundo,Valencia/València,3060
2018,Segundo,Badajoz,427
2018,Segundo,Cáceres,195
2018,Segundo,A Coruña,742
2018,Segundo,Lugo,169
2018,Segundo,Ourense,189
2018,Segundo,Pontevedra,625
2018,Segundo,Madrid,6698
2018,Segundo,Murcia,2117
2018,Segundo,Navarra,455
2018,Segundo,Araba/Álava,252
2018,Segundo,Gipuzkoa,333
2018,Segundo,Bizkaia,846
2018,Segundo,La Rioja,203
2018,Segundo,Ceuta,65
2018,Segundo,Melilla,134
2018,Tercero,Almería,1183
2018,Tercero,Cádiz,1113
2018,Tercero,Córdoba,470
2018,Tercero,Granada,938
2018,Tercero,Huelva,552
2018,Tercero,Jaén,485
2018,Tercero,Málaga,2058
2018,Tercero,Sevilla,1827
2018,Tercero,Huesca,133
2018,Tercero,Teruel,68
2018,Tercero,Zaragoza,895
2018,Tercero,Asturias,765
2018,Tercero,Illes Balears,1539
2018,Tercero,Las Palmas,1129
2018,Tercero,Santa Cruz de Tenerife,977
2018,Tercero,Cantabria,576
2018,Tercero,Ávila,86
2018,Tercero,Burgos,211
2018,Tercero,León,250
2018,Tercero,Palencia,79
2018,Tercero,Salamanca,177
2018,Tercero,Segovia,88
2018,Tercero,Soria,38
2018,Tercero,Valladolid,349
2018,Tercero,Zamora,85
2018,Tercero,Albacete,270
2018,Tercero,Ciudad Real,522
2018,Tercero,Cuenca,125
2018,Tercero,Guadalajara,217
2018,Tercero,Toledo,468
2018,Tercero,Barcelona,4041
2018,Tercero,Girona,557
2018,Tercero,Lleida,426
2018,Tercero,Tarragona,792
2018,Tercero,Alicante/Alacant,2280
2018,Tercero,Castellón/Castelló,467
2018,Tercero,Valencia/València,3321
2018,Tercero,Badajoz,406
2018,Tercero,Cáceres,188
2018,Tercero,A Coruña,714
2018,Tercero,Lugo,195
2018,Tercero,Ourense,213
2018,Tercero,Pontevedra,662
2018,Tercero,Madrid,6988
2018,Tercero,Murcia,2325
2018,Tercero,Navarra,461
2018,Tercero,Araba/Álava,225
2018,Tercero,Gipuzkoa,377
2018,Tercero,Bizkaia,830
2018,Tercero,La Rioja,245
2018,Tercero,Ceuta,68
2018,Tercero,Melilla,106
2018,Cuarto,Almería,1126
2018,Cuarto,Cádiz,1078
2018,Cuarto,Córdoba,456
2018,Cuarto,Granada,1015
2018,Cuarto,Huelva,493
2018,Cuarto,Jaén,538
2018,Cuarto,Málaga,1935
2018,Cuarto,Sevilla,1847
2018,Cuarto,Huesca,106
2018,Cuarto,Teruel,32
2018,Cuarto,Zaragoza,899
2018,Cuarto,Asturias,795
2018,Cuarto,Illes Balears,1356
2018,Cuarto,Las Palmas,1168
2018,Cuarto,Santa Cruz de Tenerife,960
2018,Cuarto,Cantabria,479
2018,Cuarto,Ávila,87
2018,Cuarto,Burgos,172
2018,Cuarto,León,257
2018,Cuarto,Palencia,75
2018,Cuarto,Salamanca,164
2018,Cuarto,Segovia,88
2018,Cuarto,Soria,44
2018,Cuarto,Valladolid,373
2018,Cuarto,Zamora,65
2018,Cuarto,Albacete,219
2018,Cuarto,Ciudad Real,400
2018,Cuarto,Cuenca,115
2018,Cuarto,Guadalajara,208
2018,Cuarto,Toledo,523
2018,Cuarto,Barcelona,3921
2018,Cuarto,Girona,633
2018,Cuarto,Lleida,376
2018,Cuarto,Tarragona,763
2018,Cuarto,Alicante/Alacant,2091
2018,Cuarto,Castellón/Castelló,440
2018,Cuarto,Valencia/València,3207
2018,Cuarto,Badajoz,449
2018,Cuarto,Cáceres,195
2018,Cuarto,A Coruña,725
2018,Cuarto,Lugo,215
2018,Cuarto,Ourense,227
2018,Cuarto,Pontevedra,607
2018,Cuarto,Madrid,6848
2018,Cuarto,Murcia,1720
2018,Cuarto,Navarra,526
2018,Cuarto,Araba/Álava,228
2018,Cuarto,Gipuzkoa,373
2018,Cuarto,Bizkaia,750
2018,Cuarto,La Rioja,217
2018,Cuarto,Ceuta,67
2018,Cuarto,Melilla,87
2019,Primero,Almería,1083
2019,Primero,Cádiz,1088
2019,Primero,Córdoba,422
2019,Primero,Granada,930
2019,Primero,Huelva,485
2019,Primero,Jaén,453
2019,Primero,Málaga,1833
2019,Primero,Sevilla,1889
2019,Primero,Huesca,100
2019,Primero,Teruel,51
2019,Primero,Zaragoza,968
2019,Primero,Asturias,742
2019,Primero,Illes Balears,1202
2019,Primero,Las Palmas,1306
2019,Primero,Santa Cruz de Tenerife,940
2019,Primero,Cantabria,452
2019,Primero,Ávila,129
2019,Primero,Burgos,190
2019,Primero,León,256
2019,Primero,Palencia,66
2019,Primero,Salamanca,153
2019,Primero,Segovia,100
2019,Primero,Soria,25
2019,Primero,Valladolid,338
2019,Primero,Zamora,74
2019,Primero,Albacete,215
2019,Primero,Ciudad Real,441
2019,Primero,Cuenca,106
2019,Primero,Guadalajara,200
2019,Primero,Toledo,502
2019,Primero,Barcelona,3899
2019,Primero,Girona,557
2019,Primero,Lleida,339
2019,Primero,Tarragona,634
2019,Primero,Alicante/Alacant,2217
2019,Primero,Castellón/Castelló,426
2019,Primero,Valencia/València,2983
2019,Primero,Badajoz,426
2019,Primero,Cáceres,177
2019,Primero,A Coruña,814
2019,Primero,Lugo,169
2019,Primero,Ourense,161
2019,Primero,Pontevedra,592
2019,Primero,Madrid,6472
2019,Primero,Murcia,1491
2019,Primero,Navarra,480
2019,Primero,Araba/Álava,246
2019,Primero,Gipuzkoa,407
2019,Primero,Bizkaia,754
2019,Primero,La Rioja,203
2019,Primero,Ceuta,55
2019,Primero,Melilla,78
2019,Segundo,Almería,902
2019,Segundo,Cádiz,1136
2019,Segundo,Córdoba,523
2019,Segundo,Granada,934
2019,Segundo,Huelva,586
2019,Segundo,Jaén,570
2019,Segundo,Málaga,1920
2019,Segundo,Sevilla,1791
2019,Segundo,Huesca,109
2019,Segundo,Teruel,51
2019,Segundo,Zaragoza,721
2019,Segundo,Asturias,697
2019,Segundo,Illes Balears,1407
2019,Segundo,Las Palmas,1317
2019,Segundo,Santa Cruz de Tenerife,1154
2019,Segundo,Cantabria,490
2019,Segundo,Ávila,96
2019,Segundo,Burgos,207
2019,Segundo,León,216
2019,Segundo,Palencia,79
2019,Segundo,Salamanca,112
2019,Segundo,Segovia,125
2019,Segundo,Soria,38
2019,Segundo,Valladolid,295
2019,Segundo,Zamora,70
2019,Segundo,Albacete,227
2019,Segundo,Ciudad Real,416
2019,Segundo,Cuenca,129
2019,Segundo,Guadalajara,177
2019,Segundo,Toledo,460
2019,Segundo,Barcelona,3742
2019,Segundo,Girona,644
2019,Segundo,Lleida,369
2019,Segundo,Tarragona,747
2019,Segundo,Alicante/Alacant,2247
2019,Segundo,Castellón/Castelló,412
2019,Segundo,Valencia/València,3191
2019,Segundo,Badajoz,411
2019,Segundo,Cáceres,221
2019,Segundo,A Coruña,611
2019,Segundo,Lugo,196
2019,Segundo,Ourense,227
2019,Segundo,Pontevedra,573
2019,Segundo,Madrid,6208
2019,Segundo,Murcia,1478
2019,Segundo,Navarra,455
2019,Segundo,Araba/Álava,247
2019,Segundo,Gipuzkoa,418
2019,Segundo,Bizkaia,784
2019,Segundo,La Rioja,205
2019,Segundo,Ceuta,64
2019,Segundo,Melilla,90
2019,Tercero,Almería,980
2019,Tercero,Cádiz,1086
2019,Tercero,Córdoba,485
2019,Tercero,Granada,969
2019,Tercero,Huelva,726
2019,Tercero,Jaén,510
2019,Tercero,Málaga,2289
2019,Tercero,Sevilla,1962
2019,Tercero,Huesca,107
2019,Tercero,Teruel,50
2019,Tercero,Zaragoza,1074
2019,Tercero,Asturias,735
2019,Tercero,Illes Balears,2033
2019,Tercero,Las Palmas,1402
2019,Tercero,Santa Cruz de Tenerife,1300
2019,Tercero,Cantabria,565
2019,Tercero,Ávila,93
2019,Tercero,Burgos,232
2019,Tercero,León,250
2019,Tercero,Palencia,95
2019,Tercero,Salamanca,135
2019,Tercero,Segovia,97
2019,Tercero,Soria,49
2019,Tercero,Valladolid,404
2019,Tercero,Zamora,72
2019,Tercero,Albacete,274
2019,Tercero,Ciudad Real,427
2019,Tercero,Cuenca,229
2019,Tercero,Guadalajara,272
2019,Tercero,Toledo,435
2019,Tercero,Barcelona,3953
2019,Tercero,Girona,767
2019,Tercero,Lleida,440
2019,Tercero,Tarragona,855
2019,Tercero,Alicante/Alacant,2503
2019,Tercero,Castellón/Castelló,506
2019,Tercero,Valencia/València,3301
2019,Tercero,Badajoz,450
2019,Tercero,Cáceres,210
2019,Tercero,A Coruña,710
2019,Tercero,Lugo,188
2019,Tercero,Ourense,162
2019,Tercero,Pontevedra,620
2019,Tercero,Madrid,6779
2019,Tercero,Murcia,1725
2019,Tercero,Navarra,571
2019,Tercero,Araba/Álava,258
2019,Tercero,Gipuzkoa,478
2019,Tercero,Bizkaia,878
2019,Tercero,La Rioja,220
2019,Tercero,Ceuta,71
2019,Tercero,Melilla,140
2019,Cuarto,Almería,894
2019,Cuarto,Cádiz,1175
2019,Cuarto,Córdoba,503
2019,Cuarto,Granada,950
2019,Cuarto,Huelva,530
2019,Cuarto,Jaén,541
2019,Cuarto,Málaga,2088
2019,Cuarto,Sevilla,1744
2019,Cuarto,Huesca,98
2019,Cuarto,Teruel,52
2019,Cuarto,Zaragoza,863
2019,Cuarto,Asturias,715
2019,Cuarto,Illes Balears,1851
2019,Cuarto,Las Palmas,1408
2019,Cuarto,Santa Cruz de Tenerife,959
2019,Cuarto,Cantabria,497
2019,Cuarto,Ávila,110
2019,Cuarto,Burgos,247
2019,Cuarto,León,216
2019,Cuarto,Palencia,83
2019,Cuarto,Salamanca,108
2019,Cuarto,Segovia,99
2019,Cuarto,Soria,46
2019,Cuarto,Valladolid,286
2019,Cuarto,Zamora,79
2019,Cuarto,Albacete,253
2019,Cuarto,Ciudad Real,460
2019,Cuarto,Cuenca,120
2019,Cuarto,Guadalajara,299
2019,Cuarto,Toledo,409
2019,Cuarto,Barcelona,3723
2019,Cuarto,Girona,628
2019,Cuarto,Lleida,380
2019,Cuarto,Tarragona,831
2019,Cuarto,Alicante/Alacant,2479
2019,Cuarto,Castellón/Castelló,559
2019,Cuarto,Valencia/València,3108
2019,Cuarto,Badajoz,389
2019,Cuarto,Cáceres,229
2019,Cuarto,A Coruña,653
2019,Cuarto,Lugo,200
2019,Cuarto,Ourense,114
2019,Cuarto,Pontevedra,561
2019,Cuarto,Madrid,6707
2019,Cuarto,Murcia,1732
2019,Cuarto,Navarra,451
2019,Cuarto,Araba/Álava,239
2019,Cuarto,Gipuzkoa,393
2019,Cuarto,Bizkaia,825
2019,Cuarto,La Rioja,194
2019,Cuarto,Ceuta,74
2019,Cuarto,Melilla,80
2020,Primero,Almería,792
2020,Primero,Cádiz,1177
2020,Primero,Córdoba,563
2020,Primero,Granada,923
2020,Primero,Huelva,509
2020,Primero,Jaén,450
2020,Primero,Málaga,1541
2020,Primero,Sevilla,1360
2020,Primero,Huesca,86
2020,Primero,Teruel,57
2020,Primero,Zaragoza,565
2020,Primero,Asturias,665
2020,Primero,Illes Balears,1391
2020,Primero,Las Palmas,1122
2020,Primero,Santa Cruz de Tenerife,970
2020,Primero,Cantabria,453
2020,Primero,Ávila,67
2020,Primero,Burgos,224
2020,Primero,León,191
2020,Primero,Palencia,76
2020,Primero,Salamanca,120
2020,Primero,Segovia,136
2020,Primero,Soria,32
2020,Primero,Valladolid,301
2020,Primero,Zamora,60
2020,Primero,Albacete,193
2020,Primero,Ciudad Real,406
2020,Primero,Cuenca,87
2020,Primero,Guadalajara,178
2020,Primero,Toledo,368
2020,Primero,Barcelona,3292
2020,Primero,Girona,546
2020,Primero,Lleida,321
2020,Primero,Tarragona,624
2020,Primero,Alicante/Alacant,2098
2020,Primero,Castellón/Castelló,453
2020,Primero,Valencia/València,2687
2020,Primero,Badajoz,369
2020,Primero,Cáceres,177
2020,Primero,A Coruña,598
2020,Primero,Lugo,176
2020,Primero,Ourense,102
2020,Primero,Pontevedra,521
2020,Primero,Madrid,5575
2020,Primero,Murcia,1499
2020,Primero,Navarra,475
2020,Primero,Araba/Álava,230
2020,Primero,Gipuzkoa,329
2020,Primero,Bizkaia,728
2020,Primero,La Rioja,195
2020,Primero,Ceuta,50
2020,Primero,Melilla,77
2020,Segundo,Almería,678
2020,Segundo,Cádiz,1092
2020,Segundo,Córdoba,451
2020,Segundo,Granada,836
2020,Segundo,Huelva,616
2020,Segundo,Jaén,433
2020,Segundo,Málaga,1510
2020,Segundo,Sevilla,1163
2020,Segundo,Huesca,104
2020,Segundo,Teruel,42
2020,Segundo,Zaragoza,701
2020,Segundo,Asturias,697
2020,Segundo,Illes Balears,1371
2020,Segundo,Las Palmas,1287
2020,Segundo,Santa Cruz de Tenerife,917
2020,Segundo,Cantabria,385
2020,Segundo,Ávila,67
2020,Segundo,Burgos,156
2020,Segundo,León,197
2020,Segundo,Palencia,51
2020,Segundo,Salamanca,87
2020,Segundo,Segovia,80
2020,Segundo,Soria,49
2020,Segundo,Valladolid,241
2020,Segundo,Zamora,57
2020,Segundo,Albacete,203
2020,Segundo,Ciudad Real,313
2020,Segundo,Cuenca,110
2020,Segundo,Guadalajara,243
2020,Segundo,Toledo,457
2020,Segundo,Barcelona,3085
2020,Segundo,Girona,539
2020,Segundo,Lleida,316
2020,Segundo,Tarragona,529
2020,Segundo,Alicante/Alacant,1806
2020,Segundo,Castellón/Castelló,391
2020,Segundo,Valencia/València,2761
2020,Segundo,Badajoz,312
2020,Segundo,Cáceres,208
2020,Segundo,A Coruña,627
2020,Segundo,Lugo,145
2020,Segundo,Ourense,227
2020,Segundo,Pontevedra,490
2020,Segundo,Madrid,5103
2020,Segundo,Murcia,1378
2020,Segundo,Navarra,468
2020,Segundo,Araba/Álava,197
2020,Segundo,Gipuzkoa,329
2020,Segundo,Bizkaia,760
2020,Segundo,La Rioja,183
2020,Segundo,Ceuta,56
2020,Segundo,Melilla,72
2020,Tercero,Almería,1109
2020,Tercero,Cádiz,1474
2020,Tercero,Córdoba,481
2020,Tercero,Granada,1141
2020,Tercero,Huelva,732
2020,Tercero,Jaén,600
2020,Tercero,Málaga,1962
2020,Tercero,Sevilla,1567
2020,Tercero,Huesca,97
2020,Tercero,Teruel,40
2020,Tercero,Zaragoza,728
2020,Tercero,Asturias,766
2020,Tercero,Illes Balears,1741
2020,Tercero,Las Palmas,1409
2020,Tercero,Santa Cruz de Tenerife,1111
2020,Tercero,Cantabria,462
2020,Tercero,Ávila,92
2020,Tercero,Burgos,209
2020,Tercero,León,256
2020,Tercero,Palencia,63
2020,Tercero,Salamanca,135
2020,Tercero,Segovia,130
2020,Tercero,Soria,48
2020,Tercero,Valladolid,327
2020,Tercero,Zamora,97
2020,Tercero,Albacete,332
2020,Tercero,Ciudad Real,478
2020,Tercero,Cuenca,119
2020,Tercero,Guadalajara,207
2020,Tercero,Toledo,448
2020,Tercero,Barcelona,3873
2020,Tercero,Girona,688
2020,Tercero,Lleida,446
2020,Tercero,Tarragona,788
2020,Tercero,Alicante/Alacant,2354
2020,Tercero,Castellón/Castelló,644
2020,Tercero,Valencia/València,3246
2020,Tercero,Badajoz,410
2020,Tercero,Cáceres,218
2020,Tercero,A Coruña,739
2020,Tercero,Lugo,178
2020,Tercero,Ourense,270
2020,Tercero,Pontevedra,580
2020,Tercero,Madrid,6070
2020,Tercero,Murcia,1728
2020,Tercero,Navarra,435
2020,Tercero,Araba/Álava,260
2020,Tercero,Gipuzkoa,446
2020,Tercero,Bizkaia,751
2020,Tercero,La Rioja,184
2020,Tercero,Ceuta,76
2020,Tercero,Melilla,109
2020,Cuarto,Almería,786
2020,Cuarto,Cádiz,1284
2020,Cuarto,Córdoba,544
2020,Cuarto,Granada,1081
2020,Cuarto,Huelva,546
2020,Cuarto,Jaén,406
2020,Cuarto,Málaga,1643
2020,Cuarto,Sevilla,1397
2020,Cuarto,Huesca,98
2020,Cuarto,Teruel,26
2020,Cuarto,Zaragoza,733
2020,Cuarto,Asturias,522
2020,Cuarto,Illes Balears,1377
2020,Cuarto,Las Palmas,1164
2020,Cuarto,Santa Cruz de Tenerife,946
2020,Cuarto,Cantabria,368
2020,Cuarto,Ávila,65
2020,Cuarto,Burgos,179
2020,Cuarto,León,235
2020,Cuarto,Palencia,61
2020,Cuarto,Salamanca,90
2020,Cuarto,Segovia,172
2020,Cuarto,Soria,46
2020,Cuarto,Valladolid,286
2020,Cuarto,Zamora,76
2020,Cuarto,Albacete,215
2020,Cuarto,Ciudad Real,303
2020,Cuarto,Cuenca,105
2020,Cuarto,Guadalajara,321
2020,Cuarto,Toledo,455
2020,Cuarto,Barcelona,3289
2020,Cuarto,Girona,604
2020,Cuarto,Lleida,322
2020,Cuarto,Tarragona,664
2020,Cuarto,Alicante/Alacant,1897
2020,Cuarto,Castellón/Castelló,491
2020,Cuarto,Valencia/València,3126
2020,Cuarto,Badajoz,380
2020,Cuarto,Cáceres,188
2020,Cuarto,A Coruña,560
2020,Cuarto,Lugo,183
2020,Cuarto,Ourense,190
2020,Cuarto,Pontevedra,492
2020,Cuarto,Madrid,5715
2020,Cuarto,Murcia,1498
2020,Cuarto,Navarra,418
2020,Cuarto,Araba/Álava,202
2020,Cuarto,Gipuzkoa,334
2020,Cuarto,Bizkaia,789
2020,Cuarto,La Rioja,206
2020,Cuarto,Ceuta,46
2020,Cuarto,Melilla,65
2021,Primero,Almería,630
2021,Primero,Cádiz,1058
2021,Primero,Córdoba,568
2021,Primero,Granada,1043
2021,Primero,Huelva,507
2021,Primero,Jaén,408
2021,Primero,Málaga,1519
2021,Primero,Sevilla,1338
2021,Primero,Huesca,106
2021,Primero,Teruel,39
2021,Primero,Zaragoza,657
2021,Primero,Asturias,616
2021,Primero,Illes Balears,1147
2021,Primero,Las Palmas,1076
2021,Primero,Santa Cruz de Tenerife,919
2021,Primero,Cantabria,383
2021,Primero,Ávila,90
2021,Primero,Burgos,201
2021,Primero,León,202
2021,Primero,Palencia,65
2021,Primero,Salamanca,75
2021,Primero,Segovia,103
2021,Primero,Soria,34
2021,Primero,Valladolid,338
2021,Primero,Zamora,56
2021,Primero,Albacete,231
2021,Primero,Ciudad Real,330
2021,Primero,Cuenca,95
2021,Primero,Guadalajara,159
2021,Primero,Toledo,501
2021,Primero,Barcelona,3348
2021,Primero,Girona,536
2021,Primero,Lleida,347
2021,Primero,Tarragona,537
2021,Primero,Alicante/Alacant,1747
2021,Primero,Castellón/Castelló,366
2021,Primero,Valencia/València,2681
2021,Primero,Badajoz,370
2021,Primero,Cáceres,169
2021,Primero,A Coruña,596
2021,Primero,Lugo,160
2021,Primero,Ourense,165
2021,Primero,Pontevedra,513
2021,Primero,Madrid,5580
2021,Primero,Murcia,1491
2021,Primero,Navarra,389
2021,Primero,Araba/Álava,177
2021,Primero,Gipuzkoa,284
2021,Primero,Bizkaia,742
2021,Primero,La Rioja,170
2021,Primero,Ceuta,58
2021,Primero,Melilla,81
2021,Segundo,Almería,680
2021,Segundo,Cádiz,1219
2021,Segundo,Córdoba,692
2021,Segundo,Granada,1275
2021,Segundo,Huelva,655
2021,Segundo,Jaén,535
2021,Segundo,Málaga,1735
2021,Segundo,Sevilla,1530
2021,Segundo,Huesca,113
2021,Segundo,Teruel,40
2021,Segundo,Zaragoza,741
2021,Segundo,Asturias,661
2021,Segundo,Illes Balears,1574
2021,Segundo,Las Palmas,1287
2021,Segundo,Santa Cruz de Tenerife,993
2021,Segundo,Cantabria,474
2021,Segundo,Ávila,83
2021,Segundo,Burgos,191
2021,Segundo,León,221
2021,Segundo,Palencia,72
2021,Segundo,Salamanca,88
2021,Segundo,Segovia,139
2021,Segundo,Soria,39
2021,Segundo,Valladolid,321
2021,Segundo,Zamora,89
2021,Segundo,Albacete,247
2021,Segundo,Ciudad Real,333
2021,Segundo,Cuenca,106
2021,Segundo,Guadalajara,389
2021,Segundo,Toledo,506
2021,Segundo,Barcelona,3763
2021,Segundo,Girona,613
2021,Segundo,Lleida,326
2021,Segundo,Tarragona,698
2021,Segundo,Alicante/Alacant,2104
2021,Segundo,Castellón/Castelló,426
2021,Segundo,Valencia/València,3126
2021,Segundo,Badajoz,440
2021,Segundo,Cáceres,208
2021,Segundo,A Coruña,700
2021,Segundo,Lugo,212
2021,Segundo,Ourense,185
2021,Segundo,Pontevedra,552
2021,Segundo,Madrid,6504
2021,Segundo,Murcia,1636
2021,Segundo,Navarra,446
2021,Segundo,Araba/Álava,240
2021,Segundo,Gipuzkoa,364
2021,Segundo,Bizkaia,799
