Año,Trimestre,Provincia,Numero_ordenes
2017,Segundo,Toledo,161
2017,Segundo,Barcelona,953
2017,Segundo,Girona,154
2017,Segundo,Lleida,85
2017,Segundo,Tarragona,231
2017,Segundo,Alicante/Alacant,540
2017,Segundo,Castellón/Castelló,123
2017,Segundo,Valencia/València,527
2017,Segundo,Badajoz,134
2017,Segundo,Cáceres,59
2017,Segundo,A Coruña,178
2017,Segundo,Lugo,56
2017,Segundo,Ourense,106
2017,Segundo,Pontevedra,137
2017,Segundo,Madrid,1592
2017,Segundo,Murcia,373
2017,Segundo,Navarra,102
2017,Segundo,Araba/Álava,41
2017,Segundo,Gipuzkoa,70
2017,Segundo,Bizkaia,142
2017,Segundo,La Rioja,85
2017,Segundo,Ceuta,49
2017,Segundo,Melilla,39
2017,Tercero,Almería,268
2017,Tercero,Cádiz,369
2017,Tercero,Córdoba,111
2017,Tercero,Granada,278
2017,Tercero,Huelva,132
2017,Tercero,Jaén,118
2017,Tercero,Málaga,350
2017,Tercero,Sevilla,503
2017,Tercero,Huesca,48
2017,Tercero,Teruel,13
2017,Tercero,Zaragoza,158
2017,Tercero,Asturias,215
2017,Tercero,Illes Balears,271
2017,Tercero,Las Palmas,237
2017,Tercero,Santa Cruz de Tenerife,318
2017,Tercero,Cantabria,92
2017,Tercero,Ávila,34
2017,Tercero,Burgos,56
2017,Tercero,León,87
2017,Tercero,Palencia,11
2017,Tercero,Salamanca,33
2017,Tercero,Segovia,16
2017,Tercero,Soria,16
2017,Tercero,Valladolid,114
2017,Tercero,Zamora,44
2017,Tercero,Albacete,74
2017,Tercero,Ciudad Real,113
2017,Tercero,Cuenca,27
2017,Tercero,Guadalajara,64
2017,Tercero,Toledo,133
2017,Tercero,Barcelona,959
2017,Tercero,Girona,138
2017,Tercero,Lleida,66
2017,Tercero,Tarragona,237
2017,Tercero,Alicante/Alacant,515
2017,Tercero,Castellón/Castelló,98
2017,Tercero,Valencia/València,551
2017,Tercero,Badajoz,159
2017,Tercero,Cáceres,58
2017,Tercero,A Coruña,163
2017,Tercero,Lugo,62
2017,Tercero,Ourense,100
2017,Tercero,Pontevedra,153
2017,Tercero,Madrid,1412
2017,Tercero,Murcia,408
2017,Tercero,Navarra,82
2017,Tercero,Araba/Álava,22
2017,Tercero,Gipuzkoa,69
2017,Tercero,Bizkaia,114
2017,Tercero,La Rioja,53
2017,Tercero,Ceuta,31
2017,Tercero,Melilla,22
2017,Cuarto,Almería,259
2017,Cuarto,Cádiz,346
2017,Cuarto,Córdoba,104
2017,Cuarto,Granada,255
2017,Cuarto,Huelva,115
2017,Cuarto,Jaén,140
2017,Cuarto,Málaga,349
2017,Cuarto,Sevilla,475
2017,Cuarto,Huesca,39
2017,Cuarto,Teruel,9
2017,Cuarto,Zaragoza,125
2017,Cuarto,Asturias,204
2017,Cuarto,Illes Balears,193
2017,Cuarto,Las Palmas,202
2017,Cuarto,Santa Cruz de Tenerife,272
2017,Cuarto,Cantabria,54
2017,Cuarto,Ávila,26
2017,Cuarto,Burgos,55
2017,Cuarto,León,79
2017,Cuarto,Palencia,15
2017,Cuarto,Salamanca,41
2017,Cuarto,Segovia,13
2017,Cuarto,Soria,20
2017,Cuarto,Valladolid,109
2017,Cuarto,Zamora,26
2017,Cuarto,Albacete,64
2017,Cuarto,Ciudad Real,101
2017,Cuarto,Cuenca,24
2017,Cuarto,Guadalajara,46
2017,Cuarto,Toledo,103
2017,Cuarto,Barcelona,858
2017,Cuarto,Girona,88
2017,Cuarto,Lleida,70
2017,Cuarto,Tarragona,216
2017,Cuarto,Alicante/Alacant,449
2017,Cuarto,Castellón/Castelló,107
2017,Cuarto,Valencia/València,546
2017,Cuarto,Badajoz,140
2017,Cuarto,Cáceres,61
2017,Cuarto,A Coruña,194
2017,Cuarto,Lugo,61
2017,Cuarto,Ourense,116
2017,Cuarto,Pontevedra,133
2017,Cuarto,Madrid,1363
2017,Cuarto,Murcia,402
2017,Cuarto,Navarra,81
2017,Cuarto,Araba/Álava,32
2017,Cuarto,Gipuzkoa,68
2017,Cuarto,Bizkaia,106
2017,Cuarto,La Rioja,40
2017,Cuarto,Ceuta,26
2017,Cuarto,Melilla,13
2018,Primero,Almería,314
2018,Primero,Cádiz,273
2018,Primero,Córdoba,103
2018,Primero,Granada,273
2018,Primero,Huelva,170
2018,Primero,Jaén,143
2018,Primero,Málaga,283
2018,Primero,Sevilla,440
2018,Primero,Huesca,33
2018,Primero,Teruel,21
2018,Primero,Zaragoza,109
2018,Primero,Asturias,194
2018,Primero,Illes Balears,192
2018,Primero,Las Palmas,215
2018,Primero,Santa Cruz de Tenerife,267
2018,Primero,Cantabria,87
2018,Primero,Ávila,18
2018,Primero,Burgos,64
2018,Primero,León,73
2018,Primero,Palencia,12
2018,Primero,Salamanca,37
2018,Primero,Segovia,13
2018,Primero,Soria,9
2018,Primero,Valladolid,92
2018,Primero,Zamora,38
2018,Primero,Albacete,86
2018,Primero,Ciudad Real,105
2018,Primero,Cuenca,28
2018,Primero,Guadalajara,52
2018,Primero,Toledo,133
2018,Primero,Barcelona,891
2018,Primero,Girona,127
2018,Primero,Lleida,77
2018,Primero,Tarragona,192
2018,Primero,Alicante/Alacant,458
2018,Primero,Castellón/Castelló,117
2018,Primero,Valencia/València,538
2018,Primero,Badajoz,111
2018,Primero,Cáceres,69
2018,Primero,A Coruña,164
2018,Primero,Lugo,42
2018,Primero,Ourense,133
2018,Primero,Pontevedra,120
2018,Primero,Madrid,1400
2018,Primero,Murcia,392
2018,Primero,Navarra,104
2018,Primero,Araba/Álava,29
2018,Primero,Gipuzkoa,67
2018,Primero,Bizkaia,87
2018,Primero,La Rioja,66
2018,Primero,Ceuta,38
2018,Primero,Melilla,5
2018,Segundo,Almería,415
2018,Segundo,Cádiz,340
2018,Segundo,Córdoba,95
2018,Segundo,Granada,231
2018,Segundo,Huelva,235
2018,Segundo,Jaén,137
2018,Segundo,Málaga,351
2018,Segundo,Sevilla,460
2018,Segundo,Huesca,30
2018,Segundo,Teruel,11
2018,Segundo,Zaragoza,126
2018,Segundo,Asturias,216
2018,Segundo,Illes Balears,220
2018,Segundo,Las Palmas,186
2018,Segundo,Santa Cruz de Tenerife,384
2018,Segundo,Cantabria,94
2018,Segundo,Ávila,23
2018,Segundo,Burgos,64
2018,Segundo,León,55
2018,Segundo,Palencia,14
2018,Segundo,Salamanca,37
2018,Segundo,Segovia,14
2018,Segundo,Soria,19
2018,Segundo,Valladolid,101
2018,Segundo,Zamora,41
2018,Segundo,Albacete,81
2018,Segundo,Ciudad Real,92
2018,Segundo,Cuenca,43
2018,Segundo,Guadalajara,59
2018,Segundo,Toledo,157
2018,Segundo,Barcelona,970
2018,Segundo,Girona,85
2018,Segundo,Lleida,66
2018,Segundo,Tarragona,259
2018,Segundo,Alicante/Alacant,494
2018,Segundo,Castellón/Castelló,127
2018,Segundo,Valencia/València,617
2018,Segundo,Badajoz,143
2018,Segundo,Cáceres,84
2018,Segundo,A Coruña,204
2018,Segundo,Lugo,38
2018,Segundo,Ourense,121
2018,Segundo,Pontevedra,119
2018,Segundo,Madrid,1432
2018,Segundo,Murcia,422
2018,Segundo,Navarra,83
2018,Segundo,Araba/Álava,46
2018,Segundo,Gipuzkoa,82
2018,Segundo,Bizkaia,73
2018,Segundo,La Rioja,73
2018,Segundo,Ceuta,30
2018,Segundo,Melilla,7
2018,Tercero,Almería,343
2018,Tercero,Cádiz,300
2018,Tercero,Córdoba,106
2018,Tercero,Granada,300
2018,Tercero,Huelva,178
2018,Tercero,Jaén,130
2018,Tercero,Málaga,379
2018,Tercero,Sevilla,510
2018,Tercero,Huesca,34
2018,Tercero,Teruel,15
2018,Tercero,Zaragoza,127
2018,Tercero,Asturias,229
2018,Tercero,Illes Balears,262
2018,Tercero,Las Palmas,183
2018,Tercero,Santa Cruz de Tenerife,452
2018,Tercero,Cantabria,94
2018,Tercero,Ávila,32
2018,Tercero,Burgos,52
2018,Tercero,León,74
2018,Tercero,Palencia,21
2018,Tercero,Salamanca,27
2018,Tercero,Segovia,18
2018,Tercero,Soria,19
2018,Tercero,Valladolid,111
2018,Tercero,Zamora,31
2018,Tercero,Albacete,102
2018,Tercero,Ciudad Real,125
2018,Tercero,Cuenca,45
2018,Tercero,Guadalajara,74
2018,Tercero,Toledo,154
2018,Tercero,Barcelona,952
2018,Tercero,Girona,140
2018,Tercero,Lleida,65
2018,Tercero,Tarragona,163
2018,Tercero,Alicante/Alacant,503
2018,Tercero,Castellón/Castelló,127
2018,Tercero,Valencia/València,719
2018,Tercero,Badajoz,137
2018,Tercero,Cáceres,50
2018,Tercero,A Coruña,201
2018,Tercero,Lugo,52
2018,Tercero,Ourense,117
2018,Tercero,Pontevedra,153
2018,Tercero,Madrid,1523
2018,Tercero,Murcia,430
2018,Tercero,Navarra,90
2018,Tercero,Araba/Álava,41
2018,Tercero,Gipuzkoa,74
2018,Tercero,Bizkaia,66
2018,Tercero,La Rioja,90
2018,Tercero,Ceuta,31
2018,Tercero,Melilla,6
2018,Cuarto,Almería,306
2018,Cuarto,Cádiz,359
2018,Cuarto,Córdoba,102
2018,Cuarto,Granada,242
2018,Cuarto,Huelva,162
2018,Cuarto,Jaén,94
2018,Cuarto,Málaga,388
2018,Cuarto,Sevilla,443
2018,Cuarto,Huesca,53
2018,Cuarto,Teruel,11
2018,Cuarto,Zaragoza,145
2018,Cuarto,Asturias,208
2018,Cuarto,Illes Balears,308
2018,Cuarto,Las Palmas,202
2018,Cuarto,Santa Cruz de Tenerife,310
2018,Cuarto,Cantabria,77
2018,Cuarto,Ávila,25
2018,Cuarto,Burgos,57
2018,Cuarto,León,60
2018,Cuarto,Palencia,23
2018,Cuarto,Salamanca,35
2018,Cuarto,Segovia,13
2018,Cuarto,Soria,26
2018,Cuarto,Valladolid,106
2018,Cuarto,Zamora,33
2018,Cuarto,Albacete,75
2018,Cuarto,Ciudad Real,113
2018,Cuarto,Cuenca,50
2018,Cuarto,Guadalajara,39
2018,Cuarto,Toledo,158
2018,Cuarto,Barcelona,874
2018,Cuarto,Girona,109
2018,Cuarto,Lleida,88
2018,Cuarto,Tarragona,194
2018,Cuarto,Alicante/Alacant,596
2018,Cuarto,Castellón/Castelló,130
2018,Cuarto,Valencia/València,643
2018,Cuarto,Badajoz,146
2018,Cuarto,Cáceres,94
2018,Cuarto,A Coruña,198
2018,Cuarto,Lugo,64
2018,Cuarto,Ourense,162
2018,Cuarto,Pontevedra,133
2018,Cuarto,Madrid,1463
2018,Cuarto,Murcia,404
2018,Cuarto,Navarra,91
2018,Cuarto,Araba/Álava,31
2018,Cuarto,Gipuzkoa,62
2018,Cuarto,Bizkaia,85
2018,Cuarto,La Rioja,78
2018,Cuarto,Ceuta,38
2018,Cuarto,Melilla,3
2019,Primero,Almería,367
2019,Primero,Cádiz,264
2019,Primero,Córdoba,110
2019,Primero,Granada,196
2019,Primero,Huelva,139
2019,Primero,Jaén,87
2019,Primero,Málaga,342
2019,Primero,Sevilla,415
2019,Primero,Huesca,45
2019,Primero,Teruel,20
2019,Primero,Zaragoza,183
2019,Primero,Asturias,215
2019,Primero,Illes Balears,251
2019,Primero,Las Palmas,240
2019,Primero,Santa Cruz de Tenerife,473
2019,Primero,Cantabria,55
2019,Primero,Ávila,34
2019,Primero,Burgos,53
2019,Primero,León,53
2019,Primero,Palencia,17
2019,Primero,Salamanca,28
2019,Primero,Segovia,12
2019,Primero,Soria,10
2019,Primero,Valladolid,101
2019,Primero,Zamora,24
2019,Primero,Albacete,80
2019,Primero,Ciudad Real,114
2019,Primero,Cuenca,44
2019,Primero,Guadalajara,68
2019,Primero,Toledo,131
2019,Primero,Barcelona,945
2019,Primero,Girona,111
2019,Primero,Lleida,70
2019,Primero,Tarragona,242
2019,Primero,Alicante/Alacant,554
2019,Primero,Castellón/Castelló,118
2019,Primero,Valencia/València,615
2019,Primero,Badajoz,145
2019,Primero,Cáceres,58
2019,Primero,A Coruña,162
2019,Primero,Lugo,46
2019,Primero,Ourense,90
2019,Primero,Pontevedra,135
2019,Primero,Madrid,1405
2019,Primero,Murcia,303
2019,Primero,Navarra,80
2019,Primero,Araba/Álava,36
2019,Primero,Gipuzkoa,51
2019,Primero,Bizkaia,101
2019,Primero,La Rioja,67
2019,Primero,Ceuta,21
2019,Primero,Melilla,4
2019,Segundo,Almería,490
2019,Segundo,Cádiz,380
2019,Segundo,Córdoba,109
2019,Segundo,Granada,199
2019,Segundo,Huelva,123
2019,Segundo,Jaén,88
2019,Segundo,Málaga,298
2019,Segundo,Sevilla,423
2019,Segundo,Huesca,59
2019,Segundo,Teruel,29
2019,Segundo,Zaragoza,160
2019,Segundo,Asturias,201
2019,Segundo,Illes Balears,295
2019,Segundo,Las Palmas,249
2019,Segundo,Santa Cruz de Tenerife,404
2019,Segundo,Cantabria,71
2019,Segundo,Ávila,34
2019,Segundo,Burgos,59
2019,Segundo,León,52
2019,Segundo,Palencia,17
2019,Segundo,Salamanca,49
2019,Segundo,Segovia,17
2019,Segundo,Soria,21
2019,Segundo,Valladolid,99
2019,Segundo,Zamora,29
2019,Segundo,Albacete,88
2019,Segundo,Ciudad Real,125
2019,Segundo,Cuenca,51
2019,Segundo,Guadalajara,65
2019,Segundo,Toledo,121
2019,Segundo,Barcelona,953
2019,Segundo,Girona,140
2019,Segundo,Lleida,79
2019,Segundo,Tarragona,227
2019,Segundo,Alicante/Alacant,499
2019,Segundo,Castellón/Castelló,150
2019,Segundo,Valencia/València,700
2019,Segundo,Badajoz,174
2019,Segundo,Cáceres,66
2019,Segundo,A Coruña,199
2019,Segundo,Lugo,71
2019,Segundo,Ourense,109
2019,Segundo,Pontevedra,145
2019,Segundo,Madrid,1522
2019,Segundo,Murcia,417
2019,Segundo,Navarra,96
2019,Segundo,Araba/Álava,30
2019,Segundo,Gipuzkoa,61
2019,Segundo,Bizkaia,123
2019,Segundo,La Rioja,66
2019,Segundo,Ceuta,23
2019,Segundo,Melilla,7
2019,Tercero,Almería,427
2019,Tercero,Cádiz,287
2019,Tercero,Córdoba,117
2019,Tercero,Granada,267
2019,Tercero,Huelva,153
2019,Tercero,Jaén,111
2019,Tercero,Málaga,486
2019,Tercero,Sevilla,467
2019,Tercero,Huesca,64
2019,Tercero,Teruel,15
2019,Tercero,Zaragoza,182
2019,Tercero,Asturias,218
2019,Tercero,Illes Balears,358
2019,Tercero,Las Palmas,213
2019,Tercero,Santa Cruz de Tenerife,382
2019,Tercero,Cantabria,76
2019,Tercero,Ávila,36
2019,Tercero,Burgos,81
2019,Tercero,León,63
2019,Tercero,Palencia,25
2019,Tercero,Salamanca,35
2019,Tercero,Segovia,13
2019,Tercero,Soria,26
2019,Tercero,Valladolid,105
2019,Tercero,Zamora,28
2019,Tercero,Albacete,117
2019,Tercero,Ciudad Real,119
2019,Tercero,Cuenca,51
2019,Tercero,Guadalajara,83
2019,Tercero,Toledo,143
2019,Tercero,Barcelona,989
2019,Tercero,Girona,163
2019,Tercero,Lleida,65
2019,Tercero,Tarragona,246
2019,Tercero,Alicante/Alacant,627
2019,Tercero,Castellón/Castelló,164
2019,Tercero,Valencia/València,753
2019,Tercero,Badajoz,172
2019,Tercero,Cáceres,48
2019,Tercero,A Coruña,203
2019,Tercero,Lugo,60
2019,Tercero,Ourense,99
2019,Tercero,Pontevedra,174
2019,Tercero,Madrid,1531
2019,Tercero,Murcia,464
2019,Tercero,Navarra,121
2019,Tercero,Araba/Álava,33
2019,Tercero,Gipuzkoa,61
2019,Tercero,Bizkaia,161
2019,Tercero,La Rioja,46
2019,Tercero,Ceuta,35
2019,Tercero,Melilla,10
2019,Cuarto,Almería,332
2019,Cuarto,Cádiz,296
2019,Cuarto,Córdoba,95
2019,Cuarto,Granada,225
2019,Cuarto,Huelva,140
2019,Cuarto,Jaén,119
2019,Cuarto,Málaga,344
2019,Cuarto,Sevilla,434
2019,Cuarto,Huesca,57
2019,Cuarto,Teruel,24
2019,Cuarto,Zaragoza,176
2019,Cuarto,Asturias,262
2019,Cuarto,Illes Balears,364
2019,Cuarto,Las Palmas,235
2019,Cuarto,Santa Cruz de Tenerife,271
2019,Cuarto,Cantabria,77
2019,Cuarto,Ávila,28
2019,Cuarto,Burgos,78
2019,Cuarto,León,55
2019,Cuarto,Palencia,21
2019,Cuarto,Salamanca,25
2019,Cuarto,Segovia,29
2019,Cuarto,Soria,13
2019,Cuarto,Valladolid,118
2019,Cuarto,Zamora,42
2019,Cuarto,Albacete,86
2019,Cuarto,Ciudad Real,127
2019,Cuarto,Cuenca,43
2019,Cuarto,Guadalajara,76
2019,Cuarto,Toledo,153
2019,Cuarto,Barcelona,896
2019,Cuarto,Girona,134
2019,Cuarto,Lleida,64
2019,Cuarto,Tarragona,226
2019,Cuarto,Alicante/Alacant,559
2019,Cuarto,Castellón/Castelló,120
2019,Cuarto,Valencia/València,705
2019,Cuarto,Badajoz,120
2019,Cuarto,Cáceres,65
2019,Cuarto,A Coruña,218
2019,Cuarto,Lugo,70
2019,Cuarto,Ourense,65
2019,Cuarto,Pontevedra,176
2019,Cuarto,Madrid,1415
2019,Cuarto,Murcia,405
2019,Cuarto,Navarra,96
2019,Cuarto,Araba/Álava,32
2019,Cuarto,Gipuzkoa,39
2019,Cuarto,Bizkaia,106
2019,Cuarto,La Rioja,49
2019,Cuarto,Ceuta,35
2019,Cuarto,Melilla,15
2020,Primero,Almería,342
2020,Primero,Cádiz,282
2020,Primero,Córdoba,123
2020,Primero,Granada,296
2020,Primero,Huelva,81
2020,Primero,Jaén,96
2020,Primero,Málaga,320
2020,Primero,Sevilla,387
2020,Primero,Huesca,51
2020,Primero,Teruel,21
2020,Primero,Zaragoza,118
2020,Primero,Asturias,196
2020,Primero,Illes Balears,336
2020,Primero,Las Palmas,213
2020,Primero,Santa Cruz de Tenerife,373
2020,Primero,Cantabria,71
2020,Primero,Ávila,19
2020,Primero,Burgos,80
2020,Primero,León,56
2020,Primero,Palencia,22
2020,Primero,Salamanca,29
2020,Primero,Segovia,15
2020,Primero,Soria,15
2020,Primero,Valladolid,99
2020,Primero,Zamora,24
2020,Primero,Albacete,96
2020,Primero,Ciudad Real,99
2020,Primero,Cuenca,24
2020,Primero,Guadalajara,40
2020,Primero,Toledo,139
2020,Primero,Barcelona,806
2020,Primero,Girona,127
2020,Primero,Lleida,64
2020,Primero,Tarragona,181
2020,Primero,Alicante/Alacant,595
2020,Primero,Castellón/Castelló,88
2020,Primero,Valencia/València,549
2020,Primero,Badajoz,130
2020,Primero,Cáceres,51
2020,Primero,A Coruña,258
2020,Primero,Lugo,58
2020,Primero,Ourense,69
2020,Primero,Pontevedra,144
2020,Primero,Madrid,1267
2020,Primero,Murcia,301
2020,Primero,Navarra,84
2020,Primero,Araba/Álava,24
2020,Primero,Gipuzkoa,41
2020,Primero,Bizkaia,96
2020,Primero,La Rioja,73
2020,Primero,Ceuta,28
2020,Primero,Melilla,24
2020,Segundo,Almería,278
2020,Segundo,Cádiz,269
2020,Segundo,Córdoba,119
2020,Segundo,Granada,241
2020,Segundo,Huelva,156
2020,Segundo,Jaén,97
2020,Segundo,Málaga,246
2020,Segundo,Sevilla,409
2020,Segundo,Huesca,62
2020,Segundo,Teruel,22
2020,Segundo,Zaragoza,140
2020,Segundo,Asturias,155
2020,Segundo,Illes Balears,328
2020,Segundo,Las Palmas,282
2020,Segundo,Santa Cruz de Tenerife,286
2020,Segundo,Cantabria,65
2020,Segundo,Ávila,25
2020,Segundo,Burgos,46
2020,Segundo,León,79
2020,Segundo,Palencia,12
2020,Segundo,Salamanca,27
2020,Segundo,Segovia,12
2020,Segundo,Soria,8
2020,Segundo,Valladolid,74
2020,Segundo,Zamora,22
2020,Segundo,Albacete,85
2020,Segundo,Ciudad Real,51
2020,Segundo,Cuenca,49
2020,Segundo,Guadalajara,27
2020,Segundo,Toledo,81
2020,Segundo,Barcelona,765
2020,Segundo,Girona,92
2020,Segundo,Lleida,73
2020,Segundo,Tarragona,139
2020,Segundo,Alicante/Alacant,412
2020,Segundo,Castellón/Castelló,56
2020,Segundo,Valencia/València,482
2020,Segundo,Badajoz,100
2020,Segundo,Cáceres,53
2020,Segundo,A Coruña,243
2020,Segundo,Lugo,47
2020,Segundo,Ourense,53
2020,Segundo,Pontevedra,146
2020,Segundo,Madrid,1212
2020,Segundo,Murcia,290
2020,Segundo,Navarra,126
2020,Segundo,Araba/Álava,14
2020,Segundo,Gipuzkoa,46
2020,Segundo,Bizkaia,53
2020,Segundo,La Rioja,50
2020,Segundo,Ceuta,22
2020,Segundo,Melilla,22
2020,Tercero,Almería,352
2020,Tercero,Cádiz,339
2020,Tercero,Córdoba,127
2020,Tercero,Granada,329
2020,Tercero,Huelva,213
2020,Tercero,Jaén,97
2020,Tercero,Málaga,320
2020,Tercero,Sevilla,482
2020,Tercero,Huesca,53
2020,Tercero,Teruel,7
2020,Tercero,Zaragoza,144
2020,Tercero,Asturias,207
2020,Tercero,Illes Balears,315
2020,Tercero,Las Palmas,302
2020,Tercero,Santa Cruz de Tenerife,302
2020,Tercero,Cantabria,89
2020,Tercero,Ávila,20
2020,Tercero,Burgos,71
2020,Tercero,León,88
2020,Tercero,Palencia,18
2020,Tercero,Salamanca,19
2020,Tercero,Segovia,15
2020,Tercero,Soria,25
2020,Tercero,Valladolid,106
2020,Tercero,Zamora,49
2020,Tercero,Albacete,145
2020,Tercero,Ciudad Real,98
2020,Tercero,Cuenca,50
2020,Tercero,Guadalajara,72
2020,Tercero,Toledo,170
2020,Tercero,Barcelona,1016
2020,Tercero,Girona,176
2020,Tercero,Lleida,75
2020,Tercero,Tarragona,221
2020,Tercero,Alicante/Alacant,550
2020,Tercero,Castellón/Castelló,161
2020,Tercero,Valencia/València,717
2020,Tercero,Badajoz,133
2020,Tercero,Cáceres,40
2020,Tercero,A Coruña,279
2020,Tercero,Lugo,57
2020,Tercero,Ourense,66
2020,Tercero,Pontevedra,193
2020,Tercero,Madrid,1359
2020,Tercero,Murcia,370
2020,Tercero,Navarra,95
2020,Tercero,Araba/Álava,15
2020,Tercero,Gipuzkoa,45
2020,Tercero,Bizkaia,78
2020,Tercero,La Rioja,57
2020,Tercero,Ceuta,25
2020,Tercero,Melilla,21
2020,Cuarto,Almería,186
2020,Cuarto,Cádiz,306
2020,Cuarto,Córdoba,108
2020,Cuarto,Granada,309
2020,Cuarto,Huelva,125
2020,Cuarto,Jaén,61
2020,Cuarto,Málaga,309
2020,Cuarto,Sevilla,396
2020,Cuarto,Huesca,40
2020,Cuarto,Teruel,10
2020,Cuarto,Zaragoza,84
2020,Cuarto,Asturias,168
2020,Cuarto,Illes Balears,200
2020,Cuarto,Las Palmas,252
2020,Cuarto,Santa Cruz de Tenerife,215
2020,Cuarto,Cantabria,60
2020,Cuarto,Ávila,26
2020,Cuarto,Burgos,64
2020,Cuarto,León,67
2020,Cuarto,Palencia,19
2020,Cuarto,Salamanca,18
2020,Cuarto,Segovia,14
2020,Cuarto,Soria,16
2020,Cuarto,Valladolid,94
2020,Cuarto,Zamora,32
2020,Cuarto,Albacete,72
2020,Cuarto,Ciudad Real,68
2020,Cuarto,Cuenca,32
2020,Cuarto,Guadalajara,41
2020,Cuarto,Toledo,139
2020,Cuarto,Barcelona,736
2020,Cuarto,Girona,93
2020,Cuarto,Lleida,61
2020,Cuarto,Tarragona,173
2020,Cuarto,Alicante/Alacant,473
2020,Cuarto,Castellón/Castelló,106
2020,Cuarto,Valencia/València,566
2020,Cuarto,Badajoz,115
2020,Cuarto,Cáceres,45
2020,Cuarto,A Coruña,174
2020,Cuarto,Lugo,50
2020,Cuarto,Ourense,43
2020,Cuarto,Pontevedra,129
2020,Cuarto,Madrid,1281
2020,Cuarto,Murcia,296
2020,Cuarto,Navarra,80
2020,Cuarto,Araba/Álava,29
2020,Cuarto,Gipuzkoa,42
2020,Cuarto,Bizkaia,77
2020,Cuarto,La Rioja,69
2020,Cuarto,Ceuta,15
2020,Cuarto,Melilla,21
2021,Primero,Almería,175
2021,Primero,Cádiz,242
2021,Primero,Córdoba,81
2021,Primero,Granada,331
2021,Primero,Huelva,269
2021,Primero,Jaén,75
2021,Primero,Málaga,266
2021,Primero,Sevilla,402
2021,Primero,Huesca,35
2021,Primero,Teruel,7
2021,Primero,Zaragoza,139
2021,Primero,Asturias,167
2021,Primero,Illes Balears,156
2021,Primero,Las Palmas,219
2021,Primero,Santa Cruz de Tenerife,207
2021,Primero,Cantabria,63
2021,Primero,Ávila,39
2021,Primero,Burgos,70
2021,Primero,León,42
2021,Primero,Palencia,23
2021,Primero,Salamanca,12
2021,Primero,Segovia,12
2021,Primero,Soria,22
2021,Primero,Valladolid,115
2021,Primero,Zamora,21
2021,Primero,Albacete,89
2021,Primero,Ciudad Real,84
2021,Primero,Cuenca,38
2021,Primero,Guadalajara,38
2021,Primero,Toledo,95
2021,Primero,Barcelona,768
2021,Primero,Girona,95
2021,Primero,Lleida,90
2021,Primero,Tarragona,188
2021,Primero,Alicante/Alacant,474
2021,Primero,Castellón/Castelló,88
2021,Primero,Valencia/València,576
2021,Primero,Badajoz,134
2021,Primero,Cáceres,55
2021,Primero,A Coruña,173
2021,Primero,Lugo,44
2021,Primero,Ourense,32
2021,Primero,Pontevedra,122
2021,Primero,Madrid,1195
2021,Primero,Murcia,281
2021,Primero,Navarra,69
2021,Primero,Araba/Álava,31
2021,Primero,Gipuzkoa,46
2021,Primero,Bizkaia,78
2021,Primero,La Rioja,73
2021,Primero,Ceuta,20
2021,Primero,Melilla,10
2021,Segundo,Almería,209
2021,Segundo,Cádiz,401
2021,Segundo,Córdoba,132
2021,Segundo,Granada,342
2021,Segundo,Huelva,164
2021,Segundo,Jaén,104
2021,Segundo,Málaga,333
2021,Segundo,Sevilla,402
2021,Segundo,Huesca,34
2021,Segundo,Teruel,11
2021,Segundo,Zaragoza,144
2021,Segundo,Asturias,143
2021,Segundo,Illes Balears,239
2021,Segundo,Las Palmas,268
2021,Segundo,Santa Cruz de Tenerife,197
2021,Segundo,Cantabria,98
2021,Segundo,Ávila,33
2021,Segundo,Burgos,69
2021,Segundo,León,63
2021,Segundo,Palencia,31
2021,Segundo,Salamanca,22
2021,Segundo,Segovia,16
2021,Segundo,Soria,20
2021,Segundo,Valladolid,95
2021,Segundo,Zamora,25
2021,Segundo,Albacete,86
2021,Segundo,Ciudad Real,96
2021,Segundo,Cuenca,33
2021,Segundo,Guadalajara,48
2021,Segundo,Toledo,99
2021,Segundo,Barcelona,921
2021,Segundo,Girona,117
2021,Segundo,Lleida,74
2021,Segundo,Tarragona,187
2021,Segundo,Alicante/Alacant,521
2021,Segundo,Castellón/Castelló,100
2021,Segundo,Valencia/València,619
2021,Segundo,Badajoz,154
2021,Segundo,Cáceres,53
2021,Segundo,A Coruña,253
2021,Segundo,Lugo,53
2021,Segundo,Ourense,52
2021,Segundo,Pontevedra,167
2021,Segundo,Madrid,1520
2021,Segundo,Murcia,365
2021,Segundo,Navarra,98
2021,Segundo,Araba/Álava,36
2021,Segundo,Gipuzkoa,48
2021,Segundo,Bizkaia,97
2021,Segundo,La Rioja,74
2021,Segundo,Ceuta,22
2021,Segundo,Melilla,16
2021,Tercero,Almería,268
2021,Tercero,Cádiz,328
2021,Tercero,Córdoba,110
2021,Tercero,Granada,359
2021,Tercero,Huelva,106
2021,Tercero,Jaén,85
2021,Tercero,Málaga,325
2021,Tercero,Sevilla,456
2021,Tercero,Huesca,58
2021,Tercero,Teruel,21
2021,Tercero,Zaragoza,181
2021,Tercero,Asturias,171
2021,Tercero,Illes Balears,280
2021,Tercero,Las Palmas,262
2021,Tercero,Santa Cruz de Tenerife,224
2021,Tercero,Cantabria,87
2021,Tercero,Ávila,47
2021,Tercero,Burgos,83
2021,Tercero,León,50
