Año,Trimestre,Provincia,Numero_ordenes
2013,Primero,Cáceres,68
2013,Primero,A Coruña,82
2013,Primero,Lugo,39
2013,Primero,Ourense,70
2013,Primero,Pontevedra,122
2013,Primero,Madrid,1259
2013,Primero,Murcia,305
2013,Primero,Navarra,78
2013,Primero,Araba/Álava,26
2013,Primero,Gipuzkoa,57
2013,Primero,Bizkaia,117
2013,Primero,La Rioja,57
2013,Primero,Ceuta,23
2013,Primero,Melilla,1
2013,Segundo,Almería,131
2013,Segundo,Cádiz,247
2013,Segundo,Córdoba,111
2013,Segundo,Granada,95
2013,Segundo,Huelva,98
2013,Segundo,Jaén,74
2013,Segundo,Málaga,284
2013,Segundo,Sevilla,522
2013,Segundo,Huesca,27
2013,Segundo,Teruel,13
2013,Segundo,Zaragoza,118
2013,Segundo,Asturias,176
2013,Segundo,Illes Balears,167
2013,Segundo,Las Palmas,244
2013,Segundo,Santa Cruz de Tenerife,304
2013,Segundo,Cantabria,85
2013,Segundo,Ávila,27
2013,Segundo,Burgos,47
2013,Segundo,León,55
2013,Segundo,Palencia,15
2013,Segundo,Salamanca,19
2013,Segundo,Segovia,24
2013,Segundo,Soria,16
2013,Segundo,Valladolid,98
2013,Segundo,Zamora,11
2013,Segundo,Albacete,100
2013,Segundo,Ciudad Real,103
2013,Segundo,Cuenca,91
2013,Segundo,Guadalajara,88
2013,Segundo,Toledo,94
2013,Segundo,Barcelona,896
2013,Segundo,Girona,194
2013,Segundo,Lleida,49
2013,Segundo,Tarragona,124
2013,Segundo,Alicante/Alacant,465
2013,Segundo,Castellón/Castelló,108
2013,Segundo,Valencia/València,460
2013,Segundo,Badajoz,121
2013,Segundo,Cáceres,73
2013,Segundo,A Coruña,110
2013,Segundo,Lugo,54
2013,Segundo,Ourense,87
2013,Segundo,Pontevedra,127
2013,Segundo,Madrid,1284
2013,Segundo,Murcia,277
2013,Segundo,Navarra,74
2013,Segundo,Araba/Álava,38
2013,Segundo,Gipuzkoa,81
2013,Segundo,Bizkaia,110
2013,Segundo,La Rioja,51
2013,Segundo,Ceuta,35
2013,Segundo,Melilla,2
2013,Tercero,Almería,149
2013,Tercero,Cádiz,228
2013,Tercero,Córdoba,130
2013,Tercero,Granada,86
2013,Tercero,Huelva,119
2013,Tercero,Jaén,89
2013,Tercero,Málaga,276
2013,Tercero,Sevilla,512
2013,Tercero,Huesca,25
2013,Tercero,Teruel,6
2013,Tercero,Zaragoza,130
2013,Tercero,Asturias,205
2013,Tercero,Illes Balears,213
2013,Tercero,Las Palmas,284
2013,Tercero,Santa Cruz de Tenerife,268
2013,Tercero,Cantabria,93
2013,Tercero,Ávila,27
2013,Tercero,Burgos,43
2013,Tercero,León,62
2013,Tercero,Palencia,37
2013,Tercero,Salamanca,28
2013,Tercero,Segovia,22
2013,Tercero,Soria,18
2013,Tercero,Valladolid,110
2013,Tercero,Zamora,12
2013,Tercero,Albacete,94
2013,Tercero,Ciudad Real,132
2013,Tercero,Cuenca,81
2013,Tercero,Guadalajara,45
2013,Tercero,Toledo,93
2013,Tercero,Barcelona,929
2013,Tercero,Girona,194
2013,Tercero,Lleida,60
2013,Tercero,Tarragona,161
2013,Tercero,Alicante/Alacant,534
2013,Tercero,Castellón/Castelló,88
2013,Tercero,Valencia/València,448
2013,Tercero,Badajoz,160
2013,Tercero,Cáceres,75
2013,Tercero,A Coruña,93
2013,Tercero,Lugo,49
2013,Tercero,Ourense,85
2013,Tercero,Pontevedra,149
2013,Tercero,Madrid,1261
2013,Tercero,Murcia,283
2013,Tercero,Navarra,78
2013,Tercero,Araba/Álava,51
2013,Tercero,Gipuzkoa,78
2013,Tercero,Bizkaia,100
2013,Tercero,La Rioja,34
2013,Tercero,Ceuta,22
2013,Tercero,Melilla,0
2013,Cuarto,Almería,145
2013,Cuarto,Cádiz,254
2013,Cuarto,Córdoba,105
2013,Cuarto,Granada,79
2013,Cuarto,Huelva,94
2013,Cuarto,Jaén,71
2013,Cuarto,Málaga,260
2013,Cuarto,Sevilla,454
2013,Cuarto,Huesca,16
2013,Cuarto,Teruel,14
2013,Cuarto,Zaragoza,139
2013,Cuarto,Asturias,157
2013,Cuarto,Illes Balears,142
2013,Cuarto,Las Palmas,295
2013,Cuarto,Santa Cruz de Tenerife,272
2013,Cuarto,Cantabria,84
2013,Cuarto,Ávila,33
2013,Cuarto,Burgos,41
2013,Cuarto,León,56
2013,Cuarto,Palencia,23
2013,Cuarto,Salamanca,26
2013,Cuarto,Segovia,13
2013,Cuarto,Soria,10
2013,Cuarto,Valladolid,86
2013,Cuarto,Zamora,11
2013,Cuarto,Albacete,97
2013,Cuarto,Ciudad Real,128
2013,Cuarto,Cuenca,40
2013,Cuarto,Guadalajara,82
2013,Cuarto,Toledo,107
2013,Cuarto,Barcelona,905
2013,Cuarto,Girona,224
2013,Cuarto,Lleida,50
2013,Cuarto,Tarragona,202
2013,Cuarto,Alicante/Alacant,517
2013,Cuarto,Castellón/Castelló,77
2013,Cuarto,Valencia/València,457
2013,Cuarto,Badajoz,94
2013,Cuarto,Cáceres,45
2013,Cuarto,A Coruña,129
2013,Cuarto,Lugo,60
2013,Cuarto,Ourense,83
2013,Cuarto,Pontevedra,151
2013,Cuarto,Madrid,1305
2013,Cuarto,Murcia,301
2013,Cuarto,Navarra,77
2013,Cuarto,Araba/Álava,42
2013,Cuarto,Gipuzkoa,52
2013,Cuarto,Bizkaia,87
2013,Cuarto,La Rioja,20
2013,Cuarto,Ceuta,8
2013,Cuarto,Melilla,8
2014,Primero,Almería,192
2014,Primero,Cádiz,199
2014,Primero,Córdoba,138
2014,Primero,Granada,84
2014,Primero,Huelva,110
2014,Primero,Jaén,91
2014,Primero,Málaga,257
2014,Primero,Sevilla,436
2014,Primero,Huesca,22
2014,Primero,Teruel,6
2014,Primero,Zaragoza,127
2014,Primero,Asturias,164
2014,Primero,Illes Balears,137
2014,Primero,Las Palmas,314
2014,Primero,Santa Cruz de Tenerife,232
2014,Primero,Cantabria,84
2014,Primero,Ávila,25
2014,Primero,Burgos,40
2014,Primero,León,40
2014,Primero,Palencia,26
2014,Primero,Salamanca,25
2014,Primero,Segovia,17
2014,Primero,Soria,17
2014,Primero,Valladolid,105
2014,Primero,Zamora,14
2014,Primero,Albacete,73
2014,Primero,Ciudad Real,117
2014,Primero,Cuenca,39
2014,Primero,Guadalajara,44
2014,Primero,Toledo,111
2014,Primero,Barcelona,872
2014,Primero,Girona,162
2014,Primero,Lleida,63
2014,Primero,Tarragona,211
2014,Primero,Alicante/Alacant,449
2014,Primero,Castellón/Castelló,100
2014,Primero,Valencia/València,424
2014,Primero,Badajoz,104
2014,Primero,Cáceres,51
2014,Primero,A Coruña,97
2014,Primero,Lugo,43
2014,Primero,Ourense,72
2014,Primero,Pontevedra,116
2014,Primero,Madrid,1295
2014,Primero,Murcia,254
2014,Primero,Navarra,65
2014,Primero,Araba/Álava,26
2014,Primero,Gipuzkoa,55
2014,Primero,Bizkaia,93
2014,Primero,La Rioja,24
2014,Primero,Ceuta,5
2014,Primero,Melilla,0
2014,Segundo,Almería,163
2014,Segundo,Cádiz,231
2014,Segundo,Córdoba,109
2014,Segundo,Granada,110
2014,Segundo,Huelva,138
2014,Segundo,Jaén,83
2014,Segundo,Málaga,273
2014,Segundo,Sevilla,433
2014,Segundo,Huesca,26
2014,Segundo,Teruel,12
2014,Segundo,Zaragoza,138
2014,Segundo,Asturias,229
2014,Segundo,Illes Balears,152
2014,Segundo,Las Palmas,267
2014,Segundo,Santa Cruz de Tenerife,264
2014,Segundo,Cantabria,107
2014,Segundo,Ávila,20
2014,Segundo,Burgos,51
2014,Segundo,León,53
2014,Segundo,Palencia,23
2014,Segundo,Salamanca,31
2014,Segundo,Segovia,20
2014,Segundo,Soria,21
2014,Segundo,Valladolid,101
2014,Segundo,Zamora,20
2014,Segundo,Albacete,90
2014,Segundo,Ciudad Real,105
2014,Segundo,Cuenca,38
2014,Segundo,Guadalajara,34
2014,Segundo,Toledo,85
2014,Segundo,Barcelona,1029
2014,Segundo,Girona,205
2014,Segundo,Lleida,51
2014,Segundo,Tarragona,202
2014,Segundo,Alicante/Alacant,473
2014,Segundo,Castellón/Castelló,123
2014,Segundo,Valencia/València,427
2014,Segundo,Badajoz,117
2014,Segundo,Cáceres,62
2014,Segundo,A Coruña,90
2014,Segundo,Lugo,61
2014,Segundo,Ourense,29
2014,Segundo,Pontevedra,133
2014,Segundo,Madrid,1354
2014,Segundo,Murcia,313
2014,Segundo,Navarra,81
2014,Segundo,Araba/Álava,8
2014,Segundo,Gipuzkoa,70
2014,Segundo,Bizkaia,101
2014,Segundo,La Rioja,53
2014,Segundo,Ceuta,8
2014,Segundo,Melilla,11
2014,Tercero,Almería,144
2014,Tercero,Cádiz,257
2014,Tercero,Córdoba,123
2014,Tercero,Granada,101
2014,Tercero,Huelva,134
2014,Tercero,Jaén,81
2014,Tercero,Málaga,298
2014,Tercero,Sevilla,516
2014,Tercero,Huesca,42
2014,Tercero,Teruel,10
2014,Tercero,Zaragoza,168
2014,Tercero,Asturias,197
2014,Tercero,Illes Balears,170
2014,Tercero,Las Palmas,301
2014,Tercero,Santa Cruz de Tenerife,295
2014,Tercero,Cantabria,104
2014,Tercero,Ávila,46
2014,Tercero,Burgos,47
2014,Tercero,León,42
2014,Tercero,Palencia,30
2014,Tercero,Salamanca,31
2014,Tercero,Segovia,19
2014,Tercero,Soria,18
2014,Tercero,Valladolid,128
2014,Tercero,Zamora,15
2014,Tercero,Albacete,91
2014,Tercero,Ciudad Real,126
2014,Tercero,Cuenca,41
2014,Tercero,Guadalajara,48
2014,Tercero,Toledo,111
2014,Tercero,Barcelona,844
2014,Tercero,Girona,215
2014,Tercero,Lleida,77
2014,Tercero,Tarragona,194
2014,Tercero,Alicante/Alacant,465
2014,Tercero,Castellón/Castelló,126
2014,Tercero,Valencia/València,521
2014,Tercero,Badajoz,141
2014,Tercero,Cáceres,58
2014,Tercero,A Coruña,114
2014,Tercero,Lugo,41
2014,Tercero,Ourense,30
2014,Tercero,Pontevedra,150
2014,Tercero,Madrid,1366
2014,Tercero,Murcia,337
2014,Tercero,Navarra,84
2014,Tercero,Araba/Álava,28
2014,Tercero,Gipuzkoa,89
2014,Tercero,Bizkaia,110
2014,Tercero,La Rioja,47
2014,Tercero,Ceuta,17
2014,Tercero,Melilla,19
2014,Cuarto,Almería,142
2014,Cuarto,Cádiz,270
2014,Cuarto,Córdoba,102
2014,Cuarto,Granada,120
2014,Cuarto,Huelva,96
2014,Cuarto,Jaén,92
2014,Cuarto,Málaga,293
2014,Cuarto,Sevilla,464
2014,Cuarto,Huesca,27
2014,Cuarto,Teruel,13
2014,Cuarto,Zaragoza,131
2014,Cuarto,Asturias,183
2014,Cuarto,Illes Balears,108
2014,Cuarto,Las Palmas,244
2014,Cuarto,Santa Cruz de Tenerife,280
2014,Cuarto,Cantabria,85
2014,Cuarto,Ávila,31
2014,Cuarto,Burgos,50
2014,Cuarto,León,40
2014,Cuarto,Palencia,22
2014,Cuarto,Salamanca,26
2014,Cuarto,Segovia,19
2014,Cuarto,Soria,17
2014,Cuarto,Valladolid,108
2014,Cuarto,Zamora,16
2014,Cuarto,Albacete,78
2014,Cuarto,Ciudad Real,130
2014,Cuarto,Cuenca,39
2014,Cuarto,Guadalajara,66
2014,Cuarto,Toledo,115
2014,Cuarto,Barcelona,806
2014,Cuarto,Girona,193
2014,Cuarto,Lleida,70
2014,Cuarto,Tarragona,148
2014,Cuarto,Alicante/Alacant,404
2014,Cuarto,Castellón/Castelló,116
2014,Cuarto,Valencia/València,440
2014,Cuarto,Badajoz,120
2014,Cuarto,Cáceres,51
2014,Cuarto,A Coruña,111
2014,Cuarto,Lugo,41
2014,Cuarto,Ourense,23
2014,Cuarto,Pontevedra,176
2014,Cuarto,Madrid,1297
2014,Cuarto,Murcia,327
2014,Cuarto,Navarra,58
2014,Cuarto,Araba/Álava,18
2014,Cuarto,Gipuzkoa,70
2014,Cuarto,Bizkaia,110
2014,Cuarto,La Rioja,56
2014,Cuarto,Ceuta,4
2014,Cuarto,Melilla,19
2015,Primero,Almería,127
2015,Primero,Cádiz,288
2015,Primero,Córdoba,129
2015,Primero,Granada,171
2015,Primero,Huelva,116
2015,Primero,Jaén,143
2015,Primero,Málaga,419
2015,Primero,Sevilla,505
2015,Primero,Huesca,41
2015,Primero,Teruel,16
2015,Primero,Zaragoza,140
2015,Primero,Asturias,190
2015,Primero,Illes Balears,150
2015,Primero,Las Palmas,251
2015,Primero,Santa Cruz de Tenerife,234
2015,Primero,Cantabria,85
2015,Primero,Ávila,19
2015,Primero,Burgos,34
2015,Primero,León,54
2015,Primero,Palencia,12
2015,Primero,Salamanca,27
2015,Primero,Segovia,14
2015,Primero,Soria,15
2015,Primero,Valladolid,102
2015,Primero,Zamora,27
2015,Primero,Albacete,106
2015,Primero,Ciudad Real,119
2015,Primero,Cuenca,32
2015,Primero,Guadalajara,79
2015,Primero,Toledo,90
2015,Primero,Barcelona,887
2015,Primero,Girona,153
2015,Primero,Lleida,78
2015,Primero,Tarragona,179
2015,Primero,Alicante/Alacant,452
2015,Primero,Castellón/Castelló,103
2015,Primero,Valencia/València,521
2015,Primero,Badajoz,89
2015,Primero,Cáceres,53
2015,Primero,A Coruña,121
2015,Primero,Lugo,55
2015,Primero,Ourense,28
2015,Primero,Pontevedra,120
2015,Primero,Madrid,1191
2015,Primero,Murcia,289
2015,Primero,Navarra,89
2015,Primero,Araba/Álava,12
2015,Primero,Gipuzkoa,68
2015,Primero,Bizkaia,93
2015,Primero,La Rioja,59
2015,Primero,Ceuta,5
2015,Primero,Melilla,28
2015,Segundo,Almería,208
2015,Segundo,Cádiz,282
2015,Segundo,Córdoba,130
2015,Segundo,Granada,202
2015,Segundo,Huelva,140
2015,Segundo,Jaén,174
2015,Segundo,Málaga,430
2015,Segundo,Sevilla,490
2015,Segundo,Huesca,33
2015,Segundo,Teruel,27
2015,Segundo,Zaragoza,135
2015,Segundo,Asturias,190
2015,Segundo,Illes Balears,191
2015,Segundo,Las Palmas,269
2015,Segundo,Santa Cruz de Tenerife,279
2015,Segundo,Cantabria,108
2015,Segundo,Ávila,21
2015,Segundo,Burgos,61
2015,Segundo,León,43
2015,Segundo,Palencia,19
2015,Segundo,Salamanca,27
2015,Segundo,Segovia,24
2015,Segundo,Soria,15
2015,Segundo,Valladolid,103
2015,Segundo,Zamora,35
2015,Segundo,Albacete,96
2015,Segundo,Ciudad Real,129
2015,Segundo,Cuenca,50
2015,Segundo,Guadalajara,73
2015,Segundo,Toledo,105
2015,Segundo,Barcelona,921
2015,Segundo,Girona,120
2015,Segundo,Lleida,75
2015,Segundo,Tarragona,207
2015,Segundo,Alicante/Alacant,435
2015,Segundo,Castellón/Castelló,89
2015,Segundo,Valencia/València,630
2015,Segundo,Badajoz,118
2015,Segundo,Cáceres,62
2015,Segundo,A Coruña,127
2015,Segundo,Lugo,67
2015,Segundo,Ourense,64
2015,Segundo,Pontevedra,139
2015,Segundo,Madrid,1375
2015,Segundo,Murcia,344
2015,Segundo,Navarra,65
2015,Segundo,Araba/Álava,25
2015,Segundo,Gipuzkoa,77
2015,Segundo,Bizkaia,115
2015,Segundo,La Rioja,55
2015,Segundo,Ceuta,25
2015,Segundo,Melilla,16
2015,Tercero,Almería,248
2015,Tercero,Cádiz,293
2015,Tercero,Córdoba,124
2015,Tercero,Granada,175
2015,Tercero,Huelva,135
2015,Tercero,Jaén,161
2015,Tercero,Málaga,407
2015,Tercero,Sevilla,533
2015,Tercero,Huesca,38
2015,Tercero,Teruel,9
2015,Tercero,Zaragoza,184
2015,Tercero,Asturias,223
2015,Tercero,Illes Balears,171
2015,Tercero,Las Palmas,295
2015,Tercero,Santa Cruz de Tenerife,320
2015,Tercero,Cantabria,77
2015,Tercero,Ávila,38
2015,Tercero,Burgos,53
2015,Tercero,León,61
2015,Tercero,Palencia,15
2015,Tercero,Salamanca,18
2015,Tercero,Segovia,21
2015,Tercero,Soria,13
2015,Tercero,Valladolid,124
2015,Tercero,Zamora,35
2015,Tercero,Albacete,84
2015,Tercero,Ciudad Real,149
2015,Tercero,Cuenca,65
2015,Tercero,Guadalajara,66
2015,Tercero,Toledo,147
2015,Tercero,Barcelona,1126
2015,Tercero,Girona,258
2015,Tercero,Lleida,66
2015,Tercero,Tarragona,227
2015,Tercero,Alicante/Alacant,495
2015,Tercero,Castellón/Castelló,106
2015,Tercero,Valencia/València,498
2015,Tercero,Badajoz,128
2015,Tercero,Cáceres,69
2015,Tercero,A Coruña,144
2015,Tercero,Lugo,52
2015,Tercero,Ourense,92
2015,Tercero,Pontevedra,159
2015,Tercero,Madrid,1318
2015,Tercero,Murcia,418
2015,Tercero,Navarra,61
2015,Tercero,Araba/Álava,39
2015,Tercero,Gipuzkoa,72
2015,Tercero,Bizkaia,114
2015,Tercero,La Rioja,62
2015,Tercero,Ceuta,7
2015,Tercero,Melilla,21
2015,Cuarto,Almería,174
2015,Cuarto,Cádiz,244
2015,Cuarto,Córdoba,118
2015,Cuarto,Granada,253
2015,Cuarto,Huelva,124
2015,Cuarto,Jaén,153
2015,Cuarto,Málaga,307
2015,Cuarto,Sevilla,493
2015,Cuarto,Huesca,43
2015,Cuarto,Teruel,14
2015,Cuarto,Zaragoza,153
2015,Cuarto,Asturias,185
2015,Cuarto,Illes Balears,154
2015,Cuarto,Las Palmas,302
2015,Cuarto,Santa Cruz de Tenerife,291
2015,Cuarto,Cantabria,82
2015,Cuarto,Ávila,33
2015,Cuarto,Burgos,47
2015,Cuarto,León,45
2015,Cuarto,Palencia,20
2015,Cuarto,Salamanca,24
2015,Cuarto,Segovia,13
2015,Cuarto,Soria,21
2015,Cuarto,Valladolid,99
2015,Cuarto,Zamora,29
2015,Cuarto,Albacete,71
2015,Cuarto,Ciudad Real,117
2015,Cuarto,Cuenca,45
2015,Cuarto,Guadalajara,48
2015,Cuarto,Toledo,152
2015,Cuarto,Barcelona,922
2015,Cuarto,Girona,121
2015,Cuarto,Lleida,75
2015,Cuarto,Tarragona,201
2015,Cuarto,Alicante/Alacant,460
2015,Cuarto,Castellón/Castelló,88
2015,Cuarto,Valencia/València,501
2015,Cuarto,Badajoz,106
2015,Cuarto,Cáceres,79
2015,Cuarto,A Coruña,106
2015,Cuarto,Lugo,45
2015,Cuarto,Ourense,66
2015,Cuarto,Pontevedra,179
2015,Cuarto,Madrid,1223
2015,Cuarto,Murcia,414
2015,Cuarto,Navarra,76
2015,Cuarto,Araba/Álava,22
2015,Cuarto,Gipuzkoa,81
2015,Cuarto,Bizkaia,101
2015,Cuarto,La Rioja,82
2015,Cuarto,Ceuta,15
2015,Cuarto,Melilla,13
2016,Primero,Almería,215
2016,Primero,Cádiz,255
2016,Primero,Córdoba,121
2016,Primero,Granada,264
2016,Primero,Huelva,109
2016,Primero,Jaén,159
2016,Primero,Málaga,393
2016,Primero,Sevilla,482
2016,Primero,Huesca,33
2016,Primero,Teruel,20
2016,Primero,Zaragoza,239
2016,Primero,Asturias,215
2016,Primero,Illes Balears,178
2016,Primero,Las Palmas,280
2016,Primero,Santa Cruz de Tenerife,291
2016,Primero,Cantabria,93
2016,Primero,Ávila,30
2016,Primero,Burgos,54
2016,Primero,León,39
2016,Primero,Palencia,26
2016,Primero,Salamanca,18
2016,Primero,Segovia,14
2016,Primero,Soria,15
2016,Primero,Valladolid,94
2016,Primero,Zamora,37
2016,Primero,Albacete,57
2016,Primero,Ciudad Real,116
2016,Primero,Cuenca,46
2016,Primero,Guadalajara,51
2016,Primero,Toledo,108
2016,Primero,Barcelona,968
2016,Primero,Girona,129
2016,Primero,Lleida,78
2016,Primero,Tarragona,224
2016,Primero,Alicante/Alacant,377
2016,Primero,Castellón/Castelló,92
2016,Primero,Valencia/València,549
2016,Primero,Badajoz,116
2016,Primero,Cáceres,68
2016,Primero,A Coruña,126
2016,Primero,Lugo,59
2016,Primero,Ourense,92
2016,Primero,Pontevedra,93
2016,Primero,Madrid,1274
2016,Primero,Murcia,423
2016,Primero,Navarra,92
2016,Primero,Araba/Álava,24
2016,Primero,Gipuzkoa,65
2016,Primero,Bizkaia,94
2016,Primero,La Rioja,88
2016,Primero,Ceuta,21
2016,Primero,Melilla,15
2016,Segundo,Almería,266
2016,Segundo,Cádiz,317
2016,Segundo,Córdoba,112
2016,Segundo,Granada,223
2016,Segundo,Huelva,129
2016,Segundo,Jaén,191
2016,Segundo,Málaga,359
2016,Segundo,Sevilla,504
2016,Segundo,Huesca,38
2016,Segundo,Teruel,10
2016,Segundo,Zaragoza,169
2016,Segundo,Asturias,213
2016,Segundo,Illes Balears,180
2016,Segundo,Las Palmas,304
2016,Segundo,Santa Cruz de Tenerife,285
2016,Segundo,Cantabria,89
2016,Segundo,Ávila,28
2016,Segundo,Burgos,56
2016,Segundo,León,63
2016,Segundo,Palencia,24
2016,Segundo,Salamanca,43
2016,Segundo,Segovia,16
2016,Segundo,Soria,16
2016,Segundo,Valladolid,136
2016,Segundo,Zamora,33
2016,Segundo,Albacete,46
2016,Segundo,Ciudad Real,141
2016,Segundo,Cuenca,32
2016,Segundo,Guadalajara,63
2016,Segundo,Toledo,126
2016,Segundo,Barcelona,880
2016,Segundo,Girona,138
2016,Segundo,Lleida,94
2016,Segundo,Tarragona,208
2016,Segundo,Alicante/Alacant,522
2016,Segundo,Castellón/Castelló,107
2016,Segundo,Valencia/València,586
2016,Segundo,Badajoz,128
2016,Segundo,Cáceres,68
2016,Segundo,A Coruña,108
2016,Segundo,Lugo,61
2016,Segundo,Ourense,82
2016,Segundo,Pontevedra,127
2016,Segundo,Madrid,1339
2016,Segundo,Murcia,480
2016,Segundo,Navarra,84
2016,Segundo,Araba/Álava,26
2016,Segundo,Gipuzkoa,81
2016,Segundo,Bizkaia,110
2016,Segundo,La Rioja,85
2016,Segundo,Ceuta,35
2016,Segundo,Melilla,26
2016,Tercero,Almería,257
2016,Tercero,Cádiz,317
2016,Tercero,Córdoba,104
2016,Tercero,Granada,313
2016,Tercero,Huelva,143
2016,Tercero,Jaén,194
2016,Tercero,Málaga,368
2016,Tercero,Sevilla,484
2016,Tercero,Huesca,63
2016,Tercero,Teruel,17
2016,Tercero,Zaragoza,158
2016,Tercero,Asturias,201
2016,Tercero,Illes Balears,234
2016,Tercero,Las Palmas,246
2016,Tercero,Santa Cruz de Tenerife,375
2016,Tercero,Cantabria,77
2016,Tercero,Ávila,22
2016,Tercero,Burgos,58
2016,Tercero,León,59
2016,Tercero,Palencia,31
2016,Tercero,Salamanca,31
2016,Tercero,Segovia,14
2016,Tercero,Soria,13
2016,Tercero,Valladolid,117
2016,Tercero,Zamora,35
2016,Tercero,Albacete,114
2016,Tercero,Ciudad Real,157
2016,Tercero,Cuenca,27
2016,Tercero,Guadalajara,69
2016,Tercero,Toledo,144
2016,Tercero,Barcelona,966
2016,Tercero,Girona,139
2016,Tercero,Lleida,70
2016,Tercero,Tarragona,271
2016,Tercero,Alicante/Alacant,481
2016,Tercero,Castellón/Castelló,116
2016,Tercero,Valencia/València,635
2016,Tercero,Badajoz,149
2016,Tercero,Cáceres,69
2016,Tercero,A Coruña,202
2016,Tercero,Lugo,54
2016,Tercero,Ourense,108
2016,Tercero,Pontevedra,133
2016,Tercero,Madrid,1409
2016,Tercero,Murcia,453
2016,Tercero,Navarra,100
2016,Tercero,Araba/Álava,18
2016,Tercero,Gipuzkoa,83
2016,Tercero,Bizkaia,83
2016,Tercero,La Rioja,78
2016,Tercero,Ceuta,41
2016,Tercero,Melilla,17
2016,Cuarto,Almería,248
2016,Cuarto,Cádiz,295
2016,Cuarto,Córdoba,109
2016,Cuarto,Granada,228
2016,Cuarto,Huelva,115
2016,Cuarto,Jaén,141
2016,Cuarto,Málaga,386
2016,Cuarto,Sevilla,444
2016,Cuarto,Huesca,26
2016,Cuarto,Teruel,24
2016,Cuarto,Zaragoza,160
2016,Cuarto,Asturias,199
2016,Cuarto,Illes Balears,163
2016,Cuarto,Las Palmas,223
2016,Cuarto,Santa Cruz de Tenerife,340
2016,Cuarto,Cantabria,77
2016,Cuarto,Ávila,32
2016,Cuarto,Burgos,69
2016,Cuarto,León,59
2016,Cuarto,Palencia,32
2016,Cuarto,Salamanca,35
2016,Cuarto,Segovia,21
2016,Cuarto,Soria,25
2016,Cuarto,Valladolid,98
2016,Cuarto,Zamora,30
2016,Cuarto,Albacete,73
2016,Cuarto,Ciudad Real,183
2016,Cuarto,Cuenca,22
2016,Cuarto,Guadalajara,44
2016,Cuarto,Toledo,131
2016,Cuarto,Barcelona,848
2016,Cuarto,Girona,129
2016,Cuarto,Lleida,63
2016,Cuarto,Tarragona,201
2016,Cuarto,Alicante/Alacant,444
2016,Cuarto,Castellón/Castelló,118
2016,Cuarto,Valencia/València,590
2016,Cuarto,Badajoz,116
2016,Cuarto,Cáceres,73
2016,Cuarto,A Coruña,178
2016,Cuarto,Lugo,42
2016,Cuarto,Ourense,80
2016,Cuarto,Pontevedra,148
2016,Cuarto,Madrid,1309
2016,Cuarto,Murcia,395
2016,Cuarto,Navarra,83
2016,Cuarto,Araba/Álava,23
2016,Cuarto,Gipuzkoa,62
2016,Cuarto,Bizkaia,100
2016,Cuarto,La Rioja,54
2016,Cuarto,Ceuta,34
2016,Cuarto,Melilla,13
2017,Primero,Almería,279
2017,Primero,Cádiz,336
2017,Primero,Córdoba,95
2017,Primero,Granada,249
2017,Primero,Huelva,112
2017,Primero,Jaén,129
2017,Primero,Málaga,365
2017,Primero,Sevilla,412
2017,Primero,Huesca,33
2017,Primero,Teruel,20
2017,Primero,Zaragoza,142
2017,Primero,Asturias,187
2017,Primero,Illes Balears,195
2017,Primero,Las Palmas,233
2017,Primero,Santa Cruz de Tenerife,343
2017,Primero,Cantabria,70
2017,Primero,Ávila,26
2017,Primero,Burgos,50
2017,Primero,León,80
2017,Primero,Palencia,25
2017,Primero,Salamanca,30
2017,Primero,Segovia,17
2017,Primero,Soria,15
2017,Primero,Valladolid,89
2017,Primero,Zamora,47
2017,Primero,Albacete,50
2017,Primero,Ciudad Real,140
2017,Primero,Cuenca,35
2017,Primero,Guadalajara,56
2017,Primero,Toledo,115
2017,Primero,Barcelona,942
2017,Primero,Girona,115
2017,Primero,Lleida,80
2017,Primero,Tarragona,249
2017,Primero,Alicante/Alacant,492
2017,Primero,Castellón/Castelló,140
2017,Primero,Valencia/València,603
2017,Primero,Badajoz,128
2017,Primero,Cáceres,53
2017,Primero,A Coruña,186
2017,Primero,Lugo,37
2017,Primero,Ourense,100
2017,Primero,Pontevedra,146
2017,Primero,Madrid,1372
2017,Primero,Murcia,372
2017,Primero,Navarra,100
2017,Primero,Araba/Álava,23
2017,Primero,Gipuzkoa,74
2017,Primero,Bizkaia,111
2017,Primero,La Rioja,65
2017,Primero,Ceuta,62
2017,Primero,Melilla,13
2017,Segundo,Almería,293
2017,Segundo,Cádiz,403
2017,Segundo,Córdoba,124
2017,Segundo,Granada,242
2017,Segundo,Huelva,166
2017,Segundo,Jaén,164
2017,Segundo,Málaga,398
2017,Segundo,Sevilla,544
2017,Segundo,Huesca,49
2017,Segundo,Teruel,27
2017,Segundo,Zaragoza,122
2017,Segundo,Asturias,216
2017,Segundo,Illes Balears,247
2017,Segundo,Las Palmas,208
2017,Segundo,Santa Cruz de Tenerife,312
2017,Segundo,Cantabria,80
2017,Segundo,Ávila,23
2017,Segundo,Burgos,81
2017,Segundo,León,81
2017,Segundo,Palencia,15
2017,Segundo,Salamanca,45
2017,Segundo,Segovia,18
2017,Segundo,Soria,27
2017,Segundo,Valladolid,98
2017,Segundo,Zamora,35
2017,Segundo,Albacete,65
2017,Segundo,Ciudad Real,119
2017,Segundo,Cuenca,27
2017,Segundo,Guadalajara,76
