"Año","Trimestre","Mes","Provincia","Número de llamadas pertinentes"
"Año 2011","Cuarto","Noviembre","Lleida","23.0"
"Año 2011","Cuarto","Noviembre","Tarragona","84.0"
"Año 2011","Cuarto","Noviembre","Alicante/Alacant","300.0"
"Año 2011","Cuarto","Noviembre","Castellón/Castelló","75.0"
"Año 2011","Cuarto","Noviembre","Valencia/València","392.0"
"Año 2011","Cuarto","Noviembre","Badajoz","106.0"
"Año 2011","Cuarto","Noviembre","Cáceres","45.0"
"Año 2011","Cuarto","Noviembre","A Coruña","134.0"
"Año 2011","Cuarto","Noviembre","Lugo","53.0"
"Año 2011","Cuarto","Noviembre","Ourense","25.0"
"Año 2011","Cuarto","Noviembre","Pontevedra","137.0"
"Año 2011","Cuarto","Noviembre","Madrid","1508.0"
"Año 2011","Cuarto","Noviembre","Murcia","199.0"
"Año 2011","Cuarto","Noviembre","Navarra","67.0"
"Año 2011","Cuarto","Noviembre","Araba/Álava","37.0"
"Año 2011","Cuarto","Noviembre","Bizkaia","132.0"
"Año 2011","Cuarto","Noviembre","Gipuzkoa","63.0"
"Año 2011","Cuarto","Noviembre","La Rioja","33.0"
"Año 2011","Cuarto","Noviembre","Ceuta","15.0"
"Año 2011","Cuarto","Noviembre","Melilla","7.0"
"Año 2011","Cuarto","Diciembre","Almería","63.0"
"Año 2011","Cuarto","Diciembre","Cádiz","120.0"
"Año 2011","Cuarto","Diciembre","Córdoba","75.0"
"Año 2011","Cuarto","Diciembre","Granada","145.0"
"Año 2011","Cuarto","Diciembre","Huelva","54.0"
"Año 2011","Cuarto","Diciembre","Jaén","79.0"
"Año 2011","Cuarto","Diciembre","Málaga","253.0"
"Año 2011","Cuarto","Diciembre","Sevilla","326.0"
"Año 2011","Cuarto","Diciembre","Huesca","16.0"
"Año 2011","Cuarto","Diciembre","Teruel","11.0"
"Año 2011","Cuarto","Diciembre","Zaragoza","99.0"
"Año 2011","Cuarto","Diciembre","Asturias","145.0"
"Año 2011","Cuarto","Diciembre","Illes Balears","112.0"
"Año 2011","Cuarto","Diciembre","Las Palmas","196.0"
"Año 2011","Cuarto","Diciembre","Santa Cruz de Tenerife","161.0"
"Año 2011","Cuarto","Diciembre","Cantabria","63.0"
"Año 2011","Cuarto","Diciembre","Ávila","17.0"
"Año 2011","Cuarto","Diciembre","Burgos","53.0"
"Año 2011","Cuarto","Diciembre","León","46.0"
"Año 2011","Cuarto","Diciembre","Palencia","20.0"
"Año 2011","Cuarto","Diciembre","Salamanca","31.0"
"Año 2011","Cuarto","Diciembre","Segovia","24.0"
"Año 2011","Cuarto","Diciembre","Soria","7.0"
"Año 2011","Cuarto","Diciembre","Valladolid","63.0"
"Año 2011","Cuarto","Diciembre","Zamora","21.0"
"Año 2011","Cuarto","Diciembre","Albacete","31.0"
"Año 2011","Cuarto","Diciembre","Ciudad Real","49.0"
"Año 2011","Cuarto","Diciembre","Cuenca","15.0"
"Año 2011","Cuarto","Diciembre","Guadalajara","25.0"
"Año 2011","Cuarto","Diciembre","Toledo","89.0"
"Año 2011","Cuarto","Diciembre","Barcelona","612.0"
"Año 2011","Cuarto","Diciembre","Girona","47.0"
"Año 2011","Cuarto","Diciembre","Lleida","36.0"
"Año 2011","Cuarto","Diciembre","Tarragona","83.0"
"Año 2011","Cuarto","Diciembre","Alicante/Alacant","223.0"
"Año 2011","Cuarto","Diciembre","Castellón/Castelló","67.0"
"Año 2011","Cuarto","Diciembre","Valencia/València","323.0"
"Año 2011","Cuarto","Diciembre","Badajoz","82.0"
"Año 2011","Cuarto","Diciembre","Cáceres","43.0"
"Año 2011","Cuarto","Diciembre","A Coruña","112.0"
"Año 2011","Cuarto","Diciembre","Lugo","29.0"
"Año 2011","Cuarto","Diciembre","Ourense","27.0"
"Año 2011","Cuarto","Diciembre","Pontevedra","97.0"
"Año 2011","Cuarto","Diciembre","Madrid","1363.0"
"Año 2011","Cuarto","Diciembre","Murcia","178.0"
"Año 2011","Cuarto","Diciembre","Navarra","61.0"
"Año 2011","Cuarto","Diciembre","Araba/Álava","19.0"
"Año 2011","Cuarto","Diciembre","Bizkaia","130.0"
"Año 2011","Cuarto","Diciembre","Gipuzkoa","55.0"
"Año 2011","Cuarto","Diciembre","La Rioja","36.0"
"Año 2011","Cuarto","Diciembre","Ceuta","5.0"
"Año 2011","Cuarto","Diciembre","Melilla","6.0"
"Año 2012","Primero","Enero","Almería","58.0"
"Año 2012","Primero","Enero","Cádiz","115.0"
"Año 2012","Primero","Enero","Córdoba","90.0"
"Año 2012","Primero","Enero","Granada","130.0"
"Año 2012","Primero","Enero","Huelva","60.0"
"Año 2012","Primero","Enero","Jaén","62.0"
"Año 2012","Primero","Enero","Málaga","188.0"
"Año 2012","Primero","Enero","Sevilla","257.0"
"Año 2012","Primero","Enero","Huesca","18.0"
"Año 2012","Primero","Enero","Teruel","8.0"
"Año 2012","Primero","Enero","Zaragoza","71.0"
"Año 2012","Primero","Enero","Asturias","127.0"
"Año 2012","Primero","Enero","Illes Balears","128.0"
"Año 2012","Primero","Enero","Las Palmas","166.0"
"Año 2012","Primero","Enero","Santa Cruz de Tenerife","140.0"
"Año 2012","Primero","Enero","Cantabria","74.0"
"Año 2012","Primero","Enero","Ávila","33.0"
"Año 2012","Primero","Enero","Burgos","40.0"
"Año 2012","Primero","Enero","León","67.0"
"Año 2012","Primero","Enero","Palencia","26.0"
"Año 2012","Primero","Enero","Salamanca","44.0"
"Año 2012","Primero","Enero","Segovia","11.0"
"Año 2012","Primero","Enero","Soria","10.0"
"Año 2012","Primero","Enero","Valladolid","65.0"
"Año 2012","Primero","Enero","Zamora","8.0"
"Año 2012","Primero","Enero","Albacete","33.0"
"Año 2012","Primero","Enero","Ciudad Real","48.0"
"Año 2012","Primero","Enero","Cuenca","23.0"
"Año 2012","Primero","Enero","Guadalajara","27.0"
"Año 2012","Primero","Enero","Toledo","97.0"
"Año 2012","Primero","Enero","Barcelona","548.0"
"Año 2012","Primero","Enero","Girona","62.0"
"Año 2012","Primero","Enero","Lleida","35.0"
"Año 2012","Primero","Enero","Tarragona","71.0"
"Año 2012","Primero","Enero","Alicante/Alacant","229.0"
"Año 2012","Primero","Enero","Castellón/Castelló","58.0"
"Año 2012","Primero","Enero","Valencia/València","299.0"
"Año 2012","Primero","Enero","Badajoz","78.0"
"Año 2012","Primero","Enero","Cáceres","49.0"
"Año 2012","Primero","Enero","A Coruña","131.0"
"Año 2012","Primero","Enero","Lugo","34.0"
"Año 2012","Primero","Enero","Ourense","33.0"
"Año 2012","Primero","Enero","Pontevedra","84.0"
"Año 2012","Primero","Enero","Madrid","1203.0"
"Año 2012","Primero","Enero","Murcia","127.0"
"Año 2012","Primero","Enero","Navarra","80.0"
"Año 2012","Primero","Enero","Araba/Álava","34.0"
"Año 2012","Primero","Enero","Bizkaia","80.0"
"Año 2012","Primero","Enero","Gipuzkoa","36.0"
"Año 2012","Primero","Enero","La Rioja","36.0"
"Año 2012","Primero","Enero","Ceuta","14.0"
"Año 2012","Primero","Enero","Melilla","13.0"
"Año 2012","Primero","Febrero","Almería","61.0"
"Año 2012","Primero","Febrero","Cádiz","87.0"
"Año 2012","Primero","Febrero","Córdoba","66.0"
"Año 2012","Primero","Febrero","Granada","104.0"
"Año 2012","Primero","Febrero","Huelva","38.0"
"Año 2012","Primero","Febrero","Jaén","54.0"
"Año 2012","Primero","Febrero","Málaga","143.0"
"Año 2012","Primero","Febrero","Sevilla","244.0"
"Año 2012","Primero","Febrero","Huesca","9.0"
"Año 2012","Primero","Febrero","Teruel","5.0"
"Año 2012","Primero","Febrero","Zaragoza","78.0"
"Año 2012","Primero","Febrero","Asturias","102.0"
"Año 2012","Primero","Febrero","Illes Balears","115.0"
"Año 2012","Primero","Febrero","Las Palmas","138.0"
"Año 2012","Primero","Febrero","Santa Cruz de Tenerife","111.0"
"Año 2012","Primero","Febrero","Cantabria","51.0"
"Año 2012","Primero","Febrero","Ávila","19.0"
"Año 2012","Primero","Febrero","Burgos","30.0"
"Año 2012","Primero","Febrero","León","42.0"
"Año 2012","Primero","Febrero","Palencia","7.0"
"Año 2012","Primero","Febrero","Salamanca","35.0"
"Año 2012","Primero","Febrero","Segovia","14.0"
"Año 2012","Primero","Febrero","Soria","5.0"
"Año 2012","Primero","Febrero","Valladolid","51.0"
"Año 2012","Primero","Febrero","Zamora","25.0"
"Año 2012","Primero","Febrero","Albacete","22.0"
"Año 2012","Primero","Febrero","Ciudad Real","59.0"
"Año 2012","Primero","Febrero","Cuenca","13.0"
"Año 2012","Primero","Febrero","Guadalajara","23.0"
"Año 2012","Primero","Febrero","Toledo","80.0"
"Año 2012","Primero","Febrero","Barcelona","465.0"
"Año 2012","Primero","Febrero","Girona","42.0"
"Año 2012","Primero","Febrero","Lleida","36.0"
"Año 2012","Primero","Febrero","Tarragona","41.0"
"Año 2012","Primero","Febrero","Alicante/Alacant","162.0"
"Año 2012","Primero","Febrero","Castellón/Castelló","63.0"
"Año 2012","Primero","Febrero","Valencia/València","218.0"
"Año 2012","Primero","Febrero","Badajoz","73.0"
"Año 2012","Primero","Febrero","Cáceres","58.0"
"Año 2012","Primero","Febrero","A Coruña","108.0"
"Año 2012","Primero","Febrero","Lugo","20.0"
"Año 2012","Primero","Febrero","Ourense","20.0"
"Año 2012","Primero","Febrero","Pontevedra","78.0"
"Año 2012","Primero","Febrero","Madrid","1015.0"
"Año 2012","Primero","Febrero","Murcia","110.0"
"Año 2012","Primero","Febrero","Navarra","59.0"
"Año 2012","Primero","Febrero","Araba/Álava","30.0"
"Año 2012","Primero","Febrero","Bizkaia","77.0"
"Año 2012","Primero","Febrero","Gipuzkoa","34.0"
"Año 2012","Primero","Febrero","La Rioja","20.0"
"Año 2012","Primero","Febrero","Ceuta","4.0"
"Año 2012","Primero","Febrero","Melilla","11.0"
"Año 2012","Primero","Marzo","Almería","67.0"
"Año 2012","Primero","Marzo","Cádiz","89.0"
"Año 2012","Primero","Marzo","Córdoba","58.0"
"Año 2012","Primero","Marzo","Granada","111.0"
"Año 2012","Primero","Marzo","Huelva","42.0"
"Año 2012","Primero","Marzo","Jaén","56.0"
"Año 2012","Primero","Marzo","Málaga","181.0"
"Año 2012","Primero","Marzo","Sevilla","205.0"
"Año 2012","Primero","Marzo","Huesca","6.0"
"Año 2012","Primero","Marzo","Teruel","4.0"
"Año 2012","Primero","Marzo","Zaragoza","66.0"
"Año 2012","Primero","Marzo","Asturias","107.0"
"Año 2012","Primero","Marzo","Illes Balears","75.0"
"Año 2012","Primero","Marzo","Las Palmas","161.0"
"Año 2012","Primero","Marzo","Santa Cruz de Tenerife","131.0"
"Año 2012","Primero","Marzo","Cantabria","51.0"
"Año 2012","Primero","Marzo","Ávila","23.0"
"Año 2012","Primero","Marzo","Burgos","31.0"
"Año 2012","Primero","Marzo","León","55.0"
"Año 2012","Primero","Marzo","Palencia","4.0"
"Año 2012","Primero","Marzo","Salamanca","38.0"
"Año 2012","Primero","Marzo","Segovia","20.0"
"Año 2012","Primero","Marzo","Soria","5.0"
"Año 2012","Primero","Marzo","Valladolid","42.0"
"Año 2012","Primero","Marzo","Zamora","18.0"
"Año 2012","Primero","Marzo","Albacete","15.0"
"Año 2012","Primero","Marzo","Ciudad Real","40.0"
"Año 2012","Primero","Marzo","Cuenca","15.0"
"Año 2012","Primero","Marzo","Guadalajara","17.0"
"Año 2012","Primero","Marzo","Toledo","51.0"
"Año 2012","Primero","Marzo","Barcelona","489.0"
"Año 2012","Primero","Marzo","Girona","59.0"
"Año 2012","Primero","Marzo","Lleida","21.0"
"Año 2012","Primero","Marzo","Tarragona","44.0"
"Año 2012","Primero","Marzo","Alicante/Alacant","193.0"
"Año 2012","Primero","Marzo","Castellón/Castelló","58.0"
"Año 2012","Primero","Marzo","Valencia/València","267.0"
"Año 2012","Primero","Marzo","Badajoz","49.0"
"Año 2012","Primero","Marzo","Cáceres","27.0"
"Año 2012","Primero","Marzo","A Coruña","103.0"
"Año 2012","Primero","Marzo","Lugo","29.0"
"Año 2012","Primero","Marzo","Ourense","42.0"
"Año 2012","Primero","Marzo","Pontevedra","59.0"
"Año 2012","Primero","Marzo","Madrid","1044.0"
"Año 2012","Primero","Marzo","Murcia","134.0"
"Año 2012","Primero","Marzo","Navarra","56.0"
"Año 2012","Primero","Marzo","Araba/Álava","15.0"
"Año 2012","Primero","Marzo","Bizkaia","69.0"
"Año 2012","Primero","Marzo","Gipuzkoa","34.0"
"Año 2012","Primero","Marzo","La Rioja","17.0"
"Año 2012","Primero","Marzo","Ceuta","9.0"
"Año 2012","Primero","Marzo","Melilla","11.0"
"Año 2012","Segundo","Abril","Almería","55.0"
"Año 2012","Segundo","Abril","Cádiz","104.0"
"Año 2012","Segundo","Abril","Córdoba","47.0"
"Año 2012","Segundo","Abril","Granada","95.0"
"Año 2012","Segundo","Abril","Huelva","39.0"
"Año 2012","Segundo","Abril","Jaén","50.0"
"Año 2012","Segundo","Abril","Málaga","169.0"
"Año 2012","Segundo","Abril","Sevilla","243.0"
"Año 2012","Segundo","Abril","Huesca","15.0"
"Año 2012","Segundo","Abril","Teruel","2.0"
"Año 2012","Segundo","Abril","Zaragoza","63.0"
"Año 2012","Segundo","Abril","Asturias","124.0"
"Año 2012","Segundo","Abril","Illes Balears","123.0"
"Año 2012","Segundo","Abril","Las Palmas","136.0"
"Año 2012","Segundo","Abril","Santa Cruz de Tenerife","115.0"
"Año 2012","Segundo","Abril","Cantabria","58.0"
"Año 2012","Segundo","Abril","Ávila","20.0"
"Año 2012","Segundo","Abril","Burgos","28.0"
"Año 2012","Segundo","Abril","León","35.0"
"Año 2012","Segundo","Abril","Palencia","3.0"
"Año 2012","Segundo","Abril","Salamanca","27.0"
"Año 2012","Segundo","Abril","Segovia","20.0"
"Año 2012","Segundo","Abril","Soria","6.0"
"Año 2012","Segundo","Abril","Valladolid","56.0"
"Año 2012","Segundo","Abril","Zamora","9.0"
"Año 2012","Segundo","Abril","Albacete","20.0"
"Año 2012","Segundo","Abril","Ciudad Real","26.0"
"Año 2012","Segundo","Abril","Cuenca","8.0"
"Año 2012","Segundo","Abril","Guadalajara","16.0"
"Año 2012","Segundo","Abril","Toledo","77.0"
"Año 2012","Segundo","Abril","Barcelona","524.0"
"Año 2012","Segundo","Abril","Girona","50.0"
"Año 2012","Segundo","Abril","Lleida","30.0"
"Año 2012","Segundo","Abril","Tarragona","48.0"
"Año 2012","Segundo","Abril","Alicante/Alacant","165.0"
"Año 2012","Segundo","Abril","Castellón/Castelló","53.0"
"Año 2012","Segundo","Abril","Valencia/València","277.0"
"Año 2012","Segundo","Abril","Badajoz","60.0"
"Año 2012","Segundo","Abril","Cáceres","29.0"
"Año 2012","Segundo","Abril","A Coruña","84.0"
"Año 2012","Segundo","Abril","Lugo","36.0"
"Año 2012","Segundo","Abril","Ourense","21.0"
"Año 2012","Segundo","Abril","Pontevedra","60.0"
"Año 2012","Segundo","Abril","Madrid","1053.0"
"Año 2012","Segundo","Abril","Murcia","150.0"
"Año 2012","Segundo","Abril","Navarra","57.0"
"Año 2012","Segundo","Abril","Araba/Álava","18.0"
"Año 2012","Segundo","Abril","Bizkaia","55.0"
"Año 2012","Segundo","Abril","Gipuzkoa","25.0"
"Año 2012","Segundo","Abril","La Rioja","17.0"
"Año 2012","Segundo","Abril","Ceuta","10.0"
"Año 2012","Segundo","Abril","Melilla","13.0"
"Año 2012","Segundo","Mayo","Almería","63.0"
"Año 2012","Segundo","Mayo","Cádiz","105.0"
"Año 2012","Segundo","Mayo","Córdoba","68.0"
"Año 2012","Segundo","Mayo","Granada","121.0"
"Año 2012","Segundo","Mayo","Huelva","44.0"
"Año 2012","Segundo","Mayo","Jaén","61.0"
"Año 2012","Segundo","Mayo","Málaga","195.0"
"Año 2012","Segundo","Mayo","Sevilla","255.0"
"Año 2012","Segundo","Mayo","Huesca","7.0"
"Año 2012","Segundo","Mayo","Teruel","4.0"
"Año 2012","Segundo","Mayo","Zaragoza","76.0"
"Año 2012","Segundo","Mayo","Asturias","105.0"
"Año 2012","Segundo","Mayo","Illes Balears","122.0"
"Año 2012","Segundo","Mayo","Las Palmas","173.0"
"Año 2012","Segundo","Mayo","Santa Cruz de Tenerife","143.0"
"Año 2012","Segundo","Mayo","Cantabria","51.0"
"Año 2012","Segundo","Mayo","Ávila","16.0"
"Año 2012","Segundo","Mayo","Burgos","24.0"
"Año 2012","Segundo","Mayo","León","40.0"
"Año 2012","Segundo","Mayo","Palencia","5.0"
"Año 2012","Segundo","Mayo","Salamanca","36.0"
"Año 2012","Segundo","Mayo","Segovia","9.0"
"Año 2012","Segundo","Mayo","Soria","10.0"
"Año 2012","Segundo","Mayo","Valladolid","53.0"
"Año 2012","Segundo","Mayo","Zamora","17.0"
"Año 2012","Segundo","Mayo","Albacete","24.0"
"Año 2012","Segundo","Mayo","Ciudad Real","34.0"
"Año 2012","Segundo","Mayo","Cuenca","14.0"
"Año 2012","Segundo","Mayo","Guadalajara","30.0"
"Año 2012","Segundo","Mayo","Toledo","81.0"
"Año 2012","Segundo","Mayo","Barcelona","499.0"
"Año 2012","Segundo","Mayo","Girona","48.0"
"Año 2012","Segundo","Mayo","Lleida","29.0"
"Año 2012","Segundo","Mayo","Tarragona","62.0"
"Año 2012","Segundo","Mayo","Alicante/Alacant","199.0"
"Año 2012","Segundo","Mayo","Castellón/Castelló","56.0"
"Año 2012","Segundo","Mayo","Valencia/València","300.0"
"Año 2012","Segundo","Mayo","Badajoz","77.0"
"Año 2012","Segundo","Mayo","Cáceres","42.0"
"Año 2012","Segundo","Mayo","A Coruña","122.0"
"Año 2012","Segundo","Mayo","Lugo","21.0"
"Año 2012","Segundo","Mayo","Ourense","36.0"
"Año 2012","Segundo","Mayo","Pontevedra","57.0"
"Año 2012","Segundo","Mayo","Madrid","1087.0"
"Año 2012","Segundo","Mayo","Murcia","148.0"
"Año 2012","Segundo","Mayo","Navarra","76.0"
"Año 2012","Segundo","Mayo","Araba/Álava","18.0"
"Año 2012","Segundo","Mayo","Bizkaia","82.0"
"Año 2012","Segundo","Mayo","Gipuzkoa","41.0"
"Año 2012","Segundo","Mayo","La Rioja","12.0"
"Año 2012","Segundo","Mayo","Ceuta","19.0"
"Año 2012","Segundo","Mayo","Melilla","9.0"
"Año 2012","Segundo","Junio","Almería","54.0"
"Año 2012","Segundo","Junio","Cádiz","102.0"
"Año 2012","Segundo","Junio","Córdoba","64.0"
"Año 2012","Segundo","Junio","Granada","110.0"
"Año 2012","Segundo","Junio","Huelva","37.0"
"Año 2012","Segundo","Junio","Jaén","58.0"
"Año 2012","Segundo","Junio","Málaga","187.0"
"Año 2012","Segundo","Junio","Sevilla","240.0"
"Año 2012","Segundo","Junio","Huesca","5.0"
"Año 2012","Segundo","Junio","Teruel","5.0"
"Año 2012","Segundo","Junio","Zaragoza","73.0"
"Año 2012","Segundo","Junio","Asturias","78.0"
"Año 2012","Segundo","Junio","Illes Balears","109.0"
"Año 2012","Segundo","Junio","Las Palmas","153.0"
"Año 2012","Segundo","Junio","Santa Cruz de Tenerife","127.0"
"Año 2012","Segundo","Junio","Cantabria","57.0"
"Año 2012","Segundo","Junio","Ávila","20.0"
"Año 2012","Segundo","Junio","Burgos","43.0"
"Año 2012","Segundo","Junio","León","38.0"
"Año 2012","Segundo","Junio","Palencia","14.0"
"Año 2012","Segundo","Junio","Salamanca","36.0"
"Año 2012","Segundo","Junio","Segovia","13.0"
"Año 2012","Segundo","Junio","Soria","5.0"
"Año 2012","Segundo","Junio","Valladolid","55.0"
"Año 2012","Segundo","Junio","Zamora","23.0"
"Año 2012","Segundo","Junio","Albacete","26.0"
"Año 2012","Segundo","Junio","Ciudad Real","50.0"
"Año 2012","Segundo","Junio","Cuenca","14.0"
"Año 2012","Segundo","Junio","Guadalajara","30.0"
"Año 2012","Segundo","Junio","Toledo","96.0"
"Año 2012","Segundo","Junio","Barcelona","503.0"
"Año 2012","Segundo","Junio","Girona","56.0"
"Año 2012","Segundo","Junio","Lleida","28.0"
"Año 2012","Segundo","Junio","Tarragona","56.0"
"Año 2012","Segundo","Junio","Alicante/Alacant","203.0"
"Año 2012","Segundo","Junio","Castellón/Castelló","54.0"
"Año 2012","Segundo","Junio","Valencia/València","310.0"
"Año 2012","Segundo","Junio","Badajoz","85.0"
"Año 2012","Segundo","Junio","Cáceres","43.0"
"Año 2012","Segundo","Junio","A Coruña","108.0"
"Año 2012","Segundo","Junio","Lugo","22.0"
"Año 2012","Segundo","Junio","Ourense","18.0"
"Año 2012","Segundo","Junio","Pontevedra","70.0"
"Año 2012","Segundo","Junio","Madrid","1187.0"
"Año 2012","Segundo","Junio","Murcia","130.0"
"Año 2012","Segundo","Junio","Navarra","45.0"
"Año 2012","Segundo","Junio","Araba/Álava","27.0"
"Año 2012","Segundo","Junio","Bizkaia","65.0"
"Año 2012","Segundo","Junio","Gipuzkoa","40.0"
"Año 2012","Segundo","Junio","La Rioja","25.0"
"Año 2012","Segundo","Junio","Ceuta","11.0"
"Año 2012","Segundo","Junio","Melilla","4.0"
"Año 2012","Tercero","Julio","Almería","58.0"
"Año 2012","Tercero","Julio","Cádiz","125.0"
"Año 2012","Tercero","Julio","Córdoba","72.0"
"Año 2012","Tercero","Julio","Granada","120.0"
"Año 2012","Tercero","Julio","Huelva","52.0"
